"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"570","Frank Vatrano","ANA","R","40","419.81666666666666","3","3","2","1","6","42.86","62","4.84","5.4","103","85","53","22","1","7","34","10","7","2","1","7","16","3","67","24","18","4","8","33.33"
"571","Erik Cernak","T.B","D","41","605.65","1","5","2","3","6","24.00","33","3.03","1.61","76","51","18","4","0","5","24","11","11","0","0","2","34","6","71","55","48","0","0","-"
"572","Jansen Harkins","ANA","C","36","349.6166666666667","3","3","3","0","6","85.71","26","11.54","4.02","59","46","32","18","0","7","13","5","4","1","0","12","24","6","96","18","18","84","87","49.12"
"573","Kevin Stenlund","UTA","C","61","661.8166666666667","2","4","2","2","6","50.00","42","4.76","3.99","106","72","57","14","3","5","16","8","8","0","0","6","26","6","29","58","29","300","227","56.93"
"574","Conor Timmins","BUF","D","33","516.5333333333333","0","6","1","5","6","30.00","32","0.00","1.06","88","54","17","0","1","11","14","7","7","0","0","6","36","5","23","50","48","0","0","-"
"575","David Kampf","VAN","C","38","495.8666666666667","2","4","3","1","6","50.00","34","5.88","4.17","61","46","45","23","3","8","8","4","4","0","0","5","16","6","43","43","17","235","201","53.90"
"576","Neal Pionk","WPG","D","40","688.75","1","5","3","2","6","24.00","52","1.92","1.27","127","74","22","0","0","6","19","8","7","1","0","5","41","8","71","45","47","0","0","-"
"577","Declan Chisholm","WSH","D","25","326.06666666666666","1","5","3","2","6","46.15","19","5.26","0.7","50","28","14","2","1","4","4","2","2","0","0","4","25","4","11","32","21","0","0","-"
"578","Paul Cotter","N.J","L","60","646.15","3","3","1","2","6","54.55","45","6.67","6.05","109","80","55","29","5","14","15","6","5","1","0","15","21","6","159","83","18","40","40","50.00"
"579","Kyle MacLean","NYI","C","47","482.15","2","4","1","3","6","60.00","35","5.71","4.57","67","58","36","22","0","9","33","11","9","1","1","7","20","6","93","40","16","43","28","60.56"
"580","Nico Sturm","MIN","C","40","362.8666666666667","2","4","1","3","6","60.00","24","8.33","3.89","51","40","34","18","1","3","12","6","6","0","0","0","16","5","41","18","13","137","119","53.52"
"581","Landon Slaggert","CHI","L","34","338.1666666666667","3","3","1","2","6","50.00","31","9.68","4.95","59","49","46","25","1","7","14","3","2","0","1","7","8","2","50","33","14","1","1","50.00"
"582","Ilya Solovyov","COL, PIT","D","21","248.1","1","5","3","2","6","42.86","16","6.25","0.48","50","29","10","1","0","3","10","5","5","0","0","1","10","5","22","47","22","0","0","-"
"583","Samuel Helenius","L.A","C","33","265.31666666666666","4","2","0","2","6","75.00","23","17.39","2.32","52","33","24","10","2","4","34","7","2","4","1","8","9","4","88","23","12","77","91","45.83"
"584","Emil Lilleberg","T.B","D","35","518.15","2","4","3","1","6","21.43","28","7.14","1.43","67","48","16","3","0","5","43","17","14","3","0","9","24","5","52","68","29","0","0","-"
"585","Reid Schaefer","NSH","L","28","280.9166666666667","4","2","1","1","6","100.00","24","16.67","3.26","52","38","30","20","0","4","13","5","4","1","0","6","10","3","72","26","20","0","1","0.00"
"586","Denver Barkey","PHI","C","26","292.76666666666665","1","5","5","0","6","66.67","20","5.00","2.31","34","27","24","13","0","5","10","5","5","0","0","6","16","3","24","12","16","2","4","33.33"
"587","Adam Henrique","EDM","C","48","525.0","1","4","4","0","5","45.45","58","1.72","7.04","108","81","64","31","2","15","8","4","4","0","0","1","28","9","24","28","53","189","156","54.78"
"588","Gustav Nyquist","WPG","R","40","406.21666666666664","1","4","2","2","5","55.56","37","2.70","4.01","68","52","42","16","1","9","8","4","4","0","0","5","17","10","23","25","18","7","9","43.75"
"589","Brayden McNabb","VGK","D","44","775.1","2","3","1","2","5","17.86","38","5.26","2.29","118","74","31","4","3","11","16","7","7","0","0","6","28","12","60","53","86","0","0","-"
"590","Kevin Hayes","PIT","R","25","273.4166666666667","3","2","2","0","5","41.67","37","8.11","4.31","61","49","33","19","1","5","6","3","3","0","0","1","16","3","31","6","9","29","62","31.87"
"591","Nick Seeler","PHI","D","60","945.6166666666667","2","3","2","1","5","17.86","66","3.03","2.8","180","111","33","7","0","10","27","12","11","1","0","9","32","10","90","77","89","0","0","-"
"592","Connor Clifton","PIT","D","31","453.3666666666667","2","3","1","2","5","31.25","21","9.52","1.06","69","33","20","4","2","3","29","10","7","3","0","3","20","8","111","64","43","0","0","-"
"593","Adam Erne","DAL","L","29","276.65","4","1","0","1","5","50.00","28","14.29","4.01","64","46","39","24","1","8","10","5","5","0","0","4","12","3","96","16","11","2","4","33.33"
"594","Curtis Lazar","EDM","C","38","309.3","3","2","2","0","5","55.56","24","12.50","4.5","58","42","43","24","1","8","10","4","4","0","0","2","4","3","76","34","16","111","63","63.79"
"595","Jonas Siegenthaler","N.J","D","63","1096.8666666666666","0","5","0","5","5","17.86","46","0.00","2.11","129","75","36","9","1","12","42","14","11","2","1","4","72","19","77","118","85","0","0","-"
"596","Jordan Greenway","BUF","L","33","345.8666666666667","1","4","1","3","5","71.43","29","3.45","2.69","56","44","26","6","3","6","21","9","8","1","0","8","16","5","40","19","13","3","14","17.65"
"597","Kyle Capobianco","DAL","D","31","362.31666666666666","2","3","1","2","5","31.25","16","12.50","0.7","56","26","18","2","2","3","8","4","4","0","0","3","17","8","12","37","25","0","0","-"
"598","Nathan Bastian","DAL","R","29","250.56666666666666","5","0","0","0","5","50.00","21","23.81","3.13","36","30","24","16","2","2","17","7","6","1","0","3","8","1","70","29","6","0","1","0.00"
"599","Brandon Duhaime","WSH L,","R","64","619.8","3","2","0","2","5","41.67","42","7.14","6.1","101","69","52","30","3","8","62","22","16","6","0","17","17","7","120","58","31","12","24","33.33"
"600","Zach Aston-Reese","CBJ C,","L","26","230.21666666666667","1","4","3","1","5","83.33","16","6.25","2.49","30","27","19","12","2","2","12","6","6","0","0","6","10","2","69","18","15","5","18","21.74"
"601","P.O Joseph","VAN","D","24","302.26666666666665","1","4","1","3","5","55.56","18","5.56","0.78","44","26","10","1","0","2","4","2","2","0","0","1","15","6","8","23","18","0","0","-"
"602","Nick DeSimone","UTA","D","34","473.4","2","3","1","2","5","27.78","31","6.45","1.81","71","48","24","5","1","8","10","5","5","0","0","1","28","3","17","53","23","0","0","-"
"603","Jacob Bryson","BUF","D","35","342.4","2","3","1","2","5","35.71","12","16.67","0.88","40","22","12","4","0","3","8","4","4","0","0","0","11","2","9","41","18","0","0","-"
"604","Alexey Toropchenko","STL","R","46","472.5","2","3","3","0","5","41.67","42","4.76","5.09","76","61","54","28","1","7","26","6","3","2","1","4","20","4","93","41","35","1","0","100.00"
"605","Cole Smith","NSH, VGK","R","44","504.21666666666664","3","2","1","1","5","41.67","42","7.14","7.35","91","72","72","50","1","12","29","13","12","1","0","7","14","9","109","63","8","3","12","20.00"
"606","Kaiden Guhle","MTL","D","21","353.56666666666666","1","4","1","3","5","55.56","21","4.76","0.82","55","33","13","1","0","0","13","5","4","1","0","8","22","9","39","44","30","0","0","-"
"607","Ozzy Wiesblatt","NSH","C","32","305.81666666666666","1","4","3","1","5","41.67","23","4.35","2.65","53","36","27","11","2","3","34","14","12","2","0","9","14","6","82","56","13","1","4","20.00"
"608","Justin Barron","NSH","D","35","446.76666666666665","0","5","1","4","5","35.71","22","0.00","1.93","61","34","21","6","0","4","8","4","4","0","0","1","38","1","20","48","33","0","0","-"
"609","Lukas Reichel","CHI, VAN","L","19","217.7","2","3","2","1","5","41.67","14","14.29","2.19","33","26","25","11","0","2","6","3","3","0","0","0","13","2","6","11","11","46","69","40.00"
"610","Isak Rosen","BUF","R","16","164.06666666666666","3","2","2","0","5","83.33","11","27.27","1.67","28","17","19","7","0","4","0","0","0","0","0","2","9","4","7","10","10","1","0","100.00"
"611","Zack Ostapchuk","S.J","C","37","326.9","3","2","2","0","5","83.33","25","12.00","3.11","43","32","31","19","2","5","10","5","5","0","0","9","11","5","91","30","13","141","122","53.61"
"612","Taylor Ward","L.A","R","19","188.65","2","3","1","2","5","62.50","24","8.33","2.84","54","39","29","12","1","10","0","0","0","0","0","1","12","1","19","5","6","2","5","28.57"
"613","Lian Bichsel","DAL","D","31","444.06666666666666","3","2","0","2","5","26.32","13","23.08","0.93","45","22","13","3","0","4","24","12","12","0","0","7","23","5","91","76","25","0","0","-"
"614","Isaac Howard","EDM","L","28","273.3666666666667","2","3","2","1","5","62.50","33","6.06","3.54","67","50","33","13","0","4","10","5","5","0","0","3","17","2","7","17","4","0","0","-"
"615","Rutger McGroarty","PIT","R","20","225.31666666666666","2","3","1","2","5","50.00","33","6.06","4.37","53","45","27","14","1","7","2","1","1","0","0","8","11","1","21","27","8","6","9","40.00"
"616","Pavol Regenda","S.J","L","18","201.71666666666667","4","1","1","0","5","50.00","25","16.00","3.97","40","36","30","23","1","4","10","5","5","0","0","4","8","2","35","16","4","5","2","71.43"
"617","Sandis Vilmanis","FLA","L","19","186.75","3","2","0","2","5","71.43","15","20.00","2.01","29","27","20","9","0","4","4","2","2","0","0","5","10","5","37","25","5","3","1","75.00"
"618","Lenni Hameenaho","N.J","R","15","178.55","2","3","3","0","5","62.50","17","11.76","1.39","34","30","15","3","1","4","0","0","0","0","0","4","10","2","9","13","8","0","2","0.00"
"619","Nick Leddy","S.J","D","19","296.65","0","4","1","3","4","40.00","5","0.00","0.36","17","9","7","0","0","0","6","3","3","0","0","0","12","3","4","4","22","0","0","-"
"620","Stefan Noesen","N.J","R","38","374.6666666666667","2","2","2","0","4","66.67","38","5.26","4.56","65","48","28","16","3","9","33","12","9","3","0","6","19","3","33","22","13","10","4","71.43"
"621","Brendan Gaunce","CBJ","C","25","246.96666666666667","0","4","3","1","4","50.00","24","0.00","2.53","52","39","23","13","0","7","12","6","6","0","0","2","5","6","44","12","14","90","62","59.21"
"622","Mackenzie MacEachern","VAN","L","8","80.76666666666667","1","3","3","0","4","80.00","6","16.67","0.54","10","8","4","4","0","1","12","2","1","0","1","1","3","1","10","8","6","1","1","50.00"
"623","Scott Sabourin","T.B","R","15","115.46666666666667","1","3","2","1","4","80.00","7","14.29","1.72","18","16","10","8","0","2","73","16","9","3","4","8","4","0","30","15","10","0","2","0.00"
"624","Robby Fabbri","MIN, STL","C","17","196.9","1","3","3","0","4","66.67","21","4.76","2.04","32","26","24","10","1","3","12","5","5","0","0","3","6","0","37","10","8","3","2","60.00"
"625","Danton Heinen","CBJ, PIT","L","29","304.21666666666664","3","1","1","0","4","33.33","30","10.00","4.56","64","47","43","22","2","6","10","5","5","0","0","1","9","6","40","14","17","7","12","36.84"
"626","Brandon Carlo","TOR","D","40","656.0166666666667","0","4","0","4","4","12.90","39","0.00","1.18","98","59","20","0","2","8","25","11","10","1","0","4","36","3","41","70","56","0","0","-"
"627","Matthew Tkachuk","FLA","L","16","210.8","2","2","2","0","4","80.00","23","8.70","3.21","50","37","27","18","0","5","17","7","6","1","0","10","17","3","16","8","2","0","1","0.00"
"628","Luke Kunin","FLA","C","44","327.1","2","2","2","0","4","66.67","31","6.45","3.7","63","45","32","16","1","6","21","5","3","1","1","5","13","2","81","48","26","117","100","53.92"
"629","Trent Frederic","EDM","C","60","641.2666666666667","3","1","1","0","4","36.36","57","5.26","8.05","107","82","71","40","2","11","45","10","5","3","2","11","28","7","153","57","16","87","64","57.62"
"630","Pierre-Luc Dubois","WSH C,","L","12","157.6","2","2","1","1","4","50.00","20","10.00","2.64","36","28","19","9","0","5","2","1","1","0","0","5","9","1","9","8","7","66","75","46.81"
"631","Tanner Laczynski","VGK","C","10","99.65","0","4","3","1","4","80.00","12","0.00","1.49","24","17","17","9","1","4","4","2","2","0","0","2","5","3","2","8","4","33","38","46.48"
"632","Vincent Desharnais","S.J","D","33","430.71666666666664","1","3","0","3","4","26.67","22","4.55","0.73","58","32","14","1","0","4","40","12","10","0","2","6","20","3","52","43","35","0","0","-"
"633","Urho Vaakanainen","NYR","D","27","358.46666666666664","0","4","2","2","4","30.77","19","0.00","0.82","56","35","12","0","0","3","14","7","7","0","0","3","15","5","9","45","20","0","0","-"
"634","Joe Veleno","MTL","C","49","506.26666666666665","2","2","0","2","4","33.33","40","5.00","4.86","74","57","43","19","2","11","15","6","5","1","0","5","15","7","115","32","21","138","122","53.08"
"635","Jacob Bernard-Docker","DET","D","47","640.3666666666667","0","4","2","2","4","19.05","32","0.00","1.22","89","50","22","3","1","6","18","9","9","0","0","4","32","6","52","99","61","0","0","-"
"636","Cole Schwindt","FLA","R","22","175.26666666666668","3","1","1","0","4","50.00","11","27.27","1.84","22","19","17","12","0","2","2","1","1","0","0","1","7","3","25","15","8","52","69","42.98"
"637","Adam Edstrom","NYR","C","26","243.61666666666667","2","2","2","0","4","40.00","23","8.70","2.9","38","31","26","17","0","7","2","1","1","0","0","0","12","5","52","10","13","2","0","100.00"
"638","Daemon Hunt","MIN","D","29","314.51666666666665","0","4","2","2","4","50.00","14","0.00","0.53","37","21","13","0","0","3","6","3","3","0","0","3","13","1","19","49","34","0","0","-"
"639","Josh Dunne","BUF","C","31","287.3666666666667","1","3","1","2","4","66.67","27","3.70","4.39","54","45","32","22","0","6","36","11","8","2","1","13","15","6","37","17","10","50","42","54.35"
"640","Logan Mailloux","STL","D","47","664.45","2","2","1","1","4","28.57","46","4.35","2.17","112","73","22","8","3","13","33","15","14","1","0","8","47","10","63","89","32","0","0","-"
"641","Jacob Melanson","SEA","R","26","252.9","1","3","1","2","4","44.44","23","4.35","3.56","59","48","36","21","2","4","23","6","4","1","1","10","10","3","144","46","9","1","0","100.00"
"642","Tyson Kozak","BUF","C","39","387.7","2","2","2","0","4","36.36","26","7.69","3.18","48","35","27","13","1","4","2","1","1","0","0","2","23","11","95","37","27","143","146","49.48"
"643","Arshdeep Bains","VAN","L","28","240.95","1","3","2","1","4","66.67","17","5.88","2.56","30","21","23","14","0","4","12","6","6","0","0","0","11","6","22","21","3","1","11","8.33"
"644","Jiri Kulich","BUF","C","12","165.65","2","2","1","1","4","66.67","12","16.67","1.23","30","20","18","8","1","3","4","2","2","0","0","4","9","1","9","8","10","61","78","43.88"
"645","Jani Nyman","SEA","R","24","232.7","3","1","1","0","4","66.67","27","11.11","3.4","55","43","31","15","2","7","6","3","3","0","0","6","13","1","20","25","4","2","4","33.33"
"646","Marc Gatcomb","NYI","C","34","346.6","1","3","1","2","4","57.14","33","3.03","3.01","59","47","28","16","1","7","6","3","3","0","0","2","10","5","145","28","20","0","2","0.00"
"647","Nate Danielson","DET","C","28","262.01666666666665","2","2","1","1","4","66.67","25","8.00","3.36","47","37","26","14","5","7","4","2","2","0","0","2","17","7","8","29","9","53","86","38.13"
"648","Nick Lardis","CHI","L","21","217.0","3","1","1","0","4","66.67","21","14.29","2.58","48","36","29","8","0","3","6","3","3","0","0","2","7","4","32","18","6","1","1","50.00"
"649","Zach Metsa","BUF","D","31","298.06666666666666","2","2","0","2","4","21.05","15","13.33","0.88","35","21","10","2","1","2","6","3","3","0","0","2","21","3","4","65","19","0","0","-"
"650","Daniil But","UTA","L","28","310.4","2","2","2","0","4","33.33","36","5.56","5.68","81","58","48","33","1","15","8","4","4","0","0","5","18","4","15","46","17","6","13","31.58"
"651","Konsta Helenius","BUF","C","9","105.21666666666667","1","3","3","0","4","80.00","15","6.67","1.05","24","22","10","4","1","2","0","0","0","0","0","2","5","1","10","17","3","10","14","41.67"
"652","Matvei Gridin","CGY","R","18","213.76666666666668","2","2","1","1","4","66.67","26","7.69","2.63","61","41","24","6","3","4","0","0","0","0","0","2","20","4","6","11","17","1","11","8.33"
"653","Ryan Reaves","S.J","R","47","372.31666666666666","3","0","0","0","3","37.50","23","13.04","3.42","52","37","32","23","3","8","32","10","6","4","0","8","19","7","151","20","15","0","2","0.00"
"654","Erik Gudbranson","CBJ","D","19","280.31666666666666","1","2","2","0","3","25.00","15","6.67","0.49","50","26","6","2","0","5","6","3","3","0","0","4","12","5","22","28","24","0","0","-"
"655","Luke Glendening","N.J","C","52","428.3666666666667","0","3","3","0","3","50.00","29","0.00","3.34","49","38","24","15","0","3","4","2","2","0","0","2","8","6","63","39","33","198","168","54.10"
"656","Mathew Dumba","PIT","D","11","160.66666666666666","1","2","1","1","3","60.00","7","14.29","0.39","26","14","6","2","1","2","11","4","3","1","0","2","8","6","16","11","10","0","0","-"
"657","Liam O'Brien","UTA","C","32","285.01666666666665","2","1","1","0","3","60.00","25","8.00","4.13","68","49","39","23","1","6","43","9","4","3","2","6","9","1","93","24","11","5","3","62.50"
"658","Rasmus Ristolainen","PHI","D","24","415.81666666666666","0","3","1","2","3","37.50","28","0.00","1.69","63","41","23","7","0","5","6","3","3","0","0","5","14","5","22","48","26","0","0","-"
"659","Colton White","N.J","D","23","278.21666666666664","0","3","0","3","3","33.33","14","0.00","0.52","32","18","6","1","1","4","2","1","1","0","0","2","21","4","23","48","15","0","0","-"
"660","Noah Gregor","FLA","L","24","184.61666666666667","1","2","2","0","3","75.00","19","5.26","1.47","40","31","12","7","0","5","11","4","3","1","0","2","8","1","26","16","7","12","20","37.50"
"661","Jeffrey Viel","ANA, BOS","L","25","284.75","2","1","1","0","3","27.27","35","5.71","4.97","78","61","46","23","1","8","37","10","6","3","1","9","10","5","79","19","11","1","3","25.00"
"662","Jonah Gadjovich","FLA","L","10","78.46666666666667","0","3","3","0","3","100.00","8","0.00","0.59","12","8","9","3","1","0","7","2","1","1","0","1","3","3","29","10","3","0","0","-"
"663","Filip Chytil","VAN","C","12","151.41666666666666","3","0","0","0","3","75.00","20","15.00","2.99","34","30","23","14","0","6","6","3","3","0","0","0","11","4","3","17","3","52","55","48.60"
"664","Johnathan Kovacevic","N.J","D","15","228.31666666666666","0","3","0","3","3","50.00","15","0.00","0.63","29","21","5","3","1","2","15","6","5","1","0","2","15","2","23","26","16","0","0","-"
"665","Alec Regula","EDM","D","29","391.01666666666665","0","3","1","2","3","37.50","18","0.00","0.63","51","32","10","1","0","2","35","12","10","1","1","3","26","7","14","50","39","0","0","-"
"666","Filip Hallander","PIT","C","13","152.35","0","3","2","1","3","42.86","21","0.00","3.52","43","31","33","22","0","6","2","1","1","0","0","3","12","2","3","11","5","0","1","0.00"
"667","Simon Benoit","TOR","D","55","836.7666666666667","0","3","0","3","3","13.64","36","0.00","1.67","98","59","22","4","1","10","33","15","14","1","0","12","46","9","138","100","68","0","0","-"
"668","Brayden Pachal","CGY","D","28","348.31666666666666","0","3","2","1","3","27.27","20","0.00","0.81","67","36","15","2","1","8","39","10","7","1","2","7","22","5","64","49","21","0","0","-"
"669","Egor Zamula","CBJ, PHI","D","26","346.71666666666664","0","3","2","1","3","17.65","15","0.00","0.36","39","21","8","0","0","4","4","2","2","0","0","0","19","4","6","32","33","0","0","-"
"670","Noah Philp","CAR, EDM","C","17","156.31666666666666","2","1","0","1","3","100.00","13","15.38","1.29","21","15","15","5","0","2","4","2","2","0","0","1","7","5","30","14","2","65","44","59.63"
"671","Nils Hoglander","VAN","L","23","251.41666666666666","1","2","1","1","3","42.86","20","5.00","2.6","56","39","37","12","1","6","8","4","4","0","0","5","12","4","31","25","5","0","0","-"
"672","John Beecher","BOS, CGY","C","29","241.16666666666666","1","2","0","2","3","100.00","25","4.00","2.28","49","36","26","14","1","2","27","4","1","1","2","4","10","3","19","21","19","50","61","45.05"
"673","Marshall Warren","NYI","D","8","89.51666666666667","0","3","2","1","3","100.00","7","0.00","0.31","19","14","3","0","1","3","4","2","2","0","0","2","7","1","7","14","5","0","0","-"
"674","Tobias Bjornfot","FLA","D","11","122.25","2","1","0","1","3","42.86","9","22.22","0.51","15","10","8","2","0","1","0","0","0","0","0","0","5","1","8","36","8","0","0","-"
"675","Vladislav Kolyachonok","BOS, DAL","D","13","157.61666666666667","1","2","0","2","3","60.00","11","9.09","0.5","23","17","10","3","0","1","4","2","2","0","0","3","4","2","5","21","13","0","0","-"
"676","Juuso Parssinen","NYR","C","16","140.25","2","1","0","1","3","42.86","13","15.38","1.39","22","18","13","8","0","0","6","3","3","0","0","4","7","3","23","10","9","20","20","50.00"
"677","Elmer Soderblom","DET","L","39","407.31666666666666","2","1","0","1","3","50.00","42","4.76","5.33","96","66","53","29","1","12","12","6","6","0","0","8","29","7","63","34","10","2","4","33.33"
"678","Jack Finley","STL, T.B","C","27","222.2","2","1","0","1","3","75.00","14","14.29","2.1","25","20","21","13","0","9","25","10","9","1","0","3","7","1","46","17","5","86","98","46.74"
"679","Matthew Kessel","STL","D","26","308.06666666666666","2","1","1","0","3","25.00","14","14.29","0.71","37","26","8","2","1","2","8","4","4","0","0","3","14","1","15","40","18","0","0","-"
"680","Scott Morrow","NYR","D","29","403.9166666666667","0","3","1","2","3","25.00","19","0.00","0.57","77","33","24","3","0","4","2","1","1","0","0","0","17","5","11","27","28","0","0","-"
"681","Vincent Iorio","NYR, S.J","D","26","370.6166666666667","0","3","1","2","3","20.00","15","0.00","0.74","41","26","10","2","1","1","12","6","6","0","0","1","21","7","14","30","35","0","0","-"
"682","Jonathan Lekkerimäki","VAN","R","13","127.21666666666667","2","1","0","1","3","100.00","8","25.00","0.47","18","13","6","1","0","2","0","0","0","0","0","2","6","1","10","9","5","0","0","-"
"683","Samuel Honzek","CGY","L","18","193.85","1","2","0","2","3","37.50","21","4.76","2.17","40","32","21","13","3","2","2","1","1","0","0","2","9","1","34","14","5","6","5","54.55"
"684","Nikolas Matinpalo","OTT","D","30","413.56666666666666","0","3","3","0","3","23.08","18","0.00","0.92","63","33","15","3","0","7","10","5","5","0","0","1","16","6","27","59","29","0","0","-"
"685","David Tomasek","EDM","R","22","195.5","3","0","0","0","3","50.00","21","14.29","1.82","38","32","15","7","1","3","10","5","5","0","0","2","11","3","17","17","6","28","34","45.16"
"686","Tim Washe","ANA","C","19","184.31666666666666","1","2","1","1","3","100.00","13","7.69","2.21","31","24","21","8","2","9","4","2","2","0","0","2","8","6","42","22","11","98","62","61.25"
"687","Brendan Smith","CBJ","D","15","154.31666666666666","0","2","1","1","2","40.00","10","0.00","0.23","21","10","5","0","0","5","11","4","3","1","0","2","14","5","11","18","9","0","0","-"
"688","Travis Hamonic","DET","D","25","310.06666666666666","0","2","1","1","2","28.57","17","0.00","0.39","38","22","7","0","1","5","29","10","7","3","0","4","17","5","25","30","33","0","0","-"
"689","Chris Tanev","TOR","D","11","164.75","0","2","1","1","2","28.57","8","0.00","0.22","18","10","2","0","0","1","0","0","0","0","0","2","7","4","2","24","13","0","0","-"
"690","Tyler Pitlick","MIN","C","32","246.81666666666666","2","0","0","0","2","66.67","26","7.69","2.66","50","41","30","17","0","5","14","4","2","2","0","4","8","5","78","30","19","0","3","0.00"
"691","William Karlsson","VGK","C","14","164.3","1","1","1","0","2","100.00","24","4.17","1.93","41","31","17","10","0","4","4","2","2","0","0","1","10","1","3","12","10","71","55","56.35"
"692","Jaccob Slavin","CAR","D","22","366.8666666666667","0","2","1","1","2","10.00","33","0.00","1.13","67","47","12","1","0","3","2","1","1","0","0","2","19","11","2","30","18","0","0","-"
"693","Garnet Hathaway","PHI","R","52","464.55","1","1","0","1","2","28.57","21","4.76","2.34","48","38","21","14","1","4","51","18","13","5","0","18","20","3","186","53","31","11","6","64.71"
"694","Justin Kirkland","CGY","C","20","162.16666666666666","1","1","1","0","2","33.33","9","11.11","1.37","25","17","15","9","0","0","2","1","1","0","0","0","13","2","29","16","8","52","50","50.98"
"695","Juho Lammikko","N.J","C","24","234.26666666666668","0","2","2","0","2","40.00","15","0.00","2.46","25","22","17","11","0","4","4","2","2","0","0","0","4","2","40","5","14","53","54","49.53"
"696","Sam Lafferty","CHI","C","19","174.6","1","1","0","1","2","28.57","6","16.67","1.17","15","10","13","9","0","2","14","3","2","0","1","1","9","1","23","12","3","10","11","47.62"
"697","Philippe Myers","TOR","D","30","391.6666666666667","0","2","1","1","2","13.33","30","0.00","1.05","70","51","12","1","2","5","16","8","8","0","0","1","23","3","40","35","37","0","0","-"
"698","Brandon Tanev","UTA","L","45","409.35","0","2","1","1","2","40.00","32","0.00","3.41","63","49","27","17","1","7","28","11","9","2","0","12","27","7","123","65","25","3","11","21.43"
"699","Max Jones","EDM","L","8","60.45","1","1","1","0","2","100.00","12","8.33","1.04","15","13","13","6","1","3","5","1","0","1","0","2","4","2","20","8","2","0","0","-"
"700","Joshua Mahura","SEA","D","21","283.85","0","2","0","2","2","15.38","12","0.00","0.47","34","22","9","1","0","0","16","4","3","0","1","0","11","2","22","31","23","0","0","-"
"701","Jake Bean","CGY","D","16","241.91666666666666","1","1","1","0","2","28.57","16","6.25","0.62","44","22","15","0","1","8","16","4","3","0","1","0","15","5","3","23","27","0","0","-"
"702","Cale Fleury","SEA","D","18","287.31666666666666","1","1","1","0","2","25.00","22","4.55","0.72","47","32","11","0","0","6","5","1","0","1","0","4","16","3","33","32","23","0","0","-"
"703","Olle Lycksell","OTT","R","7","67.66666666666667","1","1","0","1","2","66.67","7","14.29","0.54","10","9","5","2","0","2","0","0","0","0","0","1","1","1","4","7","4","0","0","-"
"704","Ben Jones","MIN","C","26","214.4","1","1","0","1","2","66.67","23","4.35","2.56","41","33","18","11","0","6","0","0","0","0","0","4","8","1","53","16","11","61","56","52.14"
"705","Curtis Douglas","T.B","C","29","172.6","0","2","2","0","2","40.00","17","0.00","2.35","34","29","20","14","1","5","92","18","6","8","4","10","9","3","32","9","7","3","2","60.00"
"706","Jordan Harris","BOS","D","6","81.85","1","1","1","0","2","66.67","9","11.11","0.35","14","13","5","0","1","2","0","0","0","0","0","0","5","1","2","19","2","0","0","-"
"707","Hugh McGing","STL","L","3","30.65","1","1","1","0","2","100.00","4","25.00","0.39","5","4","3","1","0","0","0","0","0","0","0","0","2","1","0","1","2","2","0","100.00"
"708","John Leonard","DET","L","9","94.91666666666667","2","0","0","0","2","100.00","9","22.22","1.69","25","20","16","8","1","4","0","0","0","0","0","0","6","2","8","3","6","0","0","-"
"709","Jake Christiansen","CBJ","D","33","330.06666666666666","0","2","1","1","2","40.00","22","0.00","0.73","66","39","16","1","0","3","4","2","2","0","0","1","11","2","25","45","15","0","0","-"
"710","Andre Lee","L.A","L","7","71.86666666666666","1","1","1","0","2","100.00","5","20.00","0.68","14","9","7","5","0","2","0","0","0","0","0","0","2","3","17","8","3","0","0","-"
"711","Jack Ahcan","COL","D","9","102.16666666666667","0","2","1","1","2","33.33","5","0.00","0.22","14","7","4","1","0","3","0","0","0","0","0","0","5","0","6","8","6","0","0","-"
"712","Donovan Sebrango","FLA, OTT","D","24","291.96666666666664","0","2","1","1","2","22.22","17","0.00","0.56","51","32","10","0","0","3","58","15","9","4","2","9","17","2","38","45","16","0","0","-"
"713","Ville Koivunen","PIT","R","27","316.3666666666667","1","1","0","1","2","50.00","26","3.85","3.63","65","41","43","20","3","7","8","4","4","0","0","1","12","5","3","31","11","2","0","100.00"
"714","Arber Xhekaj","MTL","D","52","569.9666666666667","1","1","1","0","2","12.50","32","3.13","1.21","94","49","17","3","0","5","104","28","17","8","3","16","29","2","140","72","31","0","0","-"
"715","Avery Hayes","PIT","R","6","65.81666666666666","2","0","0","0","2","100.00","11","18.18","0.97","21","17","8","3","0","2","7","2","1","1","0","4","3","1","6","11","3","1","2","33.33"
"716","Declan Carlile","T.B","D","36","471.5","1","1","0","1","2","10.53","26","3.85","1.28","79","40","27","1","2","3","23","10","9","1","0","10","19","4","39","71","25","0","0","-"
"717","Hunter Brzustewicz","CGY","D","18","232.76666666666668","1","1","0","1","2","25.00","16","6.25","0.62","47","26","9","0","0","7","0","0","0","0","0","3","13","0","9","29","8","0","0","-"
