"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"452","Nick Cousins","OTT","C","60","4.116666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"453","Blake Coleman","CGY","L","49","50.71666666666667","0","0","0","0","0","0.00","5","0.00","1.54","14","11","13","6","0","2","2","1","1","0","0","0","2","0","0","1","0","0","0","-"
"454","Jean-Gabriel Pageau","NYI","C","55","9.416666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","5","61.54"
"455","Mike Reilly","CAR","D","29","5.3","0","0","0","0","0","-","1","0.00","0.02","3","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"456","Scott Mayfield","NYI","D","61","1.2666666666666666","0","0","0","0","0","-","1","0.00","0.03","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"457","Brandon Saad","VGK","L","45","1.4166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"458","Adam Larsson","SEA","D","61","6.516666666666667","0","0","0","0","0","-","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"459","Jamie Oleksiak","SEA","D","59","2.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"460","Connor Murphy","CHI, EDM","D","61","0.9166666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"461","Phillip Danault","L.A, MTL","C","55","45.266666666666666","0","0","0","0","0","0.00","5","0.00","1.13","10","9","7","6","0","1","0","0","0","0","0","1","1","0","0","0","0","13","18","41.94"
"462","Colin Miller","WPG","D","15","9.316666666666666","0","0","0","0","0","-","2","0.00","0.15","5","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"463","Barclay Goodrow","S.J","C","60","3.7666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","33.33"
"464","Luke Glendening","N.J","C","52","1.9666666666666668","0","0","0","0","0","-","0","-","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","100.00"
"465","Yanni Gourde","T.B","C","60","14.766666666666667","0","0","0","0","0","-","2","0.00","0.45","3","3","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","6","7","46.15"
"466","Mathew Dumba","PIT","D","11","0.11666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"467","Brendan Gaunce","CBJ","C","25","1.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"468","Tanner Pearson","WPG","L","52","8.766666666666667","0","0","0","0","0","-","2","0.00","0.09","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"469","Scott Laughton","TOR","C","43","1.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"470","Olli Määttä","UTA","D","22","0.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"471","Zemgus Girgensons","T.B","C","53","3.5166666666666666","0","0","0","0","0","-","0","-","0.14","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","50.00"
"472","Cody Ceci","L.A","D","61","0.5166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"473","Radek Faksa","DAL","C","56","2.3166666666666664","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0.00"
"474","Colton Parayko","STL","D","58","12.716666666666667","0","0","0","0","0","0.00","0","-","0.04","3","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"475","Esa Lindell","DAL","D","62","45.06666666666667","0","0","0","0","0","0.00","5","0.00","0.69","7","7","6","3","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","-"
"476","Adam Pelech","NYI","D","63","7.016666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"477","Jordan Martinook","CAR","L","59","2.5166666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","100.00"
"478","Teddy Blueger","VAN","C","15","2.9166666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","66.67"
"479","Jake McCabe","TOR","D","61","16.116666666666667","0","0","0","0","0","-","3","0.00","0.19","5","3","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"480","Jaccob Slavin","CAR","D","22","2.1666666666666665","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"481","Brett Kulak","COL, EDM, PIT","D","62","10.366666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"482","Erik Gustafsson","DET","D","2","2.2666666666666666","0","0","0","0","0","-","1","0.00","0.03","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"483","Josh Anderson","MTL","R","55","5.316666666666666","0","0","0","0","0","-","2","0.00","0.15","3","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"484","Ben Hutton","VGK","D","51","13.166666666666666","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"485","Alexander Kerfoot","UTA","C","14","2.066666666666667","0","0","0","0","0","-","1","0.00","0.24","2","1","2","2","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","100.00"
"486","Liam O'Brien","UTA","C","32","0.7166666666666667","0","0","0","0","0","-","1","0.00","0.06","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"487","Kurtis MacDermid","OTT","L","17","0.6166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"488","Scott Sabourin","T.B","R","15","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"489","Nate Schmidt","UTA","D","62","46.55","0","0","0","0","0","-","7","0.00","0.54","16","9","5","1","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","-"
"490","Connor Clifton","PIT","D","31","0.26666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"491","Carson Soucy","NYI, NYR","D","57","2.3166666666666664","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"492","Mattias Janmark","EDM","C","43","1.0666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"493","Mason Geertsen","BUF","L","5","0.06666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"494","Miles Wood","CBJ","L","42","1.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"495","Ryan Graves","PIT","D","19","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"496","Michael McCarron","MIN, NSH","C","60","3.1166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","20.00"
"497","Jason Dickinson","CHI, EDM","C","48","3.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"498","Adam Erne","DAL","L","29","1.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"499","J.T. Compher","DET","L","63","36.46666666666667","0","0","0","0","0","0.00","5","0.00","0.77","12","7","9","5","0","2","0","0","0","0","0","0","1","0","0","1","0","5","6","45.45"
"500","Steven Santini","T.B","D","9","0.11666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"501","William Carrier","CAR","L","51","1.7666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"502","Brett Pesce","N.J","D","37","4.016666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"503","Darnell Nurse","EDM","D","63","16.116666666666667","0","0","0","0","0","0.00","2","0.00","0.1","5","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","-"
"504","Rasmus Ristolainen","PHI","D","24","14.75","0","0","0","0","0","0.00","6","0.00","0.45","10","8","2","1","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","-"
"505","Nikita Zadorov","BOS","D","61","5.15","0","0","0","0","0","-","0","-","0.08","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"506","Curtis Lazar","EDM","C","38","0.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"507","Ross Johnston","ANA","L","60","2.15","0","0","0","0","0","-","0","-","0.08","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"508","Nathan Walker","STL","L","40","2.716666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"509","Joel Hanley","CGY","D","58","3.0","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"510","Trevor van Riemsdyk","WSH","D","50","4.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"511","Garnet Hathaway","PHI","R","52","0.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"512","Tomas Nosek","FLA","L","3","0.016666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"513","Haydn Fleury","WPG","D","20","3.8166666666666664","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"514","Sonny Milano","WSH","L","31","32.46666666666667","0","0","0","0","0","0.00","4","0.00","0.4","5","4","3","1","0","0","0","0","0","0","0","0","4","0","2","4","0","0","0","-"
"515","Robby Fabbri","MIN, STL","C","17","5.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"516","Kasperi Kapanen","EDM","R","22","1.6666666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"517","Marcus Pettersson","VAN","D","62","6.516666666666667","0","0","0","0","0","-","1","0.00","0.09","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","-"
"518","Justin Kirkland","CGY","C","20","0.5666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"519","Juho Lammikko","N.J","C","24","0.6666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","100.00"
"520","Warren Foegele","L.A","L","47","16.75","0","0","0","0","0","-","1","0.00","0.14","3","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"521","Michael Amadio","OTT","R","61","6.216666666666667","0","0","0","0","0","-","2","0.00","0.59","3","2","3","3","0","1","2","1","1","0","0","0","0","0","0","1","0","0","1","0.00"
"522","Devon Toews","COL","D","48","53.95","0","0","0","0","0","-","5","0.00","0.24","6","5","0","0","0","1","0","0","0","0","0","0","1","0","0","1","2","0","0","-"
"523","Sam Lafferty","CHI","C","19","0.26666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"524","Danton Heinen","CBJ, PIT","L","29","5.5","0","0","0","0","0","-","1","0.00","0.41","3","3","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"525","Dakota Joshua","TOR","C","41","0.8666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"526","Sammy Blais","MTL, TOR","L","21","1.1166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"527","Jake Evans","MTL","C","47","2.0166666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","3","70.00"
"528","Jake Middleton","MIN","D","56","3.05","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"529","Hayden Hodgson","OTT","R","9","0.11666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"530","Andrew Mangiapane","CHI, EDM","L","53","7.866666666666667","0","0","0","0","0","-","2","0.00","0.41","4","4","2","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","-"
"531","Jonas Siegenthaler","N.J","D","63","3.65","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"532","Jordan Greenway","BUF","L","33","0.6666666666666666","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"533","Erik Cernak","T.B","D","41","3.066666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"534","A.J. Greer","FLA","L","62","6.316666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","2","1","1","0","0","0","1","0","0","0","0","0","1","0.00"
"535","Jansen Harkins","ANA","C","36","10.15","0","0","0","0","0","-","0","-","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","1","85.71"
"536","Keegan Kolesar","VGK","R","63","4.566666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"537","Brandon Carlo","TOR","D","40","0.9166666666666666","0","0","0","0","0","-","1","0.00","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"538","Parker Wotherspoon","PIT","D","61","2.6","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"539","Caleb Jones","PIT","D","7","1.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"540","Noah Juulsen","PHI","D","44","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"541","Anthony Beauvillier","WSH L,","R","64","39.96666666666667","0","0","0","0","0","0.00","9","0.00","1.16","12","12","9","4","0","0","2","1","1","0","0","0","1","0","0","1","1","1","2","33.33"
"542","Jeremy Lauzon","VGK","D","49","1.3166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"543","Mathieu Joseph","STL","R","39","2.3166666666666664","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"544","Lawson Crouse","UTA","L","61","61.8","0","0","0","0","0","0.00","3","0.00","1.18","10","9","10","4","0","0","0","0","0","0","0","1","1","0","1","2","0","6","7","46.15"
"545","Kyle Capobianco","DAL","D","31","12.266666666666667","0","0","0","0","0","-","1","0.00","0.13","3","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"546","John Marino","UTA","D","62","6.316666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"547","Yakov Trenin","MIN","C","63","4.4","0","0","0","0","0","0.00","1","0.00","0.1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.00"
"548","Noel Acciari","PIT","C","47","2.0166666666666666","0","0","0","0","0","-","1","0.00","0.07","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"549","Kevin Stenlund","UTA","C","61","20.066666666666666","0","0","0","0","0","-","1","0.00","0.4","4","2","2","1","0","0","0","0","0","0","0","0","3","0","0","0","0","8","10","44.44"
"550","Will Borgen","NYR","D","55","3.066666666666667","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"551","Alexandre Carrier","MTL","D","61","1.9","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"552","Ryan Shea","PIT","D","61","11.1","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"553","Niko Mikkola","FLA","D","63","10.016666666666667","0","0","0","0","0","-","3","0.00","0.18","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"554","Mason Appleton","DET","C","53","4.55","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"555","Steven Lorentz","TOR","C","55","0.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"556","Matt Roy","WSH","D","61","8.0","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"557","Jalen Chatfield","CAR","D","55","3.4","0","0","0","0","0","-","1","0.00","0.02","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"558","Rodrigo Abols","PHI","C","42","1.65","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","50.00"
"559","Ryan Lomberg","CGY","L","53","1.0166666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"560","Brandon Tanev","UTA","L","45","1.5666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"561","Luke Kunin","FLA","C","44","4.216666666666667","0","0","0","0","0","-","0","-","0.05","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","5","3","62.50"
"562","Ryan Lindgren","SEA","D","58","4.716666666666667","0","0","0","0","0","-","0","-","0","1","0","1","0","0","1","2","1","1","0","0","0","0","0","0","0","0","0","0","-"
"563","Carl Grundstrom","PHI","R","32","1.25","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"564","Patrik Laine","MTL","L","5","11.65","0","0","0","0","0","-","4","0.00","0.46","9","7","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0.00"
"565","Brett Howden","VGK","C","39","16.55","0","0","0","0","0","-","4","0.00","0.47","4","4","4","1","0","0","0","0","0","0","0","0","1","0","0","1","0","6","4","60.00"
"566","Beck Malenstyn","BUF","L","61","1.15","0","0","0","0","0","-","1","0.00","0.05","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"567","Trent Frederic","EDM","C","60","9.666666666666666","0","0","0","0","0","-","0","-","0.41","3","1","3","1","0","0","2","1","1","0","0","0","0","0","1","0","0","2","1","66.67"
"568","Max Jones","EDM","L","8","0.11666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"569","Andrew Peeke","BOS","D","59","3.4166666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"570","Tyson Jost","NSH","C","49","1.2666666666666666","0","0","0","0","0","-","1","0.00","0.15","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"571","Dante Fabbro","CBJ","D","54","1.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"572","Joshua Mahura","SEA","D","21","2.6166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"573","Noah Gregor","FLA","L","24","3.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"574","Dennis Cholowski","N.J","D","15","2.0166666666666666","0","0","0","0","0","-","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"575","Samuel Girard","COL, PIT","D","45","4.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"576","Jake Bean","CGY","D","16","1.2","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"577","Nathan Bastian","DAL","R","29","0.4","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"578","Jacob Moverare","L.A","D","15","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"579","Troy Stecher","EDM, TOR","D","49","2.2","0","0","0","0","0","0.00","0","-","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"580","Brandon Duhaime","WSH L,","R","64","4.416666666666667","0","0","0","0","0","-","3","0.00","1.44","6","6","5","4","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"581","Ross Colton","COL","C","58","49.05","0","0","0","0","0","0.00","7","0.00","1.85","14","11","10","6","0","1","0","0","0","0","0","0","2","0","1","2","0","5","1","83.33"
"582","Joona Koppanen","PIT","L","10","0.15","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"583","Vincent Desharnais","S.J","D","33","1.3666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"584","Dylan Coghlan","VGK","D","3","0.35","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"585","Matt Luff","STL","R","5","0.7166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"586","Mathieu Olivier","CBJ","R","48","1.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"587","Trevor Moore","L.A","L","48","26.216666666666665","0","0","0","0","0","0.00","6","0.00","0.56","7","7","4","1","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","-"
"588","Jeffrey Viel","ANA, BOS","L","25","4.15","0","0","0","0","0","-","1","0.00","0.12","1","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"589","Alex Barré-Boulet","COL","C","1","0.3","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"590","Justin Danforth","BUF","R","4","0.5","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"591","Zach Aston-Reese","CBJ C,","L","26","0.9666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","100.00"
"592","Kailer Yamamoto","UTA","R","40","25.066666666666666","0","0","0","0","0","-","1","0.00","0.26","1","1","1","1","0","0","2","1","1","0","0","1","0","0","0","1","0","2","2","50.00"
"593","Nicolas Hague","NSH","D","48","4.566666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"594","Jonah Gadjovich","FLA","L","10","0.75","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"595","Conor Timmins","BUF","D","33","0.45","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"596","Mario Ferraro","S.J","D","60","3.8666666666666667","0","0","0","0","0","-","0","-","0.04","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"597","Cale Fleury","SEA","D","18","5.466666666666667","0","0","0","0","0","0.00","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","-"
"598","Michael Rasmussen","DET","C","58","13.666666666666666","0","0","0","0","0","-","1","0.00","0.59","3","3","3","3","0","1","0","0","0","0","0","0","0","0","0","0","0","4","2","66.67"
"599","Mikey Anderson","L.A","D","59","3.7","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"600","Urho Vaakanainen","NYR","D","27","0.1","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"601","Jack Studnicka","FLA","C","18","2.216666666666667","0","0","0","0","0","-","1","0.00","0.06","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"602","Dylan Samberg","WPG","D","45","5.716666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"603","P.O Joseph","VAN","D","24","1.3166666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"604","Ryan Poehling","ANA","C","55","8.866666666666667","0","0","0","0","0","-","1","0.00","0.01","1","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","4","3","57.14"
"605","Filip Chytil","VAN","C","12","14.55","0","0","0","0","0","-","3","0.00","0.41","4","3","3","2","0","1","0","0","0","0","0","0","0","0","0","0","1","5","3","62.50"
"606","Nick DeSimone","UTA","D","34","2.1666666666666665","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-"
"607","David Kampf","VAN","C","38","1.5666666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","20.00"
