"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"153","Kris Letang","PIT","D","55","78.95","1","7","6","1","8","66.67","6","16.67","0.38","13","9","1","0","0","0","0","0","0","0","0","0","5","1","4","1","2","0","0","-"
"154","David Perron","OTT","L","49","99.55","3","5","0","5","8","80.00","20","15.00","2.84","36","27","24","4","0","4","2","1","1","0","0","1","4","1","3","2","0","0","0","-"
"155","Charlie Coyle","CBJ","C","61","94.01666666666667","4","4","3","1","8","72.73","17","23.53","4.24","26","22","25","16","0","7","0","0","0","0","0","0","1","1","1","2","0","16","22","42.11"
"156","Cam Fowler","STL","D","62","118.76666666666667","0","8","7","1","8","66.67","11","0.00","0.64","21","11","9","0","0","5","0","0","0","0","0","0","3","2","0","1","3","0","0","-"
"157","Travis Konecny","PHI","R","58","143.71666666666667","1","7","3","4","8","61.54","17","5.88","4.49","42","36","32","10","0","2","4","2","2","0","0","2","3","0","1","7","0","1","5","16.67"
"158","Troy Terry","ANA","R","46","136.91666666666666","0","8","6","2","8","53.33","18","0.00","4.37","43","34","30","15","0","7","0","0","0","0","0","0","1","1","0","2","0","0","0","-"
"159","Noah Cates","PHI","L","61","124.45","2","6","4","2","8","72.73","21","9.52","5.66","41","34","36","27","0","9","2","1","1","0","0","1","2","0","3","3","0","39","54","41.94"
"160","Dmitri Voronkov","CBJ","L","61","122.56666666666666","6","2","0","2","8","57.14","23","26.09","5.75","40","35","36","29","0","4","9","3","2","1","0","1","8","0","1","4","0","1","2","33.33"
"161","Quinton Byfield","L.A","R","58","131.86666666666667","4","4","2","2","8","61.54","19","21.05","3.71","46","36","25","13","0","4","2","1","1","0","0","1","6","0","1","6","0","23","24","48.94"
"162","Will Cuylle","NYR","L","62","97.16666666666667","4","4","3","1","8","72.73","24","16.67","4.68","40","34","33","24","0","5","0","0","0","0","0","0","3","0","4","4","0","11","7","61.11"
"163","Matty Beniers","SEA","C","61","167.41666666666666","4","4","3","1","8","38.10","32","12.50","6.24","63","53","53","25","1","6","4","2","2","0","0","0","6","3","0","6","1","15","13","53.57"
"164","William Eklund","S.J","L","56","178.05","2","6","3","3","8","44.44","31","6.45","5.78","61","44","45","19","0","12","4","2","2","0","0","2","6","2","1","4","0","0","0","-"
"165","Mackie Samoskevich","FLA","R","61","119.91666666666667","3","5","4","1","8","61.54","29","10.34","4.02","53","40","31","12","0","4","0","0","0","0","0","1","5","1","2","4","0","0","0","-"
"166","Emmitt Finnie","DET","C","63","92.5","4","4","1","3","8","66.67","13","30.77","3.58","26","21","23","16","0","5","0","0","0","0","0","1","2","0","0","5","0","3","5","37.50"
"167","Anze Kopitar","L.A","C","46","124.76666666666667","3","4","3","1","7","70.00","17","17.65","3.7","31","24","23","15","0","2","4","2","2","0","0","0","7","0","1","1","0","85","50","62.96"
"168","Marcus Johansson","MIN","L","57","77.66666666666667","3","4","2","2","7","100.00","4","75.00","1.73","14","11","11","7","0","0","0","0","0","0","0","1","7","1","1","3","1","1","2","33.33"
"169","Matt Duchene","DAL","C","37","57.11666666666667","4","3","2","1","7","58.33","15","26.67","2.51","18","16","13","7","0","1","0","0","0","0","0","0","2","0","0","1","0","15","11","57.69"
"170","Rickard Rakell","PIT","R","40","121.21666666666667","4","3","1","2","7","41.18","34","11.76","7.18","51","46","45","28","0","9","0","0","0","0","0","0","2","1","4","5","0","3","6","33.33"
"171","Andrew Copp","DET","C","63","85.06666666666666","1","6","3","3","7","58.33","8","12.50","2.95","27","22","22","12","0","3","0","0","0","0","0","1","6","0","1","1","1","25","17","59.52"
"172","Ryan Hartman","MIN","R","59","112.71666666666667","5","2","2","0","7","43.75","22","22.73","4.02","39","31","31","21","0","5","2","1","1","0","0","0","3","0","1","0","0","28","33","45.90"
"173","Sean Monahan","CBJ","C","57","118.35","1","6","3","3","7","58.33","9","11.11","2.7","17","15","14","11","0","3","4","2","2","0","0","1","5","0","2","2","0","71","50","58.68"
"174","Max Domi","TOR","C","61","81.05","1","6","6","0","7","100.00","19","5.26","2.08","27","21","13","6","0","5","0","0","0","0","0","0","6","0","1","2","1","8","11","42.11"
"175","Alex Tuch","BUF","R","61","98.06666666666666","5","2","2","0","7","77.78","22","22.73","3.15","35","32","20","12","0","2","4","2","2","0","0","1","2","0","0","2","0","1","1","50.00"
"176","Adrian Kempe","L.A","R","61","173.5","1","6","4","2","7","41.18","32","3.13","3.65","76","52","32","8","0","10","10","5","5","0","0","1","5","0","0","1","1","10","25","28.57"
"177","Viktor Arvidsson","BOS","L","50","103.16666666666667","4","3","0","3","7","53.85","23","17.39","4.17","41","31","35","20","0","6","6","3","3","0","0","0","5","1","0","7","0","4","2","66.67"
"178","Brandon Hagel","T.B","L","55","114.06666666666666","3","4","2","2","7","53.85","20","15.00","3.25","42","32","25","8","1","7","2","1","1","0","0","1","5","1","1","5","0","1","4","20.00"
"179","Josh Norris","BUF","C","24","77.16666666666667","2","5","2","3","7","70.00","12","16.67","2.1","31","23","15","7","0","2","0","0","0","0","0","0","4","0","0","2","0","22","28","44.00"
"180","Dawson Mercer","N.J","C","63","109.86666666666666","4","3","2","1","7","46.67","23","17.39","6.07","47","39","42","21","0","5","0","0","0","0","0","0","2","0","3","2","0","4","10","28.57"
"181","Matt Coronato","CGY","R","60","167.8","5","2","2","0","7","53.85","34","14.71","6.56","65","50","46","27","0","8","6","3","3","0","0","1","6","1","0","2","0","11","11","50.00"
"182","Matthew Knies","TOR","L","60","154.65","4","3","1","2","7","41.18","31","12.90","6.07","40","38","37","29","0","6","0","0","0","0","0","0","3","1","2","1","0","0","0","-"
"183","Jackson Blake","CAR","R","62","138.11666666666667","2","5","3","2","7","58.33","23","8.70","3.59","43","33","36","13","0","5","2","1","1","0","0","4","8","3","0","7","0","0","0","-"
"184","Frank Nazar","CHI","C","46","135.55","1","6","3","3","7","46.67","23","4.35","3.53","38","31","30","15","0","1","6","3","3","0","0","1","7","1","0","8","1","50","48","51.02"
"185","Jimmy Snuggerud","STL","R","50","109.31666666666666","4","3","1","2","7","53.85","19","21.05","3.88","41","32","25","11","0","4","0","0","0","0","0","1","5","1","1","3","0","1","0","100.00"
"186","Nick Blankenburg","NSH","D","49","84.05","3","4","3","1","7","70.00","10","30.00","1.46","25","16","13","3","0","2","0","0","0","0","0","1","6","2","1","1","1","0","0","-"
"187","Dalibor Dvorsky","STL","R","52","107.31666666666666","5","2","0","2","7","53.85","20","25.00","2.8","39","30","16","5","0","7","4","2","2","0","0","0","1","1","1","0","1","26","30","46.43"
"188","Axel Sandin-Pellikka","DET","D","63","110.4","1","6","3","3","7","63.64","9","11.11","1.17","35","23","7","0","0","5","0","0","0","0","0","0","4","2","0","6","2","0","0","-"
"189","Matthew Wood","NSH","R","51","85.1","3","4","2","2","7","53.85","17","17.65","2.57","26","21","14","5","0","3","0","0","0","0","0","1","2","0","0","2","0","3","4","42.86"
"190","Matvei Michkov","PHI","R","60","110.8","3","4","2","2","7","70.00","19","15.79","3.54","37","30","19","10","0","3","0","0","0","0","0","1","4","0","2","3","0","0","1","0.00"
"191","John Carlson","WSH","D","55","129.71666666666667","0","6","2","4","6","46.15","6","0.00","0.78","20","12","7","2","0","3","0","0","0","0","0","0","4","2","3","3","2","0","0","-"
"192","Victor Hedman","T.B","D","26","57.15","0","6","4","2","6","85.71","9","0.00","0.93","23","16","5","1","0","1","0","0","0","0","0","0","4","1","0","0","1","0","0","-"
"193","Evander Kane","VAN","L","60","95.71666666666667","2","4","2","2","6","54.55","22","9.09","2.9","45","32","17","6","0","4","4","2","2","0","0","0","5","0","1","6","0","7","10","41.18"
"194","Brayden Schenn","STL","C","61","114.91666666666667","3","3","0","3","6","60.00","19","15.79","3.11","33","26","22","10","0","2","0","0","0","0","0","0","5","1","0","2","1","51","28","64.56"
"195","Anders Lee","NYI","L","63","100.25","4","2","2","0","6","66.67","26","15.38","5.96","37","35","33","27","0","7","9","3","2","1","0","2","1","0","1","4","0","19","16","54.29"
"196","Brandon Montour","SEA","D","43","84.61666666666666","1","5","4","1","6","85.71","15","6.67","1.96","38","24","12","2","0","4","4","2","2","0","0","0","2","0","2","0","0","0","0","-"
"197","Victor Olofsson","COL","L","60","130.36666666666667","2","4","2","2","6","75.00","28","7.14","3.08","51","37","31","8","0","3","0","0","0","0","0","0","3","1","0","3","0","0","0","-"
"198","Noah Hanifin","VGK","D","52","50.06666666666667","0","6","3","3","6","75.00","9","0.00","1.38","21","14","9","3","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"199","Rasmus Andersson","CGY, VGK","D","62","129.61666666666667","2","4","2","2","6","46.15","17","11.76","2.44","44","32","15","5","0","4","8","4","4","0","0","2","6","4","0","4","2","0","0","-"
"200","Tommy Novak","PIT","C","61","60.86666666666667","4","2","1","1","6","66.67","10","40.00","1.41","16","13","11","4","0","0","0","0","0","0","0","0","5","1","0","3","0","11","10","52.38"
"201","Thomas Chabot","OTT","D","46","98.46666666666667","2","4","3","1","6","66.67","16","12.50","1.06","42","21","10","0","0","4","0","0","0","0","0","0","2","0","1","0","3","0","0","-"
"202","Adam Gaudette","S.J","R","47","60.31666666666667","3","3","1","2","6","85.71","11","27.27","1.48","18","13","13","4","0","3","0","0","0","0","0","0","1","0","1","3","0","18","13","58.06"
"203","Casey Mittelstadt","BOS","C","52","89.95","2","4","2","2","6","60.00","12","16.67","2.14","18","17","14","7","0","4","2","1","1","0","0","1","8","0","1","4","0","13","13","50.00"
"204","Owen Tippett","PHI","R","61","129.26666666666668","2","4","0","4","6","50.00","28","7.14","5.66","58","47","43","17","0","11","2","1","1","0","0","2","6","1","4","7","0","0","4","0.00"
"205","Ryan McLeod","BUF","C","62","97.16666666666667","0","6","4","2","6","54.55","10","0.00","1.45","16","16","8","3","0","1","2","1","1","0","0","0","5","0","0","2","0","31","33","48.44"
"206","Yegor Sharangovich","CGY","C","57","103.41666666666667","4","2","1","1","6","66.67","23","17.39","3.55","47","30","26","12","0","6","2","1","1","0","0","2","2","1","0","3","0","2","3","40.00"
"207","Bowen Byram","BUF","D","62","101.76666666666667","1","5","1","4","6","66.67","9","11.11","1.34","24","16","14","3","0","0","2","1","1","0","0","0","3","0","2","1","2","0","0","-"
"208","Cam York","PHI","D","54","105.91666666666667","0","6","4","2","6","54.55","20","0.00","1.79","37","26","16","2","0","5","2","1","1","0","0","0","3","1","0","0","1","0","0","-"
"209","Bobby Brink","MIN, PHI","R","56","119.41666666666667","3","3","3","0","6","50.00","18","16.67","4.92","42","32","27","13","0","5","0","0","0","0","0","1","6","0","0","3","0","1","1","50.00"
"210","Kaapo Kakko","SEA","R","44","64.46666666666667","1","5","0","5","6","75.00","5","20.00","1.86","15","10","11","8","0","3","0","0","0","0","0","0","1","0","1","1","0","1","3","25.00"
"211","Thomas Harley","DAL","D","50","71.71666666666667","1","5","4","1","6","60.00","7","14.29","1.16","20","14","7","2","0","4","0","0","0","0","0","0","5","1","1","1","2","0","0","-"
"212","Marco Rossi","MIN, VAN","C","30","65.26666666666667","1","5","2","3","6","54.55","8","12.50","0.67","15","12","6","2","0","2","0","0","0","0","0","2","5","0","0","0","0","12","21","36.36"
"213","Jack Quinn","BUF","R","62","126.95","2","4","1","3","6","54.55","21","9.52","2.59","42","34","22","3","0","3","0","0","0","0","0","0","4","2","0","3","1","0","2","0.00"
"214","Zack Bolduc","MTL","R","60","103.7","3","3","2","1","6","46.15","19","15.79","3.43","36","29","27","11","0","5","2","1","1","0","0","2","4","0","7","3","0","4","4","50.00"
"215","Mason McTavish","ANA","C","57","105.9","3","3","2","1","6","75.00","20","15.00","4","43","34","30","14","0","3","4","2","2","0","0","0","4","0","4","2","0","42","30","58.33"
"216","Uvis Balinskis","FLA","D","53","62.2","3","3","1","2","6","75.00","13","23.08","0.79","22","13","8","0","0","4","0","0","0","0","0","1","2","5","1","2","0","0","0","-"
"217","Gustav Nyquist","WPG","R","40","70.46666666666667","0","5","4","1","5","55.56","10","0.00","1.48","20","13","9","1","0","1","0","0","0","0","0","0","2","0","0","3","0","1","0","100.00"
"218","Jared Spurgeon","MIN","D","63","106.06666666666666","2","3","2","1","5","45.45","7","28.57","0.49","24","10","7","0","0","0","0","0","0","0","0","0","1","0","1","3","2","0","0","-"
"219","Kyle Palmieri","NYI","C","25","87.06666666666666","1","4","2","2","5","55.56","27","3.70","6.68","43","39","36","22","0","9","0","0","0","0","0","0","4","0","0","2","0","0","0","-"
"220","Oliver Ekman-Larsson","TOR","D","61","94.96666666666667","0","5","0","5","5","50.00","13","0.00","0.66","30","15","12","1","0","3","0","0","0","0","0","0","2","2","2","1","0","0","0","-"
"221","Taylor Hall","CAR","L","62","101.66666666666667","3","2","2","0","5","83.33","21","14.29","4.76","30","29","26","22","0","3","4","2","2","0","0","0","3","0","3","8","0","2","4","33.33"
"222","Mikael Granlund","ANA","C","38","113.21666666666667","4","1","0","1","5","41.67","19","21.05","4","36","29","24","10","0","4","6","3","3","0","0","2","5","0","0","4","0","37","36","50.68"
"223","Nino Niederreiter","WPG","R","55","86.35","1","4","0","4","5","100.00","10","10.00","2.95","20","16","19","11","0","3","0","0","0","0","0","0","6","0","0","4","0","0","1","0.00"
"224","Brendan Gallagher","MTL","R","61","88.06666666666666","2","3","1","2","5","62.50","12","16.67","2.64","21","17","15","10","0","4","2","1","1","0","0","0","3","2","0","3","0","1","2","33.33"
"225","Jonathan Huberdeau","CGY","L","50","137.86666666666667","3","2","0","2","5","45.45","19","15.79","3.25","32","29","25","14","0","6","0","0","0","0","0","0","8","0","1","2","0","0","1","0.00"
"226","Jonathan Marchessault","NSH","R","43","109.76666666666667","4","1","0","1","5","35.71","29","13.79","7.13","51","44","41","28","0","9","6","3","3","0","0","3","4","1","2","2","1","1","1","50.00"
"227","Morgan Rielly","TOR","D","60","142.11666666666667","1","4","1","3","5","26.32","26","3.85","2.01","48","35","17","2","0","4","0","0","0","0","0","0","3","2","0","1","5","0","0","-"
"228","MacKenzie Weegar","CGY","D","60","135.31666666666666","0","5","2","3","5","62.50","24","0.00","1.63","49","32","9","0","0","6","4","2","2","0","0","0","6","3","5","2","2","0","0","-"
"229","Anthony Duclair","NYI","L","55","67.5","4","1","0","1","5","50.00","15","26.67","3.29","23","19","18","12","0","6","4","2","2","0","0","0","0","0","0","1","1","0","0","-"
"230","Jonathan Drouin","NYI","L","55","146.65","0","5","3","2","5","45.45","10","0.00","2.39","27","22","14","7","0","1","0","0","0","0","0","0","5","0","1","3","2","17","17","50.00"
"231","Tony DeAngelo","NYI","D","63","96.9","1","4","3","1","5","71.43","14","7.14","1.08","39","23","14","1","0","2","0","0","0","0","0","0","8","0","0","3","3","0","0","-"
"232","Jack Roslovic","EDM","C","50","45.916666666666664","3","2","2","0","5","62.50","9","33.33","1.73","16","16","9","6","0","2","4","2","2","0","0","0","3","0","0","2","0","5","6","45.45"
"233","Ivan Provorov","CBJ","D","61","70.6","1","4","3","1","5","62.50","16","6.25","1.58","30","23","9","2","0","1","2","1","1","0","0","0","2","0","0","1","0","0","0","-"
"234","Vladislav Gavrikov","NYR","D","62","62.85","3","2","1","1","5","55.56","9","33.33","1.01","18","15","8","1","0","1","0","0","0","0","0","0","4","0","2","1","2","0","0","-"
"235","Mason Marchment","CBJ, SEA","L","48","90.1","2","3","0","3","5","62.50","9","22.22","1.26","21","14","12","5","0","3","8","4","4","0","0","0","6","0","0","3","0","5","8","38.46"
"236","Fabian Zetterlund","OTT","L","61","70.35","4","1","0","1","5","83.33","13","30.77","2.21","28","20","17","8","0","2","0","0","0","0","0","0","1","1","1","2","1","1","0","100.00"
"237","Barrett Hayton","UTA","C","57","109.91666666666667","4","1","1","0","5","45.45","21","19.05","4.74","27","25","24","17","0","4","4","2","2","0","0","1","2","3","3","6","1","44","36","55.00"
"238","Matias Maccelli","TOR","L","52","87.56666666666666","2","3","1","2","5","62.50","12","16.67","2.08","21","16","15","6","0","2","2","1","1","0","0","1","2","1","0","1","0","0","0","-"
"239","Arseny Gritsyuk","N.J","R","59","62.46666666666667","2","3","2","1","5","55.56","10","20.00","0.83","16","13","8","1","0","3","2","1","1","0","0","0","3","0","0","1","1","0","1","0.00"
"240","Connor Zary","CGY","C","59","99.36666666666666","1","4","1","3","5","71.43","16","6.25","2.94","29","21","25","10","0","6","4","2","2","0","0","0","2","2","0","6","0","6","12","33.33"
"241","Alexander Nikishin","CAR","D","61","76.65","2","3","2","1","5","50.00","15","13.33","1.54","30","21","10","2","0","1","0","0","0","0","0","0","4","0","0","2","2","0","0","-"
"242","Alexis Lafrenière","NYR","L","62","124.25","2","3","3","0","5","35.71","17","11.76","4.39","39","32","29","17","0","2","0","0","0","0","0","0","2","2","1","2","0","0","1","0.00"
"243","Jamie Drysdale","PHI","D","58","125.01666666666667","1","4","1","3","5","50.00","12","8.33","1.41","42","24","14","2","0","1","4","2","2","0","0","0","3","2","0","1","2","0","0","-"
"244","Mason Lohrei","BOS","D","57","78.8","2","3","2","1","5","62.50","12","16.67","1.27","31","21","8","1","0","0","0","0","0","0","0","0","4","2","0","4","1","0","0","-"
"245","Shane Wright","SEA","C","61","99.55","2","3","2","1","5","45.45","12","16.67","3.14","27","23","19","10","0","3","0","0","0","0","0","1","2","0","0","6","1","20","25","44.44"
"246","Zach Benson","BUF","L","45","89.11666666666666","1","4","2","2","5","38.46","10","10.00","2.24","16","15","14","8","0","1","0","0","0","0","0","0","2","0","0","2","1","2","2","50.00"
"247","Adam Fantilli","CBJ","C","61","136.46666666666667","1","4","2","2","5","31.25","30","3.33","4.74","61","42","26","8","0","6","4","2","2","0","0","1","3","1","1","7","1","35","28","55.56"
"248","Oliver Moore","CHI","C","50","52.166666666666664","2","3","3","0","5","100.00","6","33.33","0.88","12","10","5","1","0","3","0","0","0","0","0","1","3","0","0","5","0","3","8","27.27"
"249","Max Shabanov","NYI","R","40","67.26666666666667","0","5","2","3","5","83.33","6","0.00","0.79","18","11","12","0","0","1","2","1","1","0","0","0","4","1","0","1","0","0","0","-"
"250","Jonathan Toews","WPG","C","61","112.01666666666667","2","2","1","1","4","40.00","14","14.29","3.98","24","22","21","17","0","9","0","0","0","0","0","0","5","1","0","4","0","57","42","57.58"
"251","Alex Killorn","ANA","L","62","78.3","3","1","0","1","4","50.00","6","50.00","1.34","18","12","12","4","0","3","0","0","0","0","0","0","1","1","0","0","0","6","1","85.71"
"252","Jeff Skinner","S.J","L","32","55.4","2","2","1","1","4","50.00","10","20.00","1.28","27","16","17","5","0","1","0","0","0","0","0","0","3","5","0","0","0","1","0","100.00"
"253","John Klingberg","S.J","D","46","147.15","2","2","1","1","4","40.00","18","11.11","1.48","48","26","13","1","0","4","0","0","0","0","0","0","7","1","0","2","1","0","0","-"
"254","Hampus Lindholm","BOS","D","48","80.15","1","3","1","2","4","40.00","15","6.67","1.17","39","24","14","1","0","4","0","0","0","0","0","0","3","2","0","1","1","0","0","-"
"255","Damon Severson","CBJ","D","60","67.06666666666666","1","3","2","1","4","80.00","7","14.29","1.07","18","12","11","5","0","1","2","1","1","0","0","0","0","0","0","4","0","0","0","-"
"256","Valeri Nichushkin","COL","R","52","110.91666666666667","1","3","0","3","4","40.00","16","6.25","4.2","32","27","28","14","0","4","2","1","1","0","0","0","7","1","0","1","1","0","0","-"
"257","Aaron Ekblad","FLA","D","61","132.26666666666668","1","3","3","0","4","33.33","13","7.69","1.26","36","22","10","1","0","5","8","4","4","0","0","0","4","1","5","1","2","0","0","-"
"258","Anthony Cirelli","T.B","C","52","67.4","3","1","1","0","4","57.14","8","37.50","1.84","12","11","11","7","0","1","0","0","0","0","0","0","3","0","2","3","1","41","18","69.49"
"259","Evan Rodrigues","FLA","C","62","119.11666666666666","1","3","3","0","4","36.36","12","8.33","2.38","30","19","15","7","0","3","2","1","1","0","0","1","3","0","1","3","0","28","28","50.00"
"260","Michael Eyssimont","BOS","C","48","36.55","1","3","1","2","4","100.00","10","10.00","1.44","14","13","10","9","0","2","2","1","1","0","0","1","1","0","1","0","0","0","0","-"
"261","Justin Brazeau","PIT","R","47","51.916666666666664","3","1","0","1","4","66.67","10","30.00","2.66","17","17","15","10","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0.00"
"262","Alex Iafallo","WPG","L","61","89.01666666666667","2","2","0","2","4","80.00","21","9.52","5","32","28","31","25","0","7","2","1","1","0","0","0","3","1","0","1","0","0","0","-"
"263","Sean Durzi","UTA","D","41","63.56666666666667","0","4","2","2","4","80.00","12","0.00","0.82","24","17","5","1","0","4","0","0","0","0","0","1","2","1","0","0","1","0","0","-"
"264","Noah Dobson","MTL","D","61","82.51666666666667","2","2","1","1","4","57.14","15","13.33","1.11","33","23","6","1","0","3","0","0","0","0","0","0","3","3","0","0","6","0","0","-"
"265","Nicholas Robertson","TOR","L","59","60.31666666666667","2","2","1","1","4","57.14","10","20.00","1.39","21","14","15","6","0","2","0","0","0","0","0","0","3","1","1","0","0","0","1","0.00"
"266","Jake Neighbours","STL","L","49","101.86666666666666","1","3","3","0","4","28.57","7","14.29","1.9","13","11","13","9","0","2","2","1","1","0","0","0","1","0","5","2","0","0","2","0.00"
"267","Mavrik Bourque","DAL","C","62","64.01666666666667","1","3","3","0","4","66.67","10","10.00","1.87","15","13","12","6","0","1","2","1","1","0","0","1","1","0","0","2","0","3","8","27.27"
"268","Cole Perfetti","WPG","C","47","102.06666666666666","2","2","2","0","4","36.36","19","10.53","4.73","41","33","34","18","0","3","0","0","0","0","0","0","4","1","1","1","1","1","1","50.00"
"269","JJ Peterka","UTA","R","62","132.93333333333334","3","1","1","0","4","44.44","16","18.75","2.6","34","23","20","12","1","5","2","1","1","0","0","0","6","1","0","3","1","0","1","0.00"
"270","Bobby McMann","TOR","C","60","47.11666666666667","2","2","1","1","4","80.00","11","18.18","1.97","18","14","14","9","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"271","Logan Stankoven","CAR","C","62","96.26666666666667","0","4","2","2","4","57.14","14","0.00","4.36","32","26","28","19","0","10","0","0","0","0","0","1","5","0","0","3","0","34","41","45.33"
"272","Logan Cooley","UTA","C","34","85.9","3","1","1","0","4","40.00","13","23.08","3.07","17","17","14","13","0","1","4","2","2","0","0","1","5","0","0","5","0","28","36","43.75"
"273","Noah Ostlund","BUF","C","50","65.86666666666666","2","2","1","1","4","66.67","7","28.57","1.28","16","12","9","4","0","0","0","0","0","0","0","0","3","0","0","3","0","0","7","0.00"
"274","Ethen Frank","WSH C,","R","53","85.71666666666667","2","2","1","1","4","57.14","11","18.18","2.29","19","14","15","9","0","1","6","3","3","0","0","0","1","0","3","5","0","0","0","-"
"275","Pavol Regenda","S.J","L","18","32.06666666666667","4","0","0","0","4","57.14","9","44.44","1.54","11","11","10","9","0","3","0","0","0","0","0","0","1","0","1","2","0","3","3","50.00"
"276","Noah Laba","NYR","C","59","36.96666666666667","2","2","0","2","4","100.00","6","33.33","1.1","8","7","6","4","0","1","0","0","0","0","0","0","0","1","0","1","0","10","9","52.63"
"277","Braeden Bowman","VGK","R","47","56.766666666666666","2","2","0","2","4","66.67","12","16.67","3.51","18","17","16","15","0","6","2","1","1","0","0","0","1","0","0","2","0","0","0","-"
"278","Denver Barkey","PHI","C","26","49.4","1","3","2","1","4","100.00","8","12.50","2.04","13","11","12","7","0","4","4","2","2","0","0","0","1","0","0","2","1","1","2","33.33"
"279","Calum Ritchie","NYI","C","46","72.01666666666667","1","3","3","0","4","80.00","9","11.11","1.81","15","14","11","6","0","1","0","0","0","0","0","0","3","0","0","2","0","4","5","44.44"
"280","Jordan Staal","CAR","C","59","40.71666666666667","3","0","0","0","3","33.33","14","21.43","2.85","21","20","18","12","0","0","0","0","0","0","0","1","0","0","0","0","0","75","34","68.81"
"281","Jamie Benn","DAL","L","40","41.266666666666666","0","3","1","2","3","42.86","2","0.00","0.31","5","3","2","2","0","0","4","2","2","0","0","0","2","1","0","2","1","9","3","75.00"
"282","Mikael Backlund","CGY","C","61","66.15","1","2","2","0","3","37.50","14","7.14","1.9","17","17","8","6","0","3","0","0","0","0","0","0","2","0","1","1","0","28","23","54.90"
"283","Jaden Schwartz","SEA","L","41","70.76666666666667","2","1","1","0","3","50.00","11","18.18","3.13","20","18","18","15","0","4","0","0","0","0","0","0","1","1","0","1","0","8","5","61.54"
"284","Gabriel Landeskog","COL","L","47","118.36666666666666","1","2","0","2","3","25.00","18","5.56","3.28","30","28","24","14","0","3","2","1","1","0","0","0","1","1","2","3","0","55","29","65.48"
"285","Stefan Noesen","N.J","R","38","58.55","1","2","0","2","3","42.86","14","7.14","2.9","21","20","18","14","0","6","0","0","0","0","0","1","3","0","0","4","0","7","11","38.89"
"286","Matt Grzelcyk","CHI","D","62","58.21666666666667","0","3","2","1","3","50.00","5","0.00","0.47","14","9","3","0","0","1","0","0","0","0","0","0","4","1","0","0","0","0","0","-"
"287","Connor Brown","N.J","R","56","64.31666666666666","1","2","0","2","3","37.50","11","9.09","2.3","16","15","14","11","0","3","0","0","0","0","0","0","2","1","0","3","0","0","3","0.00"
"288","Shea Theodore","VGK","D","51","63.95","1","2","2","0","3","42.86","4","25.00","0.23","13","5","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","-"
"289","Frederic Gaudreau","SEA","C","48","18.716666666666665","1","2","2","0","3","75.00","2","50.00","0.47","3","3","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","6","14","30.00"
"290","Travis Sanheim","PHI","D","61","71.5","1","2","1","1","3","50.00","5","20.00","0.77","19","9","5","1","0","3","0","0","0","0","0","0","1","0","0","0","3","0","0","-"
"291","Christian Dvorak","PHI","C","60","80.55","2","1","1","0","3","42.86","14","14.29","3.45","22","20","22","15","0","7","0","0","0","0","0","0","2","0","0","3","0","46","34","57.50"
"292","Sam Steel","DAL","C","62","32.6","1","2","1","1","3","50.00","1","100.00","0.17","5","2","5","0","0","0","0","0","0","0","0","0","4","0","0","2","0","5","2","71.43"
"293","Pius Suter","STL","C","45","61.31666666666667","1","2","1","1","3","50.00","3","33.33","1.64","11","10","9","8","0","1","2","1","1","0","0","0","1","0","1","2","0","3","7","30.00"
"294","Joel Farabee","CGY","L","61","78.45","1","2","2","0","3","75.00","8","12.50","1.04","13","10","11","5","0","1","0","0","0","0","0","0","4","0","0","2","0","2","2","50.00"
"295","K'Andre Miller","CAR","D","54","53.46666666666667","1","2","1","1","3","75.00","6","16.67","0.5","15","9","6","1","0","1","4","2","2","0","0","0","3","1","1","0","0","0","0","-"
"296","Jonatan Berggren","DET, STL","R","38","48.666666666666664","3","0","0","0","3","75.00","6","50.00","0.58","9","7","7","1","0","0","2","1","1","0","0","0","2","1","0","1","0","0","0","-"
"297","Linus Karlsson","VAN","C","59","86.96666666666667","2","1","1","0","3","25.00","21","9.52","4.49","32","27","28","19","0","4","6","3","3","0","0","0","1","1","0","1","1","5","8","38.46"
"298","Simon Holmstrom","NYI","R","61","77.56666666666666","0","3","2","1","3","75.00","5","0.00","1.47","18","15","12","3","0","3","0","0","0","0","0","0","4","0","0","2","0","1","0","100.00"
"299","Alex Newhook","MTL","C","21","14.566666666666666","2","1","0","1","3","75.00","7","28.57","0.9","10","8","6","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0.00"
"300","Dylan Holloway","STL","L","39","82.01666666666667","1","2","1","1","3","50.00","17","5.88","1.52","29","20","20","4","0","4","0","0","0","0","0","0","5","1","3","3","0","1","0","100.00"
