"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"704","Marshall Rifai","TOR","D","1","9.666666666666666","0","0","0","0","0","0.00","1","0.00","0.01","2","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","-"
"705","Nick Blankenburg","NSH","D","6","81.51666666666667","0","0","0","0","0","0.00","6","0.00","0.14","14","9","2","0","0","1","0","0","0","0","0","2","6","1","7","17","6","0","0","-"
"706","Pavol Regenda","S.J","L","4","39.56666666666667","0","0","0","0","0","0.00","3","0.00","0.64","4","3","4","2","0","1","2","1","1","0","0","0","2","0","8","6","1","0","0","-"
"707","Kenny Connors","L.A","C","2","16.516666666666666","0","0","0","0","0","-","5","0.00","0.37","7","6","2","1","0","1","0","0","0","0","0","0","1","0","3","0","1","2","5","28.57"
"708","Victor Mancini","VAN","D","4","49.05","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","3","0","2","4","6","0","0","-"
"709","Oscar Fisker Molgaard","SEA","C","1","6.7","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","2","3","40.00"
"710","Nick Lardis","CHI","L","2","15.75","0","0","0","0","0","-","0","-","0.07","2","1","1","0","0","0","2","1","1","0","0","0","0","0","2","3","0","0","0","-"
"711","Jason Polin","COL","R","1","8.15","0","0","0","0","0","-","0","-","0.18","2","2","2","0","0","1","0","0","0","0","0","0","0","0","1","2","1","0","0","-"
"712","Nikolas Matinpalo","OTT","D","1","13.016666666666667","0","0","0","0","0","-","1","0.00","0.02","3","2","0","0","0","1","0","0","0","0","0","1","0","0","0","4","0","0","0","-"
"713","Dmitri Simashev","UTA","D","1","12.5","0","0","0","0","0","-","0","-","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","-"
"714","Daniil But","UTA","L","1","9.666666666666666","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","0.00"
"715","Zayne Parekh","CGY","D","8","116.91666666666667","0","0","0","0","0","0.00","3","0.00","0.2","20","5","8","0","0","0","6","3","3","0","0","1","8","1","0","15","4","0","0","-"
"716","Michael Brandsegg-Nygård","DET","R","1","12.716666666666667","0","0","0","0","0","-","2","0.00","0.11","3","3","0","0","0","0","0","0","0","0","0","1","0","2","4","2","0","0","0","-"
"717","Konsta Helenius","BUF","C","2","21.216666666666665","0","0","0","0","0","0.00","1","0.00","0.04","3","2","0","0","0","0","0","0","0","0","0","1","0","0","4","3","1","4","5","44.44"
"718","Berkly Catton","SEA","C","7","79.2","0","0","0","0","0","0.00","7","0.00","1.07","17","14","14","6","0","1","2","1","1","0","0","2","8","1","1","7","2","4","4","50.00"
"719","Jacob Quillan","TOR","C","2","15.116666666666667","0","0","0","0","0","-","2","0.00","0.19","4","3","3","1","0","0","0","0","0","0","0","0","1","1","3","1","2","7","7","50.00"
"720","Mikulas Hovorka","FLA","D","1","10.466666666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","1","3","0","0","3","0","0","0","-"
"721","Arttu Hyry","DAL","R","4","39.916666666666664","0","0","0","0","0","0.00","9","0.00","1.36","12","12","9","6","0","1","0","0","0","0","0","1","5","0","6","3","0","23","11","67.65"
"722","Maxim Tsyplakov","N.J","R","9","71.61666666666666","0","0","0","0","0","-","9","0.00","0.78","15","12","8","6","0","1","0","0","0","0","0","2","4","1","8","6","2","0","0","-"
"723","Kai Uchacz","VGK","C","3","34.55","0","0","0","0","0","0.00","2","0.00","0.14","3","2","1","1","0","1","5","1","0","1","0","1","1","0","7","3","3","12","13","48.00"
"724","Max Shabanov","NYI","R","1","12.0","0","0","0","0","0","0.00","3","0.00","0.14","3","3","1","0","0","0","0","0","0","0","0","0","2","0","1","1","1","0","0","-"
