game_id,date,season,name,team,opp,score,scored,pp1,ixg_l10,hdcf_l10,sog_l10,atoi_l10,ga_g
2010020260,20101117,2010,Alex Ovechkin,WSH,BUF,9.569,0,True,0.489,0.6,3.5,18.8,3.6
2010020261,20101117,2010,Sergei Samsonov,CAR,OTT,6.623,0,True,0.305,0.3,2.1,15.5,2.7
2010020261,20101117,2010,Eric Staal,CAR,OTT,9.209,1,True,0.397,0.3,4.2,21.5,2.7
2010020261,20101117,2010,Erik Cole,CAR,OTT,5.069,0,False,0.291,0.3,2.0,15.8,2.7
2010020261,20101117,2010,Jeff Skinner,CAR,OTT,7.211,0,True,0.323,0.4,2.6,15.8,2.7
2010020261,20101117,2010,Chad LaRose,CAR,OTT,5.069,1,False,0.295,0.3,2.4,16.6,2.7
2010020261,20101117,2010,Alex Kovalev,OTT,CAR,9.632,0,True,0.413,0.3,4.3,18.6,3.9
2010020261,20101117,2010,Daniel Alfredsson,OTT,CAR,5.111,1,False,0.154,0.2,2.0,18.6,3.9
2010020261,20101117,2010,Jason Spezza,OTT,CAR,8.063,0,True,0.291,0.3,3.0,19.2,3.9
2010020261,20101117,2010,Milan Michalek,OTT,CAR,6.149,0,False,0.276,0.3,2.3,16.6,3.9
2010020262,20101117,2010,Andrew Ladd,ATL,FLA,8.253,0,True,0.339,0.3,2.3,19.2,3.0
2010020262,20101117,2010,Nik Antropov,ATL,FLA,6.01,0,False,0.276,0.2,2.1,16.1,3.0
2010020262,20101117,2010,Anthony Stewart,ATL,FLA,5.588,0,True,0.292,0.5,1.3,16.2,3.0
2010020262,20101117,2010,Michael Frolik,FLA,ATL,5.702,0,False,0.211,0.0,3.6,16.5,3.6
2010020262,20101117,2010,Chris Higgins,FLA,ATL,7.28,0,True,0.289,0.1,2.7,14.3,3.6
2010020262,20101117,2010,Stephen Weiss,FLA,ATL,8.253,1,True,0.34,0.3,2.9,18.1,3.6
2010020262,20101117,2010,David Booth,FLA,ATL,9.243,0,True,0.438,0.7,3.8,17.8,3.6
2010020263,20101117,2010,Daniel Cleary,DET,STL,6.063,1,False,0.302,0.5,2.7,15.0,2.5
2010020263,20101117,2010,Johan Franzen,DET,STL,7.558,0,True,0.342,0.3,3.0,16.6,2.5
2010020263,20101117,2010,Tomas Holmstrom,DET,STL,6.246,1,True,0.33,0.7,2.2,14.6,2.5
2010020263,20101117,2010,Henrik Zetterberg,DET,STL,8.317,1,True,0.365,0.0,4.4,19.1,2.5
2010020263,20101117,2010,Alexander Steen,STL,DET,8.081,0,True,0.376,0.2,3.4,19.1,2.5
2010020263,20101117,2010,Andy McDonald,STL,DET,6.916,1,True,0.275,0.3,2.9,20.1,2.5
2010020263,20101117,2010,David Backes,STL,DET,7.68,0,True,0.423,0.4,2.0,18.9,2.5
2010020264,20101117,2010,Bobby Ryan,ANA,MIN,8.281,0,True,0.351,0.3,4.0,22.1,2.2
2010020264,20101117,2010,Corey Perry,ANA,MIN,9.146,0,True,0.466,0.5,3.4,22.6,2.2
2010020264,20101117,2010,Antti Miettinen,MIN,ANA,5.425,1,True,0.293,0.3,3.4,17.2,2.4
2010020264,20101117,2010,Cal Clutterbuck,MIN,ANA,5.403,0,True,0.277,0.2,1.9,16.2,2.4
2010020264,20101117,2010,Mikko Koivu,MIN,ANA,6.57,0,True,0.259,0.2,2.6,20.3,2.4
2010020265,20101117,2010,Chris Stewart,COL,SJS,7.806,1,True,0.392,0.6,2.8,17.6,2.3
2010020265,20101117,2010,Daniel Winnik,COL,SJS,5.545,0,True,0.276,0.4,2.0,17.3,2.3
2010020265,20101117,2010,David Jones,COL,SJS,5.403,0,True,0.286,0.3,1.9,17.3,2.3
2010020265,20101117,2010,Paul Stastny,COL,SJS,5.216,1,False,0.257,0.2,2.4,19.0,2.3
2010020265,20101117,2010,Joe Pavelski,SJS,COL,9.98,0,True,0.464,0.3,5.1,19.6,3.0
2010020265,20101117,2010,Ryane Clowe,SJS,COL,6.333,0,False,0.264,0.3,2.6,17.4,3.0
2010020265,20101117,2010,Patrick Marleau,SJS,COL,9.031,0,True,0.351,0.5,3.5,20.4,3.0
2010020265,20101117,2010,Logan Couture,SJS,COL,7.146,1,False,0.291,0.1,3.5,17.7,3.0
2010020265,20101117,2010,Dany Heatley,SJS,COL,8.667,0,True,0.347,0.3,2.7,20.2,3.0
2010020266,20101117,2010,Martin Hanzal,ARI,CGY,5.016,1,False,0.161,0.1,2.1,18.1,3.4
2010020266,20101117,2010,Radim Vrbata,ARI,CGY,5.247,0,False,0.185,0.0,3.4,15.4,3.4
2010020266,20101117,2010,David Moss,CGY,ARI,6.281,0,False,0.245,0.2,3.4,15.0,3.3
2010020266,20101117,2010,Jarome Iginla,CGY,ARI,7.103,0,True,0.287,0.2,2.7,18.6,3.3
2010020266,20101117,2010,Curtis Glencross,CGY,ARI,6.634,0,True,0.277,0.3,1.5,15.1,3.3
2010020266,20101117,2010,Rene Bourque,CGY,ARI,5.813,1,False,0.269,0.3,2.8,18.1,3.3
2010020266,20101117,2010,Niklas Hagman,CGY,ARI,6.57,0,True,0.279,0.4,2.3,16.1,3.3
2010020267,20101117,2010,Marian Hossa,CHI,EDM,7.521,0,False,0.311,0.3,2.7,19.8,4.3
2010020267,20101117,2010,Jonathan Toews,CHI,EDM,9.586,1,True,0.417,0.4,3.5,22.5,4.3
2010020267,20101117,2010,Patrick Sharp,CHI,EDM,9.094,1,True,0.333,0.2,4.3,20.6,4.3
2010020267,20101117,2010,Patrick Kane,CHI,EDM,9.727,0,True,0.457,0.6,3.7,21.0,4.3
2010020267,20101117,2010,Shawn Horcoff,EDM,CHI,5.025,0,False,0.194,0.2,1.8,19.8,3.0
2010020267,20101117,2010,Dustin Penner,EDM,CHI,6.804,0,True,0.292,0.6,1.6,17.4,3.0
2010020267,20101117,2010,Sam Gagner,EDM,CHI,7.044,0,True,0.275,0.2,2.4,17.4,3.0
2010020268,20101117,2010,Jakub Voracek,CBJ,LAK,5.066,0,False,0.276,0.3,3.0,16.5,2.1
2010020268,20101117,2010,Derick Brassard,CBJ,LAK,7.276,0,True,0.371,0.5,3.5,17.3,2.1
2010020268,20101117,2010,R.J. Umberger,CBJ,LAK,7.829,0,True,0.386,0.5,3.2,17.4,2.1
2010020268,20101117,2010,Rick Nash,CBJ,LAK,7.351,1,True,0.32,0.3,4.1,17.2,2.1
2010020268,20101117,2010,Anze Kopitar,LAK,CBJ,9.312,0,True,0.458,0.5,3.4,21.5,2.5
2010020268,20101117,2010,Dustin Brown,LAK,CBJ,8.872,0,True,0.422,0.3,3.4,18.6,2.5
2010020268,20101117,2010,Justin Williams,LAK,CBJ,7.681,1,True,0.366,0.6,3.1,17.5,2.5
2010020268,20101117,2010,Ryan Smyth,LAK,CBJ,6.784,1,False,0.316,0.4,3.2,18.4,2.5
2010020269,20101118,2010,Milan Lucic,BOS,FLA,7.156,1,True,0.359,0.5,1.9,16.5,2.8
2010020269,20101118,2010,Nathan Horton,BOS,FLA,6.316,0,True,0.223,0.2,2.1,17.0,2.8
2010020269,20101118,2010,Chris Higgins,FLA,BOS,5.658,0,True,0.291,0.1,2.7,14.6,1.9
2010020269,20101118,2010,Stephen Weiss,FLA,BOS,6.149,0,True,0.282,0.1,2.7,18.2,1.9
2010020269,20101118,2010,David Booth,FLA,BOS,7.957,0,True,0.383,0.5,3.9,17.6,1.9
2010020270,20101118,2010,Ilya Kovalchuk,NJD,TOR,6.462,0,True,0.186,0.2,2.3,21.1,3.1
2010020270,20101118,2010,Kris Versteeg,TOR,NJD,5.618,1,False,0.219,0.1,2.8,19.5,3.1
2010020270,20101118,2010,Phil Kessel,TOR,NJD,7.335,1,False,0.236,0.0,3.0,21.1,3.1
2010020270,20101118,2010,Clarke MacArthur,TOR,NJD,8.168,0,True,0.319,0.4,2.2,18.5,3.1
2010020270,20101118,2010,Nikolay Kulemin,TOR,NJD,6.514,0,True,0.256,0.2,1.9,17.9,3.1
2010020270,20101118,2010,Mikhail Grabovski,TOR,NJD,5.212,1,False,0.213,0.0,2.4,19.1,3.1
2010020271,20101118,2010,Claude Giroux,PHI,TBL,7.028,0,False,0.339,0.6,2.3,18.1,2.9
2010020271,20101118,2010,Jeff Carter,PHI,TBL,10.073,1,True,0.515,0.5,4.1,17.4,2.9
2010020271,20101118,2010,Mike Richards,PHI,TBL,8.198,0,True,0.361,0.6,2.8,18.6,2.9
2010020271,20101118,2010,Daniel Briere,PHI,TBL,9.112,1,True,0.403,0.4,3.9,18.1,2.9
2010020271,20101118,2010,Martin St. Louis,TBL,PHI,9.55,0,True,0.463,0.5,4.1,21.9,1.7
2010020271,20101118,2010,Steven Stamkos,TBL,PHI,9.634,1,True,0.53,0.6,3.5,21.3,1.7
2010020272,20101118,2010,Andrei Kostitsyn,MTL,NSH,6.511,0,False,0.273,0.2,2.8,16.3,3.4
2010020272,20101118,2010,Michael Cammalleri,MTL,NSH,7.666,0,True,0.277,0.2,2.7,18.5,3.4
2010020272,20101118,2010,Brian Gionta,MTL,NSH,9.214,0,True,0.382,0.3,3.5,19.1,3.4
2010020272,20101118,2010,Tomas Plekanec,MTL,NSH,8.33,0,True,0.339,0.2,2.6,20.3,3.4
2010020272,20101118,2010,Patric Hornqvist,NSH,MTL,6.784,0,True,0.319,0.4,3.4,17.0,1.8
2010020273,20101118,2010,James Neal,DAL,SJS,5.369,1,False,0.277,0.2,3.3,17.5,2.3
2010020273,20101118,2010,Brad Richards,DAL,SJS,8.123,1,True,0.31,0.1,4.6,20.3,2.3
2010020273,20101118,2010,Loui Eriksson,DAL,SJS,8.203,0,True,0.404,0.5,2.9,20.0,2.3
2010020273,20101118,2010,Brenden Morrow,DAL,SJS,7.555,0,True,0.386,0.3,2.2,17.6,2.3
2010020273,20101118,2010,Joe Pavelski,SJS,DAL,10.236,1,True,0.499,0.3,4.9,20.3,2.9
2010020273,20101118,2010,Ryane Clowe,SJS,DAL,5.737,0,False,0.279,0.3,2.7,17.9,2.9
2010020273,20101118,2010,Patrick Marleau,SJS,DAL,8.852,1,True,0.367,0.5,3.8,20.9,2.9
2010020273,20101118,2010,Logan Couture,SJS,DAL,8.603,1,True,0.347,0.2,3.6,18.0,2.9
2010020273,20101118,2010,Dany Heatley,SJS,DAL,7.665,0,False,0.338,0.3,2.7,20.5,2.9
2010020274,20101119,2010,Sergei Samsonov,CAR,PIT,7.54,0,True,0.367,0.5,2.1,15.0,2.8
2010020274,20101119,2010,Eric Staal,CAR,PIT,9.843,0,True,0.495,0.6,4.2,20.5,2.8
2010020274,20101119,2010,Erik Cole,CAR,PIT,5.008,0,False,0.284,0.3,1.9,16.6,2.8
2010020274,20101119,2010,Jeff Skinner,CAR,PIT,6.213,0,False,0.306,0.4,2.2,16.6,2.8
2010020274,20101119,2010,Chad LaRose,CAR,PIT,7.507,0,True,0.354,0.5,2.1,16.1,2.8
2010020274,20101119,2010,Sidney Crosby,PIT,CAR,9.526,1,True,0.454,0.4,3.0,22.2,3.7
2010020274,20101119,2010,Evgeni Malkin,PIT,CAR,10.488,0,True,0.523,0.4,4.4,20.2,3.7
2010020274,20101119,2010,Chris Kunitz,PIT,CAR,6.777,1,True,0.238,0.2,1.9,18.1,3.7
2010020274,20101119,2010,Pascal Dupuis,PIT,CAR,5.401,0,False,0.199,0.0,3.1,17.0,3.7
2010020275,20101119,2010,Johan Franzen,DET,MIN,6.666,1,True,0.325,0.3,2.7,16.5,1.8
2010020275,20101119,2010,Tomas Holmstrom,DET,MIN,6.587,0,True,0.364,0.8,2.3,14.5,1.8
2010020275,20101119,2010,Henrik Zetterberg,DET,MIN,7.799,0,True,0.345,0.0,4.5,18.9,1.8
2010020275,20101119,2010,Antti Miettinen,MIN,DET,5.656,0,True,0.295,0.3,3.1,17.1,2.6
2010020275,20101119,2010,Cal Clutterbuck,MIN,DET,6.203,1,True,0.296,0.2,2.1,16.6,2.6
2010020276,20101119,2010,Derek Roy,BUF,LAK,7.664,0,True,0.363,0.4,2.6,20.4,2.2
2010020276,20101119,2010,Thomas Vanek,BUF,LAK,8.359,1,True,0.481,0.6,3.4,17.9,2.2
2010020276,20101119,2010,Tyler Ennis,BUF,LAK,5.589,0,False,0.322,0.4,2.7,16.6,2.2
2010020276,20101119,2010,Anze Kopitar,LAK,BUF,8.968,0,True,0.363,0.4,3.2,21.7,3.4
2010020276,20101119,2010,Dustin Brown,LAK,BUF,8.752,1,True,0.352,0.2,3.1,18.8,3.4
2010020276,20101119,2010,Justin Williams,LAK,BUF,9.373,0,True,0.428,0.7,3.8,17.5,3.4
2010020276,20101119,2010,Ryan Smyth,LAK,BUF,8.041,0,False,0.338,0.5,3.1,18.6,3.4
2010020277,20101119,2010,Andrew Ladd,ATL,WSH,7.345,0,True,0.278,0.2,2.5,19.6,2.8
2010020277,20101119,2010,Evander Kane,ATL,WSH,7.968,1,True,0.306,0.3,3.6,17.2,2.8
2010020277,20101119,2010,Anthony Stewart,ATL,WSH,5.136,0,False,0.276,0.4,1.5,16.3,2.8
2010020277,20101119,2010,Bryan Little,ATL,WSH,5.339,0,False,0.257,0.3,2.1,16.3,2.8
2010020277,20101119,2010,Nicklas Backstrom,WSH,ATL,5.269,0,False,0.229,0.1,1.6,19.4,3.4
2010020277,20101119,2010,Tomas Fleischmann,WSH,ATL,5.489,0,False,0.273,0.4,1.8,14.3,3.4
2010020277,20101119,2010,Alexander Semin,WSH,ATL,9.256,0,True,0.393,0.5,3.6,18.6,3.4
2010020277,20101119,2010,Brooks Laich,WSH,ATL,7.494,0,True,0.371,0.6,1.9,17.2,3.4
2010020277,20101119,2010,Alex Ovechkin,WSH,ATL,9.526,0,True,0.459,0.6,3.4,20.2,3.4
2010020278,20101119,2010,Alex Kovalev,OTT,STL,9.371,0,True,0.388,0.3,4.1,18.4,3.2
2010020278,20101119,2010,Jason Spezza,OTT,STL,7.861,0,True,0.259,0.2,3.1,19.4,3.2
2010020278,20101119,2010,Milan Michalek,OTT,STL,5.469,0,False,0.255,0.2,1.9,16.2,3.2
2010020278,20101119,2010,Matt D'Agostini,STL,OTT,5.247,0,False,0.19,0.1,2.6,15.7,3.2
2010020278,20101119,2010,Alexander Steen,STL,OTT,8.787,0,True,0.378,0.2,3.1,18.9,3.2
2010020278,20101119,2010,Brad Boyes,STL,OTT,6.048,1,False,0.25,0.1,2.6,16.0,3.2
2010020278,20101119,2010,Andy McDonald,STL,OTT,8.096,1,True,0.284,0.3,3.1,20.2,3.2
2010020279,20101119,2010,Chris Stewart,COL,NYR,7.613,0,True,0.401,0.6,2.9,17.7,2.2
2010020279,20101119,2010,David Jones,COL,NYR,5.658,1,True,0.296,0.4,2.1,17.6,2.2
2010020279,20101119,2010,Paul Stastny,COL,NYR,6.01,0,True,0.279,0.2,2.4,18.8,2.2
2010020279,20101119,2010,Brandon Dubinsky,NYR,COL,8.686,0,True,0.419,0.6,2.4,20.3,2.7
2010020279,20101119,2010,Ryan Callahan,NYR,COL,8.776,0,True,0.427,0.2,3.2,20.0,2.7
2010020279,20101119,2010,Artem Anisimov,NYR,COL,7.079,0,True,0.32,0.4,2.7,16.7,2.7
2010020280,20101119,2010,Alex Tanguay,CGY,CHI,5.33,0,False,0.241,0.5,1.2,19.1,2.9
2010020280,20101119,2010,Curtis Glencross,CGY,CHI,6.148,1,True,0.293,0.3,1.5,15.0,2.9
2010020280,20101119,2010,Rene Bourque,CGY,CHI,7.028,0,True,0.295,0.4,2.6,17.9,2.9
2010020280,20101119,2010,Niklas Hagman,CGY,CHI,5.379,1,False,0.263,0.3,2.4,15.7,2.9
2010020280,20101119,2010,Marian Hossa,CHI,CGY,7.511,0,False,0.304,0.3,2.7,19.8,3.5
2010020280,20101119,2010,Jonathan Toews,CHI,CGY,10.728,0,True,0.568,0.8,4.0,22.0,3.5
2010020280,20101119,2010,Patrick Sharp,CHI,CGY,9.003,0,True,0.326,0.2,4.4,20.2,3.5
2010020280,20101119,2010,Patrick Kane,CHI,CGY,10.101,0,True,0.473,0.6,4.0,20.7,3.5
2010020281,20101119,2010,Lauri Korpikoski,ARI,EDM,6.386,1,True,0.261,0.2,1.3,15.4,4.4
2010020281,20101119,2010,Lee Stempniak,ARI,EDM,7.033,0,True,0.229,0.0,2.7,14.9,4.4
2010020281,20101119,2010,Martin Hanzal,ARI,EDM,7.216,0,True,0.231,0.2,2.2,18.3,4.4
2010020281,20101119,2010,Radim Vrbata,ARI,EDM,5.413,1,False,0.182,0.0,3.7,16.0,4.4
2010020281,20101119,2010,Dustin Penner,EDM,ARI,6.813,1,True,0.307,0.6,1.4,17.1,2.9
2010020281,20101119,2010,Sam Gagner,EDM,ARI,6.43,0,True,0.279,0.2,2.3,17.4,2.9
2010020282,20101119,2010,Teemu Selanne,ANA,CBJ,5.889,0,True,0.325,0.3,1.9,17.4,2.2
2010020282,20101119,2010,Bobby Ryan,ANA,CBJ,8.615,1,True,0.389,0.4,3.9,22.4,2.2
2010020282,20101119,2010,Corey Perry,ANA,CBJ,8.78,1,True,0.444,0.5,3.3,22.5,2.2
2010020282,20101119,2010,Derick Brassard,CBJ,ANA,7.549,0,True,0.369,0.5,3.5,17.6,2.4
2010020282,20101119,2010,R.J. Umberger,CBJ,ANA,8.081,0,True,0.393,0.5,3.3,18.0,2.4
2010020282,20101119,2010,Rick Nash,CBJ,ANA,8.52,1,True,0.394,0.4,4.2,17.2,2.4
2010020283,20101120,2010,Milan Lucic,BOS,LAK,7.812,0,True,0.409,0.6,2.2,16.1,2.4
2010020283,20101120,2010,David Krejci,BOS,LAK,5.042,0,False,0.227,0.1,2.9,19.8,2.4
2010020283,20101120,2010,Nathan Horton,BOS,LAK,5.63,0,True,0.245,0.2,2.2,16.9,2.4
2010020283,20101120,2010,Anze Kopitar,LAK,BOS,7.406,0,True,0.302,0.3,3.4,21.5,1.9
2010020283,20101120,2010,Dustin Brown,LAK,BOS,7.338,0,True,0.325,0.1,3.0,19.9,1.9
2010020283,20101120,2010,Justin Williams,LAK,BOS,8.337,0,True,0.412,0.7,3.6,17.3,1.9
2010020283,20101120,2010,Ryan Smyth,LAK,BOS,5.538,0,False,0.296,0.4,3.0,18.3,1.9
2010020284,20101120,2010,Derek Roy,BUF,TBL,8.518,0,True,0.367,0.4,2.9,19.9,3.3
2010020284,20101120,2010,Thomas Vanek,BUF,TBL,9.847,1,True,0.492,0.6,3.5,17.5,3.3
2010020284,20101120,2010,Tyler Ennis,BUF,TBL,8.07,0,True,0.352,0.5,2.9,16.1,3.3
2010020284,20101120,2010,Tim Connolly,BUF,TBL,5.307,0,False,0.212,0.1,3.0,17.6,3.3
2010020284,20101120,2010,Martin St. Louis,TBL,BUF,8.757,0,True,0.323,0.4,3.4,21.9,3.2
2010020284,20101120,2010,Steven Stamkos,TBL,BUF,10.944,0,True,0.608,0.8,3.7,21.5,3.2
2010020285,20101120,2010,Andrei Kostitsyn,MTL,TOR,5.224,0,False,0.188,0.1,2.7,16.2,3.1
2010020285,20101120,2010,Michael Cammalleri,MTL,TOR,7.606,1,True,0.269,0.2,2.7,18.6,3.1
2010020285,20101120,2010,Brian Gionta,MTL,TOR,9.264,0,True,0.393,0.3,3.5,19.3,3.1
2010020285,20101120,2010,Tomas Plekanec,MTL,TOR,8.382,0,True,0.324,0.2,2.3,20.3,3.1
2010020285,20101120,2010,Kris Versteeg,TOR,MTL,5.226,0,False,0.231,0.1,3.0,19.8,1.8
2010020285,20101120,2010,Phil Kessel,TOR,MTL,6.891,0,True,0.275,0.0,3.4,20.9,1.8
2010020285,20101120,2010,Nikolay Kulemin,TOR,MTL,5.417,0,True,0.273,0.2,2.0,17.6,1.8
2010020286,20101120,2010,Michael Frolik,FLA,NYI,5.383,0,False,0.17,0.0,3.7,16.2,3.8
2010020286,20101120,2010,Radek Dvorak,FLA,NYI,5.269,0,False,0.228,0.4,1.9,16.1,3.8
2010020286,20101120,2010,Stephen Weiss,FLA,NYI,7.666,1,True,0.28,0.1,2.8,18.0,3.8
2010020286,20101120,2010,David Booth,FLA,NYI,9.48,0,True,0.413,0.5,5.2,17.6,3.8
2010020286,20101120,2010,Matt Moulson,NYI,FLA,8.615,1,True,0.374,0.2,3.4,19.0,2.9
2010020286,20101120,2010,John Tavares,NYI,FLA,8.432,0,True,0.358,0.5,3.0,19.2,2.9
2010020287,20101120,2010,Claude Giroux,PHI,WSH,5.363,1,False,0.247,0.4,2.2,18.2,3.1
2010020287,20101120,2010,Jeff Carter,PHI,WSH,9.771,1,True,0.528,0.5,3.9,17.2,3.1
2010020287,20101120,2010,Scott Hartnell,PHI,WSH,5.216,0,False,0.256,0.2,2.7,16.2,3.1
2010020287,20101120,2010,Mike Richards,PHI,WSH,8.401,1,True,0.337,0.5,2.6,18.4,3.1
2010020287,20101120,2010,Daniel Briere,PHI,WSH,9.318,0,True,0.42,0.6,3.7,18.3,3.1
2010020287,20101120,2010,Alexander Semin,WSH,PHI,8.615,0,True,0.388,0.5,3.7,18.5,2.3
2010020287,20101120,2010,Brooks Laich,WSH,PHI,7.423,0,True,0.387,0.6,2.1,17.0,2.3
2010020287,20101120,2010,Alex Ovechkin,WSH,PHI,8.962,0,True,0.467,0.6,3.3,20.4,2.3
2010020288,20101120,2010,Sergei Samsonov,CAR,NSH,5.681,0,False,0.279,0.4,1.8,15.6,3.4
2010020288,20101120,2010,Eric Staal,CAR,NSH,10.189,0,True,0.53,0.6,4.1,21.0,3.4
2010020288,20101120,2010,Jeff Skinner,CAR,NSH,7.398,0,True,0.292,0.3,2.5,16.7,3.4
2010020288,20101120,2010,Chad LaRose,CAR,NSH,7.969,0,True,0.348,0.5,2.1,16.6,3.4
2010020288,20101120,2010,Steve Sullivan,NSH,CAR,5.247,0,True,0.195,0.1,2.3,17.7,3.8
2010020288,20101120,2010,Patric Hornqvist,NSH,CAR,8.638,0,True,0.359,0.5,3.5,16.8,3.8
2010020289,20101120,2010,Jason Arnott,NJD,STL,5.569,0,True,0.163,0.1,2.4,15.6,3.4
2010020289,20101120,2010,Alexander Steen,STL,NJD,8.787,0,True,0.386,0.2,2.6,19.1,3.1
2010020289,20101120,2010,Brad Boyes,STL,NJD,8.081,0,True,0.338,0.3,2.9,16.0,3.1
2010020289,20101120,2010,Andy McDonald,STL,NJD,7.979,0,False,0.31,0.3,3.2,20.0,3.1
2010020290,20101120,2010,Antti Miettinen,MIN,NYR,5.294,0,True,0.27,0.2,2.9,17.4,2.7
2010020290,20101120,2010,Cal Clutterbuck,MIN,NYR,6.149,0,True,0.28,0.2,2.3,16.7,2.7
2010020290,20101120,2010,Mikko Koivu,MIN,NYR,7.028,0,True,0.288,0.2,2.6,20.1,2.7
2010020290,20101120,2010,Brandon Dubinsky,NYR,MIN,8.304,1,True,0.402,0.5,2.5,20.1,1.9
2010020290,20101120,2010,Ryan Callahan,NYR,MIN,6.944,0,True,0.321,0.1,2.6,19.6,1.9
2010020290,20101120,2010,Artem Anisimov,NYR,MIN,5.477,1,True,0.277,0.3,2.3,16.5,1.9
2010020291,20101120,2010,Chris Stewart,COL,DAL,8.686,0,True,0.415,0.6,2.8,17.2,3.2
2010020291,20101120,2010,Daniel Winnik,COL,DAL,6.966,0,True,0.26,0.3,2.1,17.9,3.2
2010020291,20101120,2010,David Jones,COL,DAL,7.729,1,True,0.311,0.4,2.1,17.5,3.2
2010020291,20101120,2010,Paul Stastny,COL,DAL,6.466,0,False,0.252,0.2,2.0,18.5,3.2
2010020291,20101120,2010,James Neal,DAL,COL,5.723,1,False,0.284,0.1,3.6,17.2,2.4
2010020291,20101120,2010,Brad Richards,DAL,COL,8.309,0,True,0.325,0.1,4.8,20.0,2.4
2010020291,20101120,2010,Loui Eriksson,DAL,COL,8.885,0,True,0.444,0.5,3.2,20.2,2.4
2010020291,20101120,2010,Brenden Morrow,DAL,COL,7.812,1,True,0.42,0.3,2.2,17.9,2.4
2010020292,20101120,2010,Marian Hossa,CHI,VAN,5.925,0,False,0.288,0.3,2.7,19.4,2.5
2010020292,20101120,2010,Jonathan Toews,CHI,VAN,9.771,1,True,0.516,0.7,3.4,21.7,2.5
2010020292,20101120,2010,Patrick Sharp,CHI,VAN,8.208,1,True,0.325,0.2,4.0,19.7,2.5
2010020292,20101120,2010,Patrick Kane,CHI,VAN,9.353,1,True,0.439,0.5,4.1,20.6,2.5
2010020292,20101120,2010,Raffi Torres,VAN,CHI,7.28,0,True,0.304,0.5,2.1,14.5,2.9
2010020292,20101120,2010,Ryan Kesler,VAN,CHI,10.894,0,True,0.64,0.9,3.6,20.8,2.9
2010020292,20101120,2010,Daniel Sedin,VAN,CHI,9.192,0,True,0.435,0.4,3.0,18.8,2.9
2010020293,20101120,2010,Derick Brassard,CBJ,SJS,7.514,0,True,0.349,0.4,3.0,17.4,2.6
2010020293,20101120,2010,R.J. Umberger,CBJ,SJS,8.199,0,True,0.377,0.5,3.1,18.2,2.6
2010020293,20101120,2010,Rick Nash,CBJ,SJS,8.081,1,True,0.391,0.4,3.9,17.2,2.6
2010020293,20101120,2010,Joe Pavelski,SJS,CBJ,9.915,0,True,0.495,0.3,4.6,20.4,2.3
2010020293,20101120,2010,Ryane Clowe,SJS,CBJ,5.656,0,False,0.293,0.3,3.1,18.3,2.3
2010020293,20101120,2010,Patrick Marleau,SJS,CBJ,8.4,0,True,0.334,0.3,4.0,21.6,2.3
2010020293,20101120,2010,Logan Couture,SJS,CBJ,8.016,0,True,0.342,0.2,3.7,18.2,2.3
2010020293,20101120,2010,Dany Heatley,SJS,CBJ,6.806,0,False,0.322,0.3,2.6,20.9,2.3
2010020294,20101121,2010,Andrew Ladd,ATL,NYI,7.814,0,True,0.294,0.2,2.7,19.1,3.7
2010020294,20101121,2010,Evander Kane,ATL,NYI,7.529,0,True,0.306,0.3,3.5,16.9,3.7
2010020294,20101121,2010,Bryan Little,ATL,NYI,5.269,0,False,0.225,0.3,1.9,16.0,3.7
2010020294,20101121,2010,Matt Moulson,NYI,ATL,9.513,0,True,0.416,0.3,3.6,19.0,3.1
2010020294,20101121,2010,John Tavares,NYI,ATL,6.878,0,False,0.263,0.3,2.7,19.1,3.1
2010020294,20101121,2010,PA Parenteau,NYI,ATL,5.768,0,False,0.247,0.4,2.0,16.2,3.1
2010020295,20101121,2010,David Moss,CGY,DET,5.454,0,False,0.258,0.2,3.2,14.6,2.6
2010020295,20101121,2010,Jarome Iginla,CGY,DET,7.01,1,True,0.3,0.2,3.2,19.2,2.6
2010020295,20101121,2010,Curtis Glencross,CGY,DET,6.447,0,True,0.322,0.3,1.7,15.1,2.6
2010020295,20101121,2010,Rene Bourque,CGY,DET,5.176,0,False,0.268,0.4,2.2,17.8,2.6
2010020295,20101121,2010,Niklas Hagman,CGY,DET,6.29,1,True,0.285,0.3,2.8,15.8,2.6
2010020295,20101121,2010,Daniel Cleary,DET,CGY,7.952,0,True,0.316,0.5,3.0,15.6,3.7
2010020295,20101121,2010,Johan Franzen,DET,CGY,5.898,1,False,0.222,0.1,2.4,16.5,3.7
2010020295,20101121,2010,Tomas Holmstrom,DET,CGY,8.07,0,True,0.35,0.7,2.3,14.1,3.7
2010020295,20101121,2010,Henrik Zetterberg,DET,CGY,8.97,1,True,0.346,0.0,4.3,18.9,3.7
2010020296,20101121,2010,Bobby Ryan,ANA,EDM,9.779,1,True,0.421,0.4,4.2,22.6,4.5
2010020296,20101121,2010,Ryan Getzlaf,ANA,EDM,5.15,0,False,0.172,0.0,1.4,20.7,4.5
2010020296,20101121,2010,Saku Koivu,ANA,EDM,7.044,1,True,0.269,0.3,2.3,19.2,4.5
2010020296,20101121,2010,Corey Perry,ANA,EDM,10.111,0,True,0.484,0.5,4.0,22.8,4.5
2010020296,20101121,2010,Ales Hemsky,EDM,ANA,5.56,1,True,0.259,0.4,1.8,18.5,2.3
