game_id,date,name,team,opp,score,cat,scored,ixg_l10,hdcf_l10,sog_l10,atoi_l10
2009021004,20100312,Dustin Brown,LAK,DAL,8.11,JOUABLE,0,0.393,0.3,2.7,20.1
2009021004,20100312,Ryan Smyth,LAK,DAL,7.84,JOUABLE,0,0.39,0.3,3.0,19.3
2009021005,20100312,Teemu Selanne,ANA,NSH,7.56,JOUABLE,0,0.384,0.2,3.1,17.6
2009021005,20100312,Bobby Ryan,ANA,NSH,8.87,JOUABLE,0,0.452,0.5,3.1,18.3
2009021005,20100312,Corey Perry,ANA,NSH,7.84,JOUABLE,0,0.345,0.2,3.1,20.5
2009021005,20100312,Patric Hornqvist,NSH,ANA,7.56,JOUABLE,0,0.343,0.4,3.2,17.2
2009021006,20100313,Jonathan Toews,CHI,PHI,8.37,JOUABLE,0,0.51,0.4,3.4,22.1
2009021006,20100313,Simon Gagne,PHI,CHI,7.56,JOUABLE,1,0.442,0.4,3.4,19.3
2009021007,20100313,Phil Kessel,TOR,EDM,9.94,SAFE,1,0.461,0.5,4.3,20.4
2009021008,20100313,Scott Gomez,MTL,BOS,8.11,JOUABLE,0,0.428,0.7,4.4,20.8
2009021008,20100313,Brian Gionta,MTL,BOS,9.11,JOUABLE,0,0.489,0.7,3.6,21.1
2009021008,20100313,Tomas Plekanec,MTL,BOS,7.56,JOUABLE,0,0.411,0.3,3.7,19.5
2009021009,20100313,Zach Parise,NJD,NYI,9.34,JOUABLE,0,0.551,0.7,3.1,19.8
2009021009,20100313,Ilya Kovalchuk,NJD,NYI,8.63,JOUABLE,1,0.486,0.3,5.1,22.6
2009021011,20100313,Johan Franzen,DET,BUF,8.37,JOUABLE,0,0.519,0.5,3.7,18.2
2009021011,20100313,Henrik Zetterberg,DET,BUF,7.56,JOUABLE,0,0.391,0.4,4.0,20.0
2009021013,20100313,Ryan Kesler,VAN,OTT,8.37,JOUABLE,0,0.407,0.4,2.6,20.1
2009021014,20100313,Joe Pavelski,SJS,FLA,7.56,JOUABLE,0,0.372,0.4,3.5,20.5
2009021014,20100313,Patrick Marleau,SJS,FLA,7.56,JOUABLE,1,0.32,0.4,3.5,21.7
2009021014,20100313,Dany Heatley,SJS,FLA,9.94,SAFE,0,0.588,0.8,3.7,21.0
2009021015,20100314,Marian Gaborik,NYR,PHI,7.84,JOUABLE,0,0.418,0.6,3.5,18.5
2009021015,20100314,Simon Gagne,PHI,NYR,7.56,JOUABLE,0,0.434,0.3,3.6,19.1
2009021016,20100314,Loui Eriksson,DAL,COL,7.56,JOUABLE,0,0.328,0.3,2.6,20.6
2009021017,20100314,Anze Kopitar,LAK,NSH,9.11,JOUABLE,1,0.44,0.5,3.9,22.8
2009021017,20100314,Ryan Smyth,LAK,NSH,7.84,JOUABLE,0,0.405,0.3,3.0,19.2
2009021018,20100314,Phil Kessel,TOR,NYI,9.55,SAFE,0,0.467,0.5,4.5,20.1
2009021020,20100314,Sidney Crosby,PIT,TBL,10.28,SAFE,0,0.444,0.5,3.6,21.5
2009021020,20100314,Jordan Staal,PIT,TBL,9.11,JOUABLE,0,0.446,0.7,2.7,19.1
2009021020,20100314,Evgeni Malkin,PIT,TBL,9.94,SAFE,0,0.443,0.4,3.3,20.3
2009021020,20100314,Steven Stamkos,TBL,PIT,9.11,JOUABLE,0,0.655,0.9,4.2,21.0
2009021020,20100314,Vincent Lecavalier,TBL,PIT,8.63,JOUABLE,1,0.404,0.5,3.8,19.7
2009021022,20100314,Jonathan Toews,CHI,WSH,9.75,SAFE,1,0.589,0.5,3.4,22.0
2009021022,20100314,Patrick Kane,CHI,WSH,7.56,JOUABLE,0,0.34,0.4,2.8,20.6
2009021022,20100314,Brooks Laich,WSH,CHI,7.84,JOUABLE,1,0.443,0.6,3.5,17.8
2009021022,20100314,Alex Ovechkin,WSH,CHI,9.55,SAFE,0,0.423,0.3,5.3,23.9
2009021023,20100314,Bobby Ryan,ANA,SJS,7.84,JOUABLE,1,0.477,0.5,3.2,18.4
2009021023,20100314,Joe Pavelski,SJS,ANA,9.55,SAFE,0,0.368,0.4,3.5,20.6
2009021023,20100314,Patrick Marleau,SJS,ANA,9.55,SAFE,0,0.352,0.4,3.7,22.0
2009021023,20100314,Joe Thornton,SJS,ANA,8.37,JOUABLE,1,0.304,0.5,1.7,20.1
2009021023,20100314,Dany Heatley,SJS,ANA,11.05,ELITE,0,0.614,0.8,4.2,20.9
2009021024,20100314,Jarome Iginla,CGY,VAN,8.87,JOUABLE,0,0.451,0.5,4.0,20.0
2009021025,20100315,Zach Parise,NJD,BOS,8.87,JOUABLE,1,0.589,0.8,3.4,19.7
2009021025,20100315,Ilya Kovalchuk,NJD,BOS,8.11,JOUABLE,0,0.452,0.2,4.7,22.3
2009021027,20100315,Jarome Iginla,CGY,DET,8.63,JOUABLE,0,0.447,0.5,3.8,20.2
2009021027,20100315,Johan Franzen,DET,CGY,8.37,JOUABLE,0,0.486,0.4,3.8,18.3
2009021028,20100316,Scott Gomez,MTL,NYR,8.11,JOUABLE,0,0.402,0.6,3.8,20.5
2009021028,20100316,Brian Gionta,MTL,NYR,9.11,JOUABLE,0,0.474,0.7,3.7,21.1
2009021028,20100316,Marian Gaborik,NYR,MTL,8.37,JOUABLE,0,0.403,0.6,3.5,18.6
2009021029,20100316,Eric Staal,CAR,BOS,8.11,JOUABLE,0,0.406,0.2,3.2,20.9
2009021030,20100316,Jochen Hecht,BUF,ATL,8.37,JOUABLE,0,0.417,0.7,4.0,18.6
2009021030,20100316,Derek Roy,BUF,ATL,8.87,JOUABLE,0,0.44,0.5,2.9,21.0
2009021030,20100316,Thomas Vanek,BUF,ATL,8.37,JOUABLE,0,0.417,0.5,3.0,18.3
2009021031,20100316,Phil Kessel,TOR,OTT,9.11,JOUABLE,1,0.401,0.4,4.4,20.3
2009021031,20100316,Viktor Stalberg,TOR,OTT,7.56,JOUABLE,0,0.53,0.6,3.8,16.1
2009021032,20100316,Steven Stamkos,TBL,ARI,8.11,JOUABLE,0,0.669,0.9,4.4,20.6
2009021032,20100316,Vincent Lecavalier,TBL,ARI,8.37,JOUABLE,0,0.414,0.5,3.7,20.0
2009021033,20100316,Stephen Weiss,FLA,WSH,7.56,JOUABLE,0,0.354,0.3,2.7,20.6
2009021033,20100316,Brooks Laich,WSH,FLA,7.56,JOUABLE,1,0.503,0.7,3.8,18.5
2009021035,20100316,Simon Gagne,PHI,NSH,8.11,JOUABLE,1,0.41,0.3,3.5,19.4
2009021035,20100316,Jeff Carter,PHI,NSH,8.37,JOUABLE,1,0.419,0.4,3.7,18.2
2009021036,20100316,Guillaume Latendresse,MIN,EDM,7.56,JOUABLE,0,0.359,0.4,3.0,16.8
2009021036,20100316,Mikko Koivu,MIN,EDM,7.56,JOUABLE,0,0.294,0.0,3.6,19.7
2009021037,20100316,Joe Pavelski,SJS,DAL,9.55,SAFE,0,0.414,0.5,3.6,20.2
2009021037,20100316,Patrick Marleau,SJS,DAL,8.11,JOUABLE,0,0.33,0.4,3.3,22.2
2009021037,20100316,Dany Heatley,SJS,DAL,10.58,ELITE,0,0.606,0.8,4.1,21.2
2009021039,20100317,Zach Parise,NJD,PIT,8.87,JOUABLE,1,0.56,0.7,3.3,19.4
2009021039,20100317,Sidney Crosby,PIT,NJD,7.56,JOUABLE,0,0.365,0.3,3.5,21.3
2009021040,20100317,Jarome Iginla,CGY,COL,8.63,JOUABLE,0,0.429,0.5,3.8,20.2
2009021041,20100317,Teemu Selanne,ANA,CHI,8.63,JOUABLE,0,0.38,0.2,3.2,17.6
2009021041,20100317,Bobby Ryan,ANA,CHI,10.71,ELITE,1,0.568,0.6,3.6,18.2
2009021041,20100317,Saku Koivu,ANA,CHI,8.11,JOUABLE,1,0.301,0.3,2.2,20.2
2009021041,20100317,Corey Perry,ANA,CHI,9.11,JOUABLE,0,0.34,0.2,3.2,20.9
2009021041,20100317,Marian Hossa,CHI,ANA,7.84,JOUABLE,1,0.335,0.1,4.0,18.5
2009021041,20100317,Jonathan Toews,CHI,ANA,10.58,ELITE,0,0.636,0.6,3.5,21.8
2009021041,20100317,Patrick Kane,CHI,ANA,8.11,JOUABLE,0,0.369,0.4,3.0,20.4
2009021042,20100318,Sidney Crosby,PIT,BOS,7.56,JOUABLE,0,0.356,0.3,3.6,21.5
2009021044,20100318,Jussi Jokinen,CAR,WSH,7.84,JOUABLE,0,0.493,1.0,2.5,18.5
2009021044,20100318,Brooks Laich,WSH,CAR,9.11,JOUABLE,0,0.604,0.8,4.2,18.6
2009021046,20100318,Zach Parise,NJD,TOR,8.87,JOUABLE,0,0.473,0.6,3.2,18.7
2009021046,20100318,Phil Kessel,TOR,NJD,7.56,JOUABLE,1,0.38,0.3,4.5,20.2
2009021047,20100318,Derek Roy,BUF,TBL,8.87,JOUABLE,1,0.387,0.4,2.5,21.0
2009021047,20100318,Steven Stamkos,TBL,BUF,8.11,JOUABLE,0,0.667,0.9,4.4,20.6
2009021047,20100318,Vincent Lecavalier,TBL,BUF,8.87,JOUABLE,1,0.499,0.7,3.8,20.3
2009021050,20100318,Mike Ribeiro,DAL,PHI,8.37,JOUABLE,0,0.409,0.3,2.5,20.2
2009021050,20100318,Simon Gagne,PHI,DAL,7.56,JOUABLE,1,0.387,0.3,3.3,19.6
2009021050,20100318,Jeff Carter,PHI,DAL,8.37,JOUABLE,0,0.434,0.3,4.5,18.6
2009021051,20100318,Joe Pavelski,SJS,VAN,10.58,ELITE,1,0.456,0.6,4.1,20.1
2009021051,20100318,Patrick Marleau,SJS,VAN,9.11,JOUABLE,0,0.326,0.4,3.3,21.7
2009021051,20100318,Joe Thornton,SJS,VAN,7.56,JOUABLE,0,0.316,0.4,1.9,19.8
2009021051,20100318,Dany Heatley,SJS,VAN,10.28,SAFE,0,0.414,0.4,3.9,20.8
2009021052,20100318,Jonathan Toews,CHI,LAK,9.34,JOUABLE,0,0.568,0.4,3.4,21.6
2009021052,20100318,Anze Kopitar,LAK,CHI,10.58,ELITE,0,0.452,0.6,3.8,22.1
2009021052,20100318,Dustin Brown,LAK,CHI,8.11,JOUABLE,0,0.315,0.1,2.7,19.9
2009021052,20100318,Ryan Smyth,LAK,CHI,8.37,JOUABLE,0,0.358,0.2,3.0,18.8
2009021054,20100319,Jarome Iginla,CGY,SJS,9.55,SAFE,1,0.42,0.5,3.5,20.2
2009021054,20100319,Joe Pavelski,SJS,CGY,9.11,JOUABLE,0,0.496,0.5,4.8,20.4
2009021054,20100319,Dany Heatley,SJS,CGY,8.63,JOUABLE,1,0.425,0.4,3.7,20.6
2009021055,20100319,Johan Franzen,DET,EDM,10.12,SAFE,0,0.472,0.4,3.5,18.3
2009021055,20100319,Pavel Datsyuk,DET,EDM,8.11,JOUABLE,0,0.31,0.3,2.5,19.4
2009021055,20100319,Henrik Zetterberg,DET,EDM,8.63,JOUABLE,0,0.343,0.2,3.7,19.1
2009021056,20100319,Teemu Selanne,ANA,NYI,7.84,JOUABLE,0,0.399,0.2,3.5,18.1
2009021056,20100319,Bobby Ryan,ANA,NYI,9.34,JOUABLE,0,0.6,0.7,3.8,18.0
2009021057,20100320,Jussi Jokinen,CAR,PIT,7.84,JOUABLE,0,0.516,1.0,2.5,18.4
2009021057,20100320,Sidney Crosby,PIT,CAR,7.56,JOUABLE,0,0.302,0.2,3.5,21.7
2009021059,20100320,Brian Gionta,MTL,TOR,9.55,SAFE,1,0.46,0.6,4.3,20.5
2009021059,20100320,Phil Kessel,TOR,MTL,8.63,JOUABLE,1,0.448,0.4,4.9,20.1
2009021060,20100320,Zach Parise,NJD,STL,8.37,JOUABLE,0,0.463,0.6,3.5,19.1
2009021061,20100320,Simon Gagne,PHI,ATL,7.56,JOUABLE,0,0.432,0.5,3.4,19.4
2009021061,20100320,Jeff Carter,PHI,ATL,8.37,JOUABLE,0,0.435,0.2,4.3,18.8
2009021062,20100320,Thomas Vanek,BUF,FLA,8.37,JOUABLE,0,0.471,0.6,2.8,18.1
2009021063,20100320,Steven Stamkos,TBL,WSH,9.11,JOUABLE,0,0.677,0.9,4.4,20.2
2009021063,20100320,Vincent Lecavalier,TBL,WSH,9.75,SAFE,1,0.57,0.8,4.2,20.6
2009021063,20100320,Nicklas Backstrom,WSH,TBL,9.11,JOUABLE,0,0.334,0.4,2.5,20.8
2009021063,20100320,Alexander Semin,WSH,TBL,9.34,JOUABLE,1,0.405,0.3,3.2,19.2
2009021063,20100320,Brooks Laich,WSH,TBL,10.58,ELITE,0,0.709,0.9,4.7,19.0
2009021063,20100320,Mike Knuble,WSH,TBL,7.56,JOUABLE,0,0.349,0.4,2.5,17.8
2009021063,20100320,Alex Ovechkin,WSH,TBL,9.55,SAFE,1,0.352,0.2,4.8,21.8
2009021064,20100320,Patric Hornqvist,NSH,CBJ,7.56,JOUABLE,0,0.411,0.6,3.6,15.9
2009021065,20100320,Jonathan Toews,CHI,ARI,8.37,JOUABLE,0,0.478,0.4,3.1,20.8
2009021066,20100320,Johan Franzen,DET,VAN,8.37,JOUABLE,0,0.435,0.4,2.9,18.3
2009021067,20100320,Anze Kopitar,LAK,NYI,8.63,JOUABLE,0,0.419,0.6,3.4,21.7
2009021071,20100321,Stephen Weiss,FLA,TBL,8.37,JOUABLE,1,0.387,0.4,3.2,19.9
2009021071,20100321,Steven Stamkos,TBL,FLA,9.94,SAFE,1,0.724,0.9,4.5,20.5
2009021071,20100321,Martin St. Louis,TBL,FLA,7.84,JOUABLE,0,0.38,0.3,2.7,20.9
2009021071,20100321,Vincent Lecavalier,TBL,FLA,10.44,SAFE,0,0.677,0.9,4.8,21.2
2009021073,20100321,Jeff Carter,PHI,ATL,8.37,JOUABLE,0,0.432,0.2,4.1,19.1
2009021075,20100321,Joe Pavelski,SJS,EDM,9.94,SAFE,0,0.474,0.5,4.4,20.2
2009021075,20100321,Patrick Marleau,SJS,EDM,8.63,JOUABLE,0,0.325,0.4,3.5,21.3
2009021075,20100321,Dany Heatley,SJS,EDM,9.55,SAFE,0,0.435,0.4,3.8,20.7
2009021076,20100321,Ryan Getzlaf,ANA,COL,7.84,JOUABLE,1,0.383,0.4,2.4,20.1
2009021076,20100321,Matt Duchene,COL,ANA,8.11,JOUABLE,0,0.393,0.3,3.1,18.6
2009021077,20100322,Henrik Zetterberg,DET,PIT,7.56,JOUABLE,1,0.393,0.3,3.9,19.3
2009021078,20100322,Brian Gionta,MTL,OTT,9.55,SAFE,0,0.535,0.7,4.7,20.5
2009021078,20100322,Jason Spezza,OTT,MTL,7.84,JOUABLE,0,0.481,0.6,2.9,18.8
2009021079,20100322,Anze Kopitar,LAK,COL,7.56,JOUABLE,0,0.377,0.5,3.4,21.3
2009021080,20100323,Phil Kessel,TOR,FLA,9.55,SAFE,0,0.442,0.4,5.1,20.3
2009021080,20100323,Nikolay Kulemin,TOR,FLA,7.56,JOUABLE,0,0.333,0.3,2.6,20.2
2009021081,20100323,Zach Parise,NJD,CBJ,7.84,JOUABLE,1,0.442,0.4,3.6,19.3
2009021083,20100323,Jason Spezza,OTT,PHI,7.84,JOUABLE,0,0.413,0.5,2.9,18.7
2009021084,20100323,Eric Staal,CAR,TBL,8.63,JOUABLE,0,0.397,0.2,3.1,21.8
2009021084,20100323,Steven Stamkos,TBL,CAR,9.94,SAFE,0,0.739,1.0,3.9,20.4
2009021084,20100323,Vincent Lecavalier,TBL,CAR,9.75,SAFE,0,0.705,0.9,5.1,21.0
2009021085,20100323,Patric Hornqvist,NSH,DAL,8.11,JOUABLE,0,0.453,0.6,3.3,15.8
2009021086,20100323,Joe Pavelski,SJS,MIN,8.87,JOUABLE,1,0.475,0.5,4.3,19.9
2009021086,20100323,Patrick Marleau,SJS,MIN,7.56,JOUABLE,0,0.311,0.3,2.9,20.9
2009021086,20100323,Dany Heatley,SJS,MIN,9.11,JOUABLE,1,0.439,0.4,3.6,20.5
2009021087,20100323,Jonathan Toews,CHI,ARI,8.37,JOUABLE,0,0.492,0.4,3.0,20.4
2009021088,20100323,Teemu Selanne,ANA,CGY,7.84,JOUABLE,0,0.427,0.4,4.0,18.3
2009021088,20100323,Bobby Ryan,ANA,CGY,9.34,JOUABLE,0,0.61,0.8,3.9,18.1
2009021088,20100323,Corey Perry,ANA,CGY,7.84,JOUABLE,0,0.388,0.2,3.3,21.0
2009021088,20100323,Jarome Iginla,CGY,ANA,8.11,JOUABLE,0,0.358,0.5,3.0,20.4
2009021091,20100324,Alex Ovechkin,WSH,PIT,8.63,JOUABLE,0,0.389,0.3,4.7,21.1
2009021092,20100324,Jochen Hecht,BUF,MTL,7.56,JOUABLE,0,0.471,0.9,3.3,18.6
2009021092,20100324,Michael Cammalleri,MTL,BUF,7.84,JOUABLE,0,0.415,0.5,3.8,19.3
2009021092,20100324,Brian Gionta,MTL,BUF,9.11,JOUABLE,0,0.462,0.5,4.5,20.7
2009021093,20100324,Henrik Zetterberg,DET,STL,8.11,JOUABLE,1,0.453,0.4,4.1,19.6
2009021094,20100324,Anze Kopitar,LAK,COL,7.56,JOUABLE,1,0.344,0.5,3.0,21.1
2009021095,20100324,Teemu Selanne,ANA,VAN,8.87,JOUABLE,0,0.439,0.4,3.6,18.2
2009021095,20100324,Bobby Ryan,ANA,VAN,9.55,SAFE,0,0.628,0.8,4.1,18.0
2009021095,20100324,Ryan Getzlaf,ANA,VAN,8.37,JOUABLE,0,0.397,0.5,2.2,21.0
2009021095,20100324,Corey Perry,ANA,VAN,9.34,JOUABLE,0,0.408,0.3,3.5,21.2
2009021096,20100325,Steven Stamkos,TBL,BOS,9.94,SAFE,1,0.603,0.6,3.5,20.1
2009021096,20100325,Vincent Lecavalier,TBL,BOS,9.75,SAFE,0,0.575,0.6,4.7,21.2
2009021097,20100325,Zach Parise,NJD,NYR,8.37,JOUABLE,0,0.516,0.5,4.2,19.4
2009021099,20100325,Simon Gagne,PHI,MIN,8.63,JOUABLE,1,0.405,0.5,3.5,19.1
2009021100,20100325,Eric Staal,CAR,WSH,8.11,JOUABLE,0,0.412,0.2,3.4,22.1
2009021100,20100325,Nicklas Backstrom,WSH,CAR,7.56,JOUABLE,0,0.357,0.4,2.7,20.7
2009021100,20100325,Alexander Semin,WSH,CAR,7.84,JOUABLE,1,0.447,0.4,3.2,18.9
2009021100,20100325,Alex Ovechkin,WSH,CAR,9.11,JOUABLE,0,0.42,0.3,5.0,20.7
2009021101,20100325,Phil Kessel,TOR,ATL,9.11,JOUABLE,1,0.465,0.3,5.3,20.1
2009021101,20100325,Nikolay Kulemin,TOR,ATL,7.56,JOUABLE,0,0.381,0.4,2.8,20.1
2009021102,20100325,Jonathan Toews,CHI,CBJ,8.87,JOUABLE,0,0.499,0.4,3.0,20.8
2009021103,20100325,Michael Cammalleri,MTL,FLA,8.37,JOUABLE,0,0.396,0.4,3.8,19.0
2009021103,20100325,Brian Gionta,MTL,FLA,9.55,SAFE,1,0.507,0.5,4.6,21.0
2009021105,20100325,Patric Hornqvist,NSH,ARI,7.56,JOUABLE,1,0.488,0.6,3.7,16.0
2009021106,20100325,Loui Eriksson,DAL,SJS,7.56,JOUABLE,0,0.312,0.3,1.7,20.3
2009021106,20100325,Mike Ribeiro,DAL,SJS,7.84,JOUABLE,0,0.281,0.2,2.8,21.3
2009021106,20100325,Joe Pavelski,SJS,DAL,9.94,SAFE,0,0.454,0.5,4.4,20.1
2009021106,20100325,Patrick Marleau,SJS,DAL,8.11,JOUABLE,0,0.308,0.3,3.1,21.3
2009021106,20100325,Dany Heatley,SJS,DAL,9.55,SAFE,0,0.437,0.4,3.6,20.6
2009021107,20100326,Jason Pominville,BUF,OTT,7.56,JOUABLE,1,0.397,0.3,3.9,18.9
2009021107,20100326,Jochen Hecht,BUF,OTT,7.56,JOUABLE,0,0.487,0.9,3.4,18.7
2009021108,20100326,Henrik Zetterberg,DET,MIN,8.37,JOUABLE,0,0.476,0.4,4.6,20.0
2009021109,20100326,Teemu Selanne,ANA,EDM,7.84,JOUABLE,0,0.397,0.4,3.4,18.2
2009021109,20100326,Bobby Ryan,ANA,EDM,8.87,JOUABLE,0,0.478,0.6,3.8,18.3
2009021109,20100326,Corey Perry,ANA,EDM,8.37,JOUABLE,1,0.387,0.3,3.3,21.0
2009021110,20100327,Jarome Iginla,CGY,BOS,8.63,JOUABLE,0,0.422,0.6,3.6,20.7
2009021111,20100327,Sidney Crosby,PIT,PHI,8.11,JOUABLE,0,0.311,0.2,3.5,22.0
2009021112,20100327,Jason Pominville,BUF,TBL,8.11,JOUABLE,1,0.428,0.2,4.2,18.9
2009021112,20100327,Jochen Hecht,BUF,TBL,8.63,JOUABLE,1,0.477,0.8,3.5,18.7
2009021112,20100327,Steven Stamkos,TBL,BUF,9.55,SAFE,0,0.606,0.6,3.4,20.2
2009021112,20100327,Vincent Lecavalier,TBL,BUF,9.75,SAFE,0,0.571,0.6,5.0,21.3
2009021113,20100327,Marian Gaborik,NYR,TOR,8.63,JOUABLE,0,0.43,0.4,2.9,21.2
2009021113,20100327,Phil Kessel,TOR,NYR,8.37,JOUABLE,0,0.505,0.3,5.2,19.7
2009021114,20100327,Brian Gionta,MTL,NJD,9.94,SAFE,0,0.556,0.5,4.5,20.7
2009021114,20100327,Zach Parise,NJD,MTL,7.84,JOUABLE,0,0.392,0.3,3.9,19.8
2009021116,20100327,Eric Staal,CAR,ATL,9.11,JOUABLE,0,0.467,0.3,3.6,21.9
2009021118,20100327,Henrik Zetterberg,DET,NSH,8.87,JOUABLE,0,0.462,0.3,4.7,20.2
2009021118,20100327,Patric Hornqvist,NSH,DET,7.56,JOUABLE,0,0.49,0.5,4.1,16.2
2009021120,20100327,Joe Pavelski,SJS,VAN,9.11,JOUABLE,1,0.433,0.6,4.1,20.0
2009021120,20100327,Dany Heatley,SJS,VAN,8.11,JOUABLE,1,0.363,0.2,3.5,20.6
2009021121,20100327,Anze Kopitar,LAK,DAL,8.63,JOUABLE,0,0.351,0.6,3.5,21.4
2009021122,20100328,Nicklas Backstrom,WSH,CGY,8.11,JOUABLE,0,0.404,0.4,3.0,21.2
2009021122,20100328,Alexander Semin,WSH,CGY,8.37,JOUABLE,0,0.478,0.4,3.5,19.0
2009021122,20100328,Alex Ovechkin,WSH,CGY,8.63,JOUABLE,1,0.414,0.3,4.8,20.4
2009021123,20100328,Sidney Crosby,PIT,TOR,8.11,JOUABLE,1,0.309,0.2,3.6,22.1
2009021123,20100328,Phil Kessel,TOR,PIT,8.37,JOUABLE,1,0.501,0.3,5.3,19.9
2009021125,20100328,Travis Zajac,NJD,PHI,8.11,JOUABLE,0,0.39,0.5,2.8,20.0
2009021125,20100328,Zach Parise,NJD,PHI,9.34,JOUABLE,0,0.49,0.4,4.2,19.4
2009021126,20100328,Jonathan Toews,CHI,CBJ,8.87,JOUABLE,0,0.51,0.6,2.7,20.4
2009021127,20100328,Paul Stastny,COL,SJS,7.56,JOUABLE,0,0.37,0.4,2.7,20.7
2009021127,20100328,Joe Pavelski,SJS,COL,7.84,JOUABLE,0,0.368,0.4,3.8,19.8
2009021127,20100328,Dany Heatley,SJS,COL,9.55,SAFE,0,0.398,0.3,3.8,20.4
2009021128,20100329,Jason Pominville,BUF,BOS,8.11,JOUABLE,0,0.462,0.2,4.4,19.2
2009021128,20100329,Jochen Hecht,BUF,BOS,8.11,JOUABLE,0,0.512,1.0,3.5,18.8
2009021129,20100329,Eric Staal,CAR,ATL,9.11,JOUABLE,0,0.55,0.4,4.0,22.3
2009021130,20100329,Patric Hornqvist,NSH,FLA,8.11,JOUABLE,1,0.474,0.4,4.3,16.1
2009021132,20100329,Teemu Selanne,ANA,DAL,8.87,JOUABLE,0,0.524,0.5,3.8,18.0
2009021132,20100329,Bobby Ryan,ANA,DAL,8.37,JOUABLE,0,0.447,0.5,3.7,18.0
2009021132,20100329,Corey Perry,ANA,DAL,9.55,SAFE,1,0.541,0.5,3.8,20.6
2009021134,20100330,Zach Parise,NJD,BOS,8.37,JOUABLE,0,0.474,0.4,4.3,19.3
2009021135,20100330,Marian Gaborik,NYR,NYI,8.63,JOUABLE,1,0.46,0.5,2.9,20.8
2009021136,20100330,Nicklas Backstrom,WSH,OTT,8.11,JOUABLE,0,0.383,0.3,3.1,21.4
2009021136,20100330,Alexander Semin,WSH,OTT,8.37,JOUABLE,1,0.487,0.4,3.5,19.2
2009021136,20100330,Alex Ovechkin,WSH,OTT,8.63,JOUABLE,0,0.44,0.2,5.1,21.2
2009021137,20100330,Steven Stamkos,TBL,CBJ,8.63,JOUABLE,0,0.537,0.6,3.3,20.4
2009021137,20100330,Vincent Lecavalier,TBL,CBJ,8.11,JOUABLE,1,0.542,0.6,4.2,19.4
2009021138,20100330,Henrik Zetterberg,DET,EDM,9.75,SAFE,0,0.463,0.3,4.9,20.3
2009021139,20100330,Jonathan Toews,CHI,STL,8.37,JOUABLE,0,0.475,0.5,2.6,20.5
2009021142,20100331,Jason Pominville,BUF,FLA,8.63,JOUABLE,1,0.439,0.2,4.2,19.1
2009021142,20100331,Jochen Hecht,BUF,FLA,8.63,JOUABLE,0,0.488,1.0,3.2,18.5
2009021143,20100331,Eric Staal,CAR,MTL,9.11,JOUABLE,1,0.508,0.4,4.0,21.7
2009021143,20100331,Brian Gionta,MTL,CAR,9.11,JOUABLE,0,0.546,0.5,4.6,21.0
2009021144,20100331,Sidney Crosby,PIT,TBL,8.11,JOUABLE,0,0.345,0.3,3.8,22.5
2009021144,20100331,Steven Stamkos,TBL,PIT,8.11,JOUABLE,1,0.433,0.5,3.1,20.6
2009021144,20100331,Vincent Lecavalier,TBL,PIT,8.11,JOUABLE,0,0.545,0.6,3.8,18.9
2009021145,20100331,Jonathan Toews,CHI,MIN,8.37,JOUABLE,1,0.489,0.5,2.4,20.4
2009021146,20100331,Dany Heatley,SJS,DAL,7.56,JOUABLE,0,0.371,0.1,3.8,20.4
2009021147,20100331,Teemu Selanne,ANA,COL,10.12,SAFE,1,0.606,0.6,4.5,18.2
2009021147,20100331,Bobby Ryan,ANA,COL,9.34,JOUABLE,0,0.455,0.5,3.5,18.1
2009021147,20100331,Corey Perry,ANA,COL,10.58,ELITE,0,0.572,0.5,3.8,20.5
2009021147,20100331,Paul Stastny,COL,ANA,8.11,JOUABLE,0,0.408,0.4,2.9,21.1
2009021150,20100401,Jason Pominville,BUF,TOR,8.11,JOUABLE,0,0.42,0.3,3.6,18.5
2009021150,20100401,Phil Kessel,TOR,BUF,7.84,JOUABLE,0,0.409,0.3,5.1,19.2
2009021152,20100401,Alexander Semin,WSH,ATL,7.84,JOUABLE,0,0.497,0.5,3.2,19.7
2009021152,20100401,Brooks Laich,WSH,ATL,9.11,JOUABLE,0,0.714,0.9,4.5,18.6
2009021152,20100401,Alex Ovechkin,WSH,ATL,9.11,JOUABLE,0,0.485,0.1,5.3,22.2
2009021153,20100401,Eric Staal,CAR,OTT,9.11,JOUABLE,0,0.538,0.5,4.0,21.6
2009021154,20100401,Henrik Zetterberg,DET,CBJ,8.87,JOUABLE,0,0.495,0.3,5.2,20.5
2009021157,20100402,Jonathan Toews,CHI,NJD,7.56,JOUABLE,0,0.489,0.5,2.5,19.9
2009021157,20100402,Zach Parise,NJD,CHI,8.87,JOUABLE,0,0.462,0.4,4.2,19.5
2009021157,20100402,Ilya Kovalchuk,NJD,CHI,7.56,JOUABLE,1,0.336,0.2,3.4,21.7
2009021158,20100402,Brian Gionta,MTL,PHI,10.58,ELITE,0,0.563,0.6,4.6,20.9
2009021159,20100402,Marian Gaborik,NYR,TBL,8.63,JOUABLE,0,0.455,0.5,2.9,21.1
2009021159,20100402,Steven Stamkos,TBL,NYR,8.63,JOUABLE,0,0.465,0.6,2.8,21.0
2009021159,20100402,Vincent Lecavalier,TBL,NYR,9.11,JOUABLE,0,0.584,0.7,3.9,19.1
