game_id,date,name,team,opp,sog_score,hit_sog,actual_sog,pp1,is_home,sog_l10,atoi_l10,ixg_l10,hdcf_l10,season_g,sa_g,sog_x_atoi
2010021133,20110328,Bobby Ryan,ANA,COL,5.25,1,5,0,1,3.6,19.8,0.2838,0.4,0.427,30.4,71.13
2010021133,20110328,Ryan Getzlaf,ANA,COL,6.25,0,1,1,1,2.7,23.0,0.3505,0.3,0.3,30.4,61.98
2010021133,20110328,Saku Koivu,ANA,COL,0.75,1,4,0,1,1.2,18.0,0.1005,0.0,0.206,30.4,21.65
2010021133,20110328,Corey Perry,ANA,COL,9.25,1,9,1,1,4.3,23.7,0.4698,0.3,0.587,30.4,101.9
2010021133,20110328,Milan Hejduk,COL,ANA,1.0,1,5,0,0,2.2,17.7,0.1992,0.1,0.317,29.1,38.84
2010021133,20110328,Matt Duchene,COL,ANA,3.0,1,4,0,0,3.2,19.2,0.2397,0.3,0.361,29.1,61.35
2010021133,20110328,Daniel Winnik,COL,ANA,1.0,1,7,0,0,2.3,17.1,0.159,0.1,0.153,29.1,39.38
2010021133,20110328,David Jones,COL,ANA,2.0,1,4,1,0,1.5,18.2,0.2536,0.3,0.343,29.1,27.32
2010021133,20110328,Ryan O'Reilly,COL,ANA,1.5,0,2,1,0,1.9,17.0,0.2659,0.4,0.152,29.1,32.32
2010021133,20110328,Paul Stastny,COL,ANA,5.0,0,2,1,0,3.0,19.5,0.3407,0.4,0.282,29.1,58.61
2010021134,20110329,Milan Lucic,BOS,CHI,1.25,1,3,0,1,2.3,17.5,0.2133,0.2,0.417,28.9,40.28
2010021134,20110329,David Krejci,BOS,CHI,0.25,0,2,0,1,1.7,18.3,0.2183,0.2,0.176,28.9,31.03
2010021134,20110329,Patrice Bergeron,BOS,CHI,1.75,1,7,0,1,2.6,17.9,0.2237,0.1,0.297,28.9,46.6
2010021134,20110329,Mark Recchi,BOS,CHI,3.75,0,1,1,1,2.6,16.1,0.2747,0.3,0.173,28.9,41.86
2010021134,20110329,Nathan Horton,BOS,CHI,3.75,0,2,1,1,2.3,16.3,0.3533,0.4,0.315,28.9,37.46
2010021134,20110329,Marian Hossa,CHI,BOS,7.0,0,0,1,0,3.6,19.9,0.3668,0.3,0.397,31.5,71.59
2010021134,20110329,Jonathan Toews,CHI,BOS,6.5,1,6,1,0,3.1,21.0,0.3042,0.2,0.425,31.5,65.2
2010021134,20110329,Patrick Kane,CHI,BOS,5.0,1,3,0,0,3.2,20.3,0.2695,0.1,0.379,31.5,64.86
2010021135,20110329,Jason Pominville,BUF,TOR,4.5,1,3,0,0,3.3,18.6,0.2899,0.4,0.288,33.7,61.51
2010021135,20110329,Jochen Hecht,BUF,TOR,3.0,0,0,0,0,2.5,16.4,0.2673,0.3,0.182,33.7,40.89
2010021135,20110329,Brad Boyes,BUF,TOR,2.5,0,1,0,0,2.5,16.8,0.2175,0.2,0.224,33.7,41.93
2010021135,20110329,Drew Stafford,BUF,TOR,2.0,0,2,0,0,2.3,17.1,0.2464,0.4,0.509,33.7,39.27
2010021135,20110329,Thomas Vanek,BUF,TOR,6.5,1,3,1,0,3.3,17.6,0.5263,0.4,0.351,33.7,57.93
2010021135,20110329,Tim Connolly,BUF,TOR,2.5,0,1,0,0,2.2,17.0,0.2928,0.3,0.18,33.7,37.33
2010021135,20110329,Joffrey Lupul,TOR,BUF,4.75,0,2,1,1,2.5,18.2,0.3497,0.3,0.229,30.2,45.43
2010021135,20110329,Phil Kessel,TOR,BUF,3.75,1,4,1,1,2.3,19.4,0.2276,0.2,0.382,30.2,44.62
2010021135,20110329,Clarke MacArthur,TOR,BUF,0.25,1,4,0,1,1.4,17.0,0.1447,0.3,0.263,30.2,23.8
2010021135,20110329,Tyler Bozak,TOR,BUF,0.75,0,2,0,1,1.1,18.2,0.1132,0.1,0.171,30.2,19.97
2010021135,20110329,Nikolay Kulemin,TOR,BUF,0.25,0,1,0,1,1.3,17.5,0.1709,0.3,0.368,30.2,22.79
2010021135,20110329,Mikhail Grabovski,TOR,BUF,6.75,0,2,1,1,3.0,20.3,0.2697,0.2,0.373,30.2,60.78
2010021136,20110329,Claude Giroux,PHI,PIT,0.0,1,3,0,0,1.2,19.9,0.1082,0.0,0.32,27.9,23.9
2010021136,20110329,Jeff Carter,PHI,PIT,7.5,1,5,1,0,4.5,18.4,0.3933,0.7,0.466,27.9,82.86
2010021136,20110329,Scott Hartnell,PHI,PIT,1.5,1,3,1,0,1.7,17.2,0.2774,0.5,0.267,27.9,29.27
2010021136,20110329,Ville Leino,PHI,PIT,-0.5,1,4,0,0,1.3,16.6,0.2096,0.2,0.23,27.9,21.55
2010021136,20110329,Mike Richards,PHI,PIT,1.5,0,0,0,0,2.1,18.3,0.2162,0.3,0.284,27.9,38.36
2010021136,20110329,Daniel Briere,PHI,PIT,1.5,0,1,0,0,2.4,19.6,0.2464,0.1,0.444,27.9,46.94
2010021136,20110329,James Neal,PIT,PHI,1.75,1,3,0,1,2.8,17.7,0.2115,0.1,0.297,29.9,49.63
2010021136,20110329,Alex Kovalev,PIT,PHI,0.25,1,3,0,1,1.4,18.0,0.1621,0.2,0.221,29.9,25.24
2010021136,20110329,Jordan Staal,PIT,PHI,4.75,0,1,1,1,2.4,21.7,0.3483,0.5,0.27,29.9,52.16
2010021136,20110329,Chris Kunitz,PIT,PHI,3.25,0,1,1,1,2.0,18.2,0.2461,0.5,0.361,29.9,36.4
2010021136,20110329,Tyler Kennedy,PIT,PHI,4.75,0,2,1,1,3.3,16.8,0.3329,0.4,0.243,29.9,55.41
2010021137,20110329,Brandon Sutter,CAR,WSH,-0.5,1,3,0,0,1.8,16.2,0.2362,0.3,0.176,28.9,29.12
2010021137,20110329,Eric Staal,CAR,WSH,8.5,0,1,1,0,4.1,22.4,0.4441,0.4,0.419,28.9,92.04
2010021137,20110329,Tuomo Ruutu,CAR,WSH,2.5,1,3,0,0,3.0,17.3,0.2459,0.1,0.24,28.9,51.94
2010021137,20110329,Erik Cole,CAR,WSH,5.0,0,1,1,0,2.9,18.3,0.5505,0.8,0.307,28.9,53.18
2010021137,20110329,Jeff Skinner,CAR,WSH,4.5,0,2,1,0,3.1,17.1,0.3249,0.3,0.347,28.9,53.02
2010021137,20110329,Jussi Jokinen,CAR,WSH,-0.5,0,2,0,0,1.8,17.4,0.1991,0.3,0.254,28.9,31.27
2010021137,20110329,Cory Stillman,CAR,WSH,0.0,0,1,0,0,1.7,18.9,0.1244,0.1,0.172,28.9,32.14
2010021137,20110329,Nicklas Backstrom,WSH,CAR,6.75,1,3,1,1,3.8,18.3,0.3367,0.5,0.254,30.0,69.43
2010021137,20110329,Marcus Johansson,WSH,CAR,1.75,0,1,0,1,2.1,17.4,0.239,0.3,0.19,30.0,36.63
2010021137,20110329,Alexander Semin,WSH,CAR,5.75,1,3,1,1,3.1,19.0,0.2863,0.1,0.426,30.0,58.76
2010021137,20110329,Brooks Laich,WSH,CAR,3.25,1,5,0,1,2.9,19.3,0.2862,0.2,0.211,30.0,55.96
2010021137,20110329,Mike Knuble,WSH,CAR,2.25,1,6,0,1,2.4,17.6,0.2505,0.3,0.274,30.0,42.3
2010021137,20110329,Alex Ovechkin,WSH,CAR,7.25,1,5,1,1,3.7,19.6,0.3674,0.4,0.397,30.0,72.7
2010021138,20110329,Jakub Voracek,CBJ,FLA,0.25,0,1,0,1,1.9,16.3,0.1952,0.1,0.192,31.6,30.92
2010021138,20110329,Derick Brassard,CBJ,FLA,2.25,1,4,0,1,2.4,18.5,0.2038,0.2,0.224,31.6,44.32
2010021138,20110329,R.J. Umberger,CBJ,FLA,5.25,0,2,1,1,2.4,21.3,0.3255,0.5,0.32,31.6,51.11
2010021138,20110329,Antoine Vermette,CBJ,FLA,4.25,1,3,1,1,2.3,18.5,0.2752,0.3,0.227,31.6,42.59
2010021138,20110329,Rick Nash,CBJ,FLA,8.75,1,5,1,1,4.2,20.0,0.3014,0.2,0.432,31.6,84.06
2010021138,20110329,Marty Reasoner,FLA,CBJ,1.0,0,0,0,0,1.7,20.5,0.2088,0.1,0.184,28.1,34.92
2010021138,20110329,Mike Santorelli,FLA,CBJ,3.5,0,2,1,0,2.8,17.0,0.2975,0.3,0.237,28.1,47.5
2010021138,20110329,Niclas Bergfors,FLA,CBJ,1.0,1,6,0,0,2.2,16.9,0.1517,0.2,0.182,28.1,37.25
2010021138,20110329,Sergei Samsonov,FLA,CBJ,0.0,0,1,0,0,1.7,19.4,0.1568,0.1,0.181,28.1,33.02
2010021138,20110329,Stephen Weiss,FLA,CBJ,4.5,1,4,1,0,2.1,22.1,0.25,0.4,0.288,28.1,46.48
2010021138,20110329,David Booth,FLA,CBJ,3.5,0,2,1,0,2.7,17.6,0.2936,0.4,0.276,28.1,47.47
2010021139,20110329,Andrew Ladd,ATL,MTL,6.5,0,1,1,0,2.5,20.2,0.4003,0.7,0.365,32.2,50.51
2010021139,20110329,Evander Kane,ATL,MTL,4.0,0,1,0,0,3.4,17.9,0.2817,0.1,0.273,32.2,60.79
2010021139,20110329,Blake Wheeler,ATL,MTL,5.0,1,3,1,0,2.7,18.8,0.343,0.6,0.216,32.2,50.75
2010021139,20110329,Bryan Little,ATL,MTL,5.0,1,6,1,0,2.9,19.4,0.3176,0.4,0.246,32.2,56.4
2010021139,20110329,Andrei Kostitsyn,MTL,ATL,-0.25,0,2,0,1,1.9,17.5,0.1847,0.1,0.253,27.0,33.2
2010021139,20110329,Michael Cammalleri,MTL,ATL,3.75,1,5,1,1,2.4,19.6,0.2708,0.2,0.262,27.0,47.14
2010021139,20110329,Brian Gionta,MTL,ATL,5.25,1,3,1,1,2.9,20.7,0.319,0.3,0.342,27.0,60.01
2010021139,20110329,Tomas Plekanec,MTL,ATL,1.75,1,3,0,1,2.1,18.3,0.1145,0.0,0.296,27.0,38.41
2010021140,20110329,Ryan Shannon,OTT,TBL,4.5,1,3,1,0,2.6,18.8,0.2688,0.4,0.137,30.7,48.93
2010021140,20110329,Colin Greening,OTT,TBL,2.5,0,1,0,0,2.7,16.6,0.2623,0.1,0.2,30.7,44.79
2010021140,20110329,Erik Condra,OTT,TBL,0.0,1,4,0,0,1.8,16.6,0.1702,0.2,0.3,30.7,29.79
2010021140,20110329,Nick Foligno,OTT,TBL,0.0,0,0,0,0,1.8,16.3,0.1592,0.2,0.158,30.7,29.36
2010021140,20110329,Jason Spezza,OTT,TBL,7.0,1,4,1,0,3.0,22.7,0.3776,0.4,0.286,30.7,68.17
2010021140,20110329,Milan Michalek,OTT,TBL,5.5,1,4,1,0,3.2,19.2,0.3446,0.2,0.267,30.7,61.34
2010021140,20110329,Simon Gagne,TBL,OTT,3.75,0,1,0,1,2.1,18.0,0.3777,0.5,0.286,34.6,37.84
2010021140,20110329,Nate Thompson,TBL,OTT,0.75,1,3,0,1,1.9,16.7,0.1664,0.2,0.125,34.6,31.65
2010021140,20110329,Martin St. Louis,TBL,OTT,4.75,1,5,0,1,2.5,21.2,0.2835,0.4,0.36,34.6,53.12
2010021140,20110329,Vincent Lecavalier,TBL,OTT,8.75,1,4,1,1,4.3,19.1,0.4227,0.2,0.345,34.6,82.16
2010021140,20110329,Dominic Moore,TBL,OTT,7.75,1,4,1,1,3.6,19.4,0.3903,0.4,0.214,34.6,69.91
2010021140,20110329,Steven Stamkos,TBL,OTT,7.75,1,8,1,1,3.2,20.8,0.3862,0.6,0.573,34.6,66.48
2010021141,20110329,Andrew Brunette,MIN,STL,1.0,0,2,1,0,1.8,16.5,0.2363,0.3,0.227,23.1,29.79
2010021141,20110329,Antti Miettinen,MIN,STL,1.0,0,0,0,0,2.0,16.4,0.1344,0.0,0.212,23.1,32.73
2010021141,20110329,Kyle Brodziak,MIN,STL,1.5,0,1,1,0,1.7,17.0,0.2862,0.4,0.219,23.1,28.94
2010021141,20110329,Martin Havlat,MIN,STL,1.5,0,0,0,0,2.5,17.8,0.2119,0.2,0.28,23.1,44.55
2010021141,20110329,Matt Cullen,MIN,STL,-0.5,0,2,0,0,1.9,17.8,0.1391,0.1,0.169,23.1,33.85
2010021141,20110329,Mikko Koivu,MIN,STL,5.5,1,3,1,0,3.7,17.5,0.326,0.4,0.266,23.1,64.82
2010021141,20110329,John Madden,MIN,STL,-0.5,0,0,0,0,1.7,17.3,0.2235,0.3,0.164,23.1,29.43
2010021141,20110329,Matt D'Agostini,STL,MIN,4.25,1,3,1,1,2.2,16.0,0.2797,0.4,0.253,32.6,35.31
2010021141,20110329,Chris Stewart,STL,MIN,5.25,1,3,1,1,2.8,19.0,0.257,0.3,0.436,32.6,53.28
2010021141,20110329,Patrik Berglund,STL,MIN,2.25,0,2,0,1,2.3,17.9,0.1786,0.1,0.257,32.6,41.09
2010021141,20110329,Andy McDonald,STL,MIN,8.75,0,1,1,1,3.7,21.5,0.3719,0.3,0.353,32.6,79.72
2010021141,20110329,David Backes,STL,MIN,2.75,0,2,0,1,2.2,19.6,0.1867,0.1,0.36,32.6,43.07
2010021142,20110329,Nick Spaling,NSH,VAN,0.75,0,0,0,1,1.6,16.3,0.2002,0.3,0.118,33.5,26.02
2010021142,20110329,Martin Erat,NSH,VAN,6.25,0,0,1,1,3.1,19.8,0.344,0.5,0.25,33.5,61.34
2010021142,20110329,Joel Ward,NSH,VAN,5.25,0,2,1,1,2.9,18.8,0.3484,0.5,0.135,33.5,54.47
2010021142,20110329,David Legwand,NSH,VAN,6.75,0,2,1,1,2.7,21.7,0.4017,0.2,0.293,33.5,58.68
2010021142,20110329,Mike Fisher,NSH,VAN,2.25,0,2,0,1,2.2,16.7,0.212,0.1,0.224,33.5,36.75
2010021142,20110329,Alexandre Burrows,VAN,NSH,0.0,1,3,0,0,1.8,17.5,0.208,0.1,0.333,31.2,31.48
2010021142,20110329,Henrik Sedin,VAN,NSH,3.0,0,1,1,0,1.7,18.1,0.3507,0.3,0.25,31.2,30.84
2010021142,20110329,Ryan Kesler,VAN,NSH,5.5,1,5,1,0,3.2,19.6,0.3227,0.3,0.474,31.2,62.85
2010021142,20110329,Daniel Sedin,VAN,NSH,7.5,1,4,1,0,4.0,17.3,0.4963,0.5,0.526,31.2,69.02
2010021143,20110329,Magnus Paajarvi,EDM,LAK,3.25,1,3,0,1,3.3,18.8,0.1963,0.2,0.164,28.1,61.98
2010021143,20110329,Andrew Cogliano,EDM,LAK,1.75,0,2,0,1,2.1,19.2,0.181,0.3,0.147,28.1,40.36
2010021143,20110329,Teemu Hartikainen,EDM,LAK,1.25,0,2,1,1,1.6,16.4,0.2482,0.2,0.2,28.1,26.26
2010021143,20110329,Ryan Jones,EDM,LAK,3.75,0,0,1,1,2.2,19.7,0.2585,0.2,0.23,28.1,43.32
2010021143,20110329,Jordan Eberle,EDM,LAK,3.25,1,3,1,1,2.0,17.7,0.2639,0.2,0.274,28.1,35.36
2010021143,20110329,Dustin Brown,LAK,EDM,4.0,1,9,1,0,2.0,18.1,0.2877,0.2,0.333,30.9,36.14
2010021143,20110329,Jarret Stoll,LAK,EDM,0.0,0,2,0,0,1.3,16.1,0.0815,0.1,0.253,30.9,20.93
2010021143,20110329,Dustin Penner,LAK,EDM,0.0,0,2,0,0,1.2,16.7,0.1078,0.1,0.311,30.9,20.07
2010021143,20110329,Michal Handzus,LAK,EDM,0.5,0,2,0,0,0.8,18.0,0.0742,0.0,0.147,30.9,14.43
2010021144,20110329,Eric Belanger,ARI,DAL,0.25,0,1,0,1,1.8,18.4,0.135,0.0,0.169,28.2,33.1
2010021144,20110329,Lee Stempniak,ARI,DAL,1.25,1,6,1,1,1.8,16.1,0.2375,0.2,0.221,28.2,28.97
2010021144,20110329,Shane Doan,ARI,DAL,6.75,1,4,1,1,3.0,21.6,0.3961,0.3,0.269,28.2,64.65
2010021144,20110329,Taylor Pyatt,ARI,DAL,1.75,0,1,0,1,2.0,18.1,0.1845,0.1,0.236,28.2,36.12
2010021144,20110329,Brad Richards,DAL,ARI,6.0,1,6,0,0,3.7,23.2,0.2363,0.0,0.391,34.4,85.78
2010021144,20110329,Jamie Benn,DAL,ARI,8.5,1,5,1,0,3.6,21.8,0.4011,0.4,0.344,34.4,78.33
2010021144,20110329,Loui Eriksson,DAL,ARI,4.5,0,2,1,0,2.2,19.5,0.264,0.2,0.338,34.4,42.91
2010021144,20110329,Steve Ott,DAL,ARI,0.5,0,0,0,0,0.8,16.4,0.0574,0.0,0.149,34.4,13.11
2010021144,20110329,Brenden Morrow,DAL,ARI,4.0,1,3,1,0,1.8,20.8,0.2705,0.1,0.378,34.4,37.35
2010021144,20110329,Jamie Langenbrunner,DAL,ARI,0.5,1,5,0,0,1.9,16.2,0.1763,0.1,0.145,34.4,30.71
2010021144,20110329,Mike Ribeiro,DAL,ARI,3.5,1,3,0,0,2.3,21.7,0.2128,0.0,0.216,34.4,49.91
2010021145,20110330,Jason Pominville,BUF,NYR,5.25,0,2,1,1,3.3,18.8,0.3015,0.4,0.299,29.0,62.19
2010021145,20110330,Brad Boyes,BUF,NYR,1.75,0,1,0,1,2.5,16.5,0.2009,0.2,0.221,29.0,41.19
2010021145,20110330,Drew Stafford,BUF,NYR,1.25,1,4,0,1,2.1,17.1,0.2272,0.4,0.5,29.0,36.0
2010021145,20110330,Thomas Vanek,BUF,NYR,5.75,1,4,1,1,3.3,17.6,0.563,0.5,0.36,29.0,58.07
2010021145,20110330,Tim Connolly,BUF,NYR,3.25,1,3,1,1,2.3,16.9,0.2961,0.3,0.177,29.0,38.79
2010021145,20110330,Brandon Dubinsky,NYR,BUF,5.0,0,2,0,0,3.2,20.8,0.3162,0.3,0.31,30.6,66.53
2010021145,20110330,Ryan Callahan,NYR,BUF,7.0,0,1,1,0,3.2,20.1,0.3875,0.4,0.411,30.6,64.45
2010021145,20110330,Artem Anisimov,NYR,BUF,4.0,0,0,1,0,2.7,16.1,0.3313,0.6,0.237,30.6,43.37
2010021145,20110330,Brian Boyle,NYR,BUF,2.0,0,2,0,0,2.8,16.4,0.2171,0.1,0.276,30.6,45.8
2010021146,20110330,Brian Rolston,NJD,NYI,4.25,0,2,0,1,3.0,18.6,0.2029,0.1,0.224,32.7,55.9
2010021146,20110330,Patrik Elias,NJD,NYI,3.25,0,1,0,1,2.7,18.6,0.1968,0.0,0.216,32.7,50.31
2010021146,20110330,Ilya Kovalchuk,NJD,NYI,7.75,1,8,1,1,3.2,24.2,0.4925,0.4,0.365,32.7,77.4
2010021146,20110330,Dainius Zubrus,NJD,NYI,1.25,0,0,0,1,1.6,18.1,0.1547,0.1,0.176,32.7,28.93
2010021146,20110330,Travis Zajac,NJD,NYI,5.75,0,0,1,1,2.4,20.4,0.2945,0.4,0.173,32.7,49.02
2010021146,20110330,Frans Nielsen,NYI,NJD,2.5,1,6,1,0,2.1,17.7,0.2043,0.4,0.159,21.6,37.08
2010021146,20110330,Matt Moulson,NYI,NJD,3.0,1,3,1,0,2.2,19.0,0.2102,0.2,0.394,21.6,41.89
2010021146,20110330,Josh Bailey,NYI,NJD,-0.5,0,2,0,0,1.1,17.1,0.163,0.1,0.172,21.6,18.77
2010021146,20110330,John Tavares,NYI,NJD,3.5,0,1,1,0,1.7,20.1,0.35,0.3,0.37,21.6,34.12
2010021146,20110330,PA Parenteau,NYI,NJD,0.0,0,2,0,0,1.7,19.3,0.2009,0.2,0.24,21.6,32.78
2010021146,20110330,Blake Comeau,NYI,NJD,-0.5,0,2,0,0,1.8,17.4,0.1659,0.1,0.296,21.6,31.4
2010021147,20110330,Brandon Sutter,CAR,MTL,2.25,0,2,0,1,2.0,16.2,0.2654,0.3,0.173,31.9,32.44
2010021147,20110330,Eric Staal,CAR,MTL,9.25,1,4,1,1,4.0,22.7,0.4363,0.4,0.413,31.9,90.99
2010021147,20110330,Tuomo Ruutu,CAR,MTL,3.75,0,0,0,1,3.0,17.5,0.2521,0.1,0.237,31.9,52.63
2010021147,20110330,Erik Cole,CAR,MTL,5.75,1,3,1,1,2.9,18.8,0.5629,0.8,0.303,31.9,54.46
2010021147,20110330,Jeff Skinner,CAR,MTL,3.75,1,5,0,1,3.0,17.4,0.2888,0.2,0.355,31.9,52.2
2010021147,20110330,Jussi Jokinen,CAR,MTL,2.25,1,3,1,1,1.8,17.9,0.3012,0.5,0.266,31.9,32.21
2010021147,20110330,Cory Stillman,CAR,MTL,0.75,0,1,0,1,1.7,19.1,0.1181,0.1,0.169,31.9,32.52
2010021147,20110330,Andrei Kostitsyn,MTL,CAR,1.5,1,3,1,0,1.8,17.2,0.2344,0.3,0.263,31.1,30.96
2010021147,20110330,Michael Cammalleri,MTL,CAR,4.5,1,4,1,0,2.7,19.6,0.2999,0.2,0.258,31.1,52.83
2010021147,20110330,Brian Gionta,MTL,CAR,5.5,1,3,1,0,2.7,20.8,0.2521,0.1,0.338,31.1,56.27
2010021147,20110330,Tomas Plekanec,MTL,CAR,2.0,1,4,0,0,2.3,18.1,0.1227,0.0,0.292,31.1,41.52
2010021148,20110330,Daniel Cleary,DET,STL,5.75,1,6,1,1,3.0,18.3,0.3673,0.4,0.387,23.1,54.79
2010021148,20110330,Johan Franzen,DET,STL,5.75,0,2,1,1,3.7,17.2,0.3165,0.1,0.386,23.1,63.47
2010021148,20110330,Valtteri Filppula,DET,STL,-0.25,0,2,0,1,1.8,18.0,0.2322,0.2,0.246,23.1,32.33
2010021148,20110330,Henrik Zetterberg,DET,STL,4.75,1,4,0,1,3.7,19.8,0.2871,0.0,0.303,23.1,73.38
2010021148,20110330,Matt D'Agostini,STL,DET,3.5,1,3,1,0,2.4,16.7,0.2976,0.4,0.25,30.9,40.1
2010021148,20110330,Chris Stewart,STL,DET,5.5,1,6,1,0,3.1,18.7,0.2756,0.3,0.464,30.9,58.12
2010021148,20110330,Patrik Berglund,STL,DET,2.0,1,3,0,0,2.3,18.1,0.1607,0.1,0.253,30.9,41.57
2010021148,20110330,Andy McDonald,STL,DET,7.0,1,7,1,0,3.1,21.1,0.3588,0.4,0.346,30.9,65.43
2010021148,20110330,David Backes,STL,DET,2.0,0,2,0,0,2.3,19.6,0.2164,0.1,0.355,30.9,45.01
2010021149,20110330,Teemu Selanne,ANA,CGY,6.5,0,2,1,0,3.5,18.7,0.4267,0.5,0.418,29.4,65.55
2010021149,20110330,Bobby Ryan,ANA,CGY,7.0,0,1,1,0,3.8,20.5,0.3244,0.5,0.421,29.4,77.84
2010021149,20110330,Ryan Getzlaf,ANA,CGY,1.5,0,0,0,0,1.7,23.1,0.3073,0.3,0.295,29.4,39.19
2010021149,20110330,Saku Koivu,ANA,CGY,0.0,0,1,0,0,1.6,18.3,0.1317,0.0,0.203,29.4,29.32
2010021149,20110330,Corey Perry,ANA,CGY,9.0,1,8,1,0,5.1,24.0,0.5691,0.4,0.579,29.4,122.61
2010021149,20110330,Olli Jokinen,CGY,ANA,2.25,0,2,0,1,2.0,19.0,0.1836,0.2,0.216,31.0,38.05
2010021149,20110330,Alex Tanguay,CGY,ANA,1.75,0,0,0,1,1.6,21.0,0.098,0.1,0.257,31.0,33.61
2010021149,20110330,Jarome Iginla,CGY,ANA,7.25,0,2,1,1,3.0,21.6,0.4821,0.5,0.468,31.0,64.86
2010021149,20110330,Curtis Glencross,CGY,ANA,0.75,0,0,0,1,1.9,18.7,0.1649,0.1,0.311,31.0,35.5
2010021149,20110330,Rene Bourque,CGY,ANA,6.75,1,4,1,1,3.5,20.0,0.3306,0.3,0.347,31.0,69.88
2010021150,20110331,Milan Lucic,BOS,TOR,2.75,1,4,0,1,2.5,17.4,0.2411,0.2,0.411,32.8,43.53
2010021150,20110331,David Krejci,BOS,TOR,0.75,1,3,0,1,1.5,17.9,0.1854,0.2,0.174,32.8,26.92
2010021150,20110331,Patrice Bergeron,BOS,TOR,4.75,0,2,0,1,3.0,18.4,0.262,0.2,0.293,32.8,55.11
2010021150,20110331,Mark Recchi,BOS,TOR,4.25,0,2,1,1,2.4,16.1,0.263,0.4,0.171,32.8,38.55
2010021150,20110331,Nathan Horton,BOS,TOR,4.25,0,0,1,1,2.1,16.3,0.3329,0.4,0.324,32.8,34.31
2010021150,20110331,Joffrey Lupul,TOR,BOS,5.5,0,2,1,0,2.5,18.0,0.3874,0.4,0.224,32.1,45.12
2010021150,20110331,Phil Kessel,TOR,BOS,5.0,1,3,1,0,2.6,19.1,0.2548,0.2,0.377,32.1,49.75
2010021150,20110331,Clarke MacArthur,TOR,BOS,0.5,0,2,0,0,1.5,17.0,0.1526,0.3,0.273,32.1,25.43
2010021150,20110331,Tyler Bozak,TOR,BOS,0.5,0,1,0,0,1.0,17.9,0.1282,0.2,0.169,32.1,17.9
2010021150,20110331,Nikolay Kulemin,TOR,BOS,0.5,0,2,0,0,1.2,17.3,0.1588,0.3,0.364,32.1,20.78
2010021150,20110331,Mikhail Grabovski,TOR,BOS,6.0,1,4,1,0,2.8,20.3,0.2996,0.2,0.382,32.1,56.72
2010021151,20110331,Frans Nielsen,NYI,NYR,3.25,0,0,1,1,2.5,17.3,0.24,0.4,0.186,29.6,43.36
2010021151,20110331,Matt Moulson,NYI,NYR,1.75,1,6,0,1,2.4,18.9,0.2233,0.2,0.389,29.6,45.36
2010021151,20110331,Josh Bailey,NYI,NYR,-0.25,0,2,0,1,1.2,17.3,0.2333,0.3,0.169,29.6,20.75
2010021151,20110331,John Tavares,NYI,NYR,2.25,1,5,1,1,1.7,19.8,0.345,0.3,0.365,29.6,33.71
2010021151,20110331,PA Parenteau,NYI,NYR,1.75,0,2,1,1,1.8,19.1,0.2397,0.3,0.237,29.6,34.34
2010021151,20110331,Blake Comeau,NYI,NYR,-0.25,0,1,0,1,1.9,17.6,0.1575,0.1,0.292,29.6,33.37
2010021151,20110331,Brandon Dubinsky,NYR,NYI,6.5,0,1,1,0,3.1,20.8,0.3187,0.3,0.306,31.8,64.4
2010021151,20110331,Marian Gaborik,NYR,NYI,5.5,0,2,1,0,3.3,16.1,0.444,0.3,0.386,31.8,53.1
2010021151,20110331,Ryan Callahan,NYR,NYI,7.0,1,3,1,0,3.2,20.4,0.3866,0.4,0.404,31.8,65.15
2010021151,20110331,Artem Anisimov,NYR,NYI,2.0,1,3,0,0,2.1,16.2,0.2713,0.4,0.234,31.8,33.97
2010021151,20110331,Brian Boyle,NYR,NYI,3.0,1,4,0,0,3.0,16.7,0.2229,0.1,0.273,31.8,50.03
2010021152,20110331,Andrew Ladd,ATL,PHI,3.5,0,1,0,0,2.1,20.2,0.2601,0.4,0.36,30.1,42.41
2010021152,20110331,Evander Kane,ATL,PHI,6.0,0,1,1,0,3.5,17.7,0.2987,0.1,0.269,30.1,61.83
2010021152,20110331,Blake Wheeler,ATL,PHI,4.5,0,2,1,0,2.7,18.9,0.2683,0.4,0.213,30.1,51.1
2010021152,20110331,Bryan Little,ATL,PHI,5.5,0,1,1,0,3.2,19.5,0.3094,0.4,0.243,30.1,62.53
2010021152,20110331,Claude Giroux,PHI,ATL,0.25,1,7,0,1,1.4,19.9,0.1296,0.1,0.329,26.7,27.86
2010021152,20110331,Jeff Carter,PHI,ATL,7.25,0,2,1,1,4.5,18.2,0.3223,0.6,0.473,26.7,82.05
2010021152,20110331,Scott Hartnell,PHI,ATL,1.75,1,4,1,1,1.9,17.3,0.2968,0.5,0.276,26.7,32.88
2010021152,20110331,Ville Leino,PHI,ATL,-0.25,0,2,0,1,1.6,16.8,0.2349,0.2,0.253,26.7,26.84
2010021152,20110331,Mike Richards,PHI,ATL,1.25,1,4,0,1,2.0,17.7,0.2046,0.3,0.28,26.7,35.46
2010021152,20110331,Daniel Briere,PHI,ATL,1.75,1,6,0,1,2.3,19.6,0.2106,0.1,0.438,26.7,45.12
2010021153,20110331,Jakub Voracek,CBJ,WSH,-0.5,0,0,0,0,1.8,16.6,0.1844,0.1,0.189,28.7,29.82
