game_id,date,season,name,team,opp,qs_v10,scored,pp1,is_home,is_b2b,opp_is_b2b,ixg_l10,hdcf_l10,sog_l10,atoi_l10,season_g,ga_g,hdca_g,l3_goals,l5_goals,l3_scored,l5_scored,l10_goals,l10_scored,consec_goals,luck_factor
2008020362,20081203,2008,Jordan Staal,PIT,NYR,9.109,1,1,0,0,0,0.3329,0.4,2.6,20.2,0.304,2.7,3.0,0.0,0.0,0,0,6.0,3,0,1.802
2008020362,20081203,2008,Evgeni Malkin,PIT,NYR,9.335,0,1,0,0,0,0.3145,0.3,2.7,23.0,0.435,2.7,3.0,3.0,3.0,1,1,6.0,4,0,1.908
2008020362,20081203,2008,Miroslav Satan,PIT,NYR,3.881,0,0,0,0,0,0.1726,0.0,1.9,18.4,0.391,2.7,3.0,0.0,1.0,0,1,1.0,1,0,0.579
2008020363,20081203,2008,Pierre-Marc Bouchard,MIN,STL,6.44,0,1,1,0,0,0.2521,0.2,2.5,16.2,0.25,2.6,2.2,3.0,3.0,2,2,3.0,2,2,1.19
2008020363,20081203,2008,Owen Nolan,MIN,STL,7.56,0,1,1,0,0,0.3664,0.3,2.8,17.0,0.333,2.6,2.2,3.0,4.0,3,4,4.0,4,4,1.092
2008020363,20081203,2008,Eric Belanger,MIN,STL,3.287,1,0,1,0,0,0.1883,0.1,2.1,17.7,0.273,2.6,2.2,2.0,2.0,2,2,3.0,3,0,1.593
2008020363,20081203,2008,Andrew Brunette,MIN,STL,3.287,1,0,1,0,0,0.1544,0.2,1.3,17.5,0.348,2.6,2.2,1.0,2.0,1,2,3.0,3,0,1.943
2008020363,20081203,2008,Antti Miettinen,MIN,STL,3.715,1,0,1,0,0,0.0733,0.0,1.4,18.0,0.261,2.6,2.2,0.0,0.0,0,0,0.0,0,0,0.0
2008020363,20081203,2008,Mikko Koivu,MIN,STL,9.751,0,1,1,0,0,0.3779,0.3,3.7,22.4,0.391,2.6,2.2,4.0,4.0,3,3,7.0,5,3,1.852
2008020363,20081203,2008,Brad Boyes,STL,MIN,10.439,0,1,0,0,0,0.4683,0.6,3.1,20.0,0.545,2.5,1.7,2.0,4.0,2,3,5.0,4,2,1.068
2008020363,20081203,2008,David Backes,STL,MIN,4.059,0,0,0,0,0,0.2216,0.3,1.7,16.3,0.182,2.5,1.7,1.0,1.0,1,1,2.0,2,1,0.903
2008020363,20081203,2008,Keith Tkachuk,STL,MIN,7.56,0,1,0,0,0,0.2658,0.3,2.5,19.1,0.5,2.5,1.7,2.0,2.0,2,2,2.0,2,1,0.752
2008020364,20081203,2008,Teemu Selanne,ANA,CHI,9.751,1,1,0,0,0,0.3473,0.3,3.4,17.7,0.5,3.0,2.6,1.0,3.0,1,2,4.0,3,0,1.152
2008020364,20081203,2008,Corey Perry,ANA,CHI,10.713,0,1,0,0,0,0.3881,0.2,3.0,19.0,0.269,3.0,2.6,0.0,1.0,0,1,3.0,3,0,0.773
2008020364,20081203,2008,Ryan Getzlaf,ANA,CHI,10.713,0,1,0,0,0,0.3398,0.2,3.4,20.0,0.4,3.0,2.6,2.0,2.0,2,2,4.0,4,0,1.177
2008020364,20081203,2008,Rob Niedermayer,ANA,CHI,4.451,0,0,0,0,0,0.1203,0.2,1.2,16.3,0.208,3.0,2.6,2.0,2.0,1,1,2.0,1,0,1.663
2008020364,20081203,2008,Jonathan Toews,CHI,ANA,3.055,1,0,1,0,0,0.1895,0.1,2.3,19.1,0.182,2.1,1.7,2.0,2.0,1,1,4.0,3,0,2.111
2008020364,20081203,2008,Patrick Sharp,CHI,ANA,7.56,1,1,1,0,0,0.3264,0.3,2.6,19.3,0.591,2.1,1.7,1.0,3.0,1,2,4.0,3,1,1.225
2008020364,20081203,2008,Martin Havlat,CHI,ANA,3.055,1,0,1,0,0,0.1695,0.1,2.6,17.1,0.273,2.1,1.7,0.0,1.0,0,1,2.0,2,0,1.18
2008020364,20081203,2008,Patrick Kane,CHI,ANA,7.56,0,1,1,0,0,0.3322,0.3,3.0,19.3,0.545,2.1,1.7,1.0,4.0,1,3,6.0,5,1,1.806
2008020364,20081203,2008,Kris Versteeg,CHI,ANA,4.891,0,1,1,0,0,0.2628,0.3,2.4,17.9,0.318,2.1,1.7,0.0,1.0,0,1,5.0,4,0,1.903
2008020365,20081203,2008,James Neal,DAL,EDM,5.894,0,1,0,1,0,0.2295,0.3,2.5,16.4,0.316,2.8,2.4,1.0,3.0,1,2,4.0,3,0,1.743
2008020365,20081203,2008,Brad Richards,DAL,EDM,3.881,0,0,0,1,0,0.1966,0.0,2.2,21.9,0.261,2.8,2.4,0.0,1.0,0,1,2.0,2,0,1.017
2008020365,20081203,2008,Mike Modano,DAL,EDM,6.44,1,1,0,1,0,0.2328,0.2,2.4,18.5,0.375,2.8,2.4,1.0,3.0,1,2,5.0,4,0,2.148
2008020365,20081203,2008,Loui Eriksson,DAL,EDM,3.419,0,1,0,1,0,0.2031,0.1,1.7,19.8,0.5,2.8,2.4,2.0,3.0,2,3,6.0,5,1,2.954
2008020365,20081203,2008,Shawn Horcoff,EDM,DAL,6.164,1,0,1,0,1,0.1725,0.1,1.9,21.5,0.261,3.1,2.4,1.0,2.0,1,2,2.0,2,0,1.159
2008020365,20081203,2008,Ethan Moreau,EDM,DAL,6.164,0,1,1,0,1,0.2004,0.3,2.1,16.8,0.217,3.1,2.4,0.0,0.0,0,0,1.0,1,0,0.499
2008020365,20081203,2008,Ales Hemsky,EDM,DAL,8.37,1,1,1,0,1,0.3474,0.4,3.2,19.0,0.304,3.1,2.4,2.0,2.0,2,2,3.0,3,1,0.864
2008020365,20081203,2008,Dustin Penner,EDM,DAL,6.164,0,1,1,0,1,0.2147,0.1,1.7,17.4,0.238,3.1,2.4,1.0,2.0,1,2,2.0,2,0,0.932
2008020366,20081204,2008,Robert Lang,MTL,NYR,8.106,1,1,1,0,1,0.4075,0.4,2.4,17.8,0.292,2.7,3.1,1.0,1.0,1,1,3.0,3,1,0.736
2008020366,20081204,2008,Chris Higgins,MTL,NYR,4.249,0,0,1,0,1,0.2486,0.1,2.2,17.0,0.278,2.7,3.1,0.0,1.0,0,1,1.0,1,0,0.402
2008020366,20081204,2008,Alex Kovalev,MTL,NYR,8.873,0,1,1,0,1,0.329,0.1,3.1,20.6,0.208,2.7,3.1,0.0,0.0,0,0,0.0,0,0,0.0
2008020366,20081204,2008,Saku Koivu,MTL,NYR,7.836,0,1,1,0,1,0.3016,0.4,2.2,18.3,0.292,2.7,3.1,0.0,0.0,0,0,1.0,1,0,0.332
2008020366,20081204,2008,Tomas Plekanec,MTL,NYR,3.561,0,0,1,0,1,0.1567,0.0,2.6,17.4,0.25,2.7,3.1,1.0,2.0,1,2,2.0,2,1,1.276
2008020366,20081204,2008,Chris Drury,NYR,MTL,7.0,0,1,0,1,0,0.3737,0.6,3.3,22.6,0.286,2.3,2.8,0.0,0.0,0,0,2.0,2,0,0.535
2008020366,20081204,2008,Nikolay Zherdev,NYR,MTL,5.374,0,1,0,1,0,0.3124,0.2,3.1,17.6,0.321,2.3,2.8,2.0,2.0,2,2,4.0,3,1,1.28
2008020366,20081204,2008,Ryan Callahan,NYR,MTL,2.861,0,0,0,1,0,0.2123,0.2,3.1,19.1,0.214,2.3,2.8,0.0,0.0,0,0,1.0,1,0,0.471
2008020366,20081204,2008,Markus Naslund,NYR,MTL,7.281,1,1,0,1,0,0.4027,0.6,3.2,19.4,0.321,2.3,2.8,0.0,2.0,0,1,4.0,3,0,0.993
2008020367,20081204,2008,Dainius Zubrus,NJD,PHI,2.861,0,0,0,0,0,0.1656,0.2,1.9,16.3,0.273,2.5,3.0,4.0,4.0,1,1,4.0,1,0,2.415
2008020367,20081204,2008,Travis Zajac,NJD,PHI,4.059,0,0,0,0,0,0.2137,0.2,2.1,20.4,0.182,2.5,3.0,1.0,2.0,1,2,3.0,3,0,1.404
2008020367,20081204,2008,Zach Parise,NJD,PHI,9.751,1,1,0,0,0,0.3097,0.1,4.2,20.2,0.591,2.5,3.0,1.0,1.0,1,1,4.0,4,0,1.292
2008020367,20081204,2008,Patrik Elias,NJD,PHI,5.63,1,0,0,0,0,0.2428,0.1,3.2,19.5,0.364,2.5,3.0,0.0,1.0,0,1,4.0,3,0,1.647
2008020367,20081204,2008,Brian Gionta,NJD,PHI,5.374,0,1,0,0,0,0.3342,0.3,3.4,16.6,0.333,2.5,3.0,2.0,4.0,2,4,5.0,5,0,1.496
2008020367,20081204,2008,Simon Gagne,PHI,NJD,6.44,0,0,1,0,0,0.1638,0.1,2.4,20.9,0.565,3.0,2.6,0.0,2.0,0,1,5.0,3,0,3.053
2008020367,20081204,2008,Mike Richards,PHI,NJD,10.945,0,1,1,0,0,0.3331,0.6,4.0,22.3,0.417,3.0,2.6,4.0,4.0,2,2,5.0,3,2,1.501
2008020367,20081204,2008,Jeff Carter,PHI,NJD,11.433,0,1,1,0,0,0.4763,0.4,5.2,20.9,0.75,3.0,2.6,3.0,4.0,2,3,9.0,7,1,1.89
2008020367,20081204,2008,Scott Hartnell,PHI,NJD,5.127,0,0,1,0,0,0.1492,0.0,2.7,17.1,0.25,3.0,2.6,0.0,0.0,0,0,2.0,2,0,1.34
2008020367,20081204,2008,Mike Knuble,PHI,NJD,5.63,0,0,1,0,0,0.2019,0.1,2.3,19.2,0.417,3.0,2.6,0.0,2.0,0,1,4.0,3,0,1.981
2008020368,20081204,2008,Doug Weight,NYI,WSH,5.127,0,0,0,0,0,0.1125,0.1,1.9,19.5,0.208,3.7,1.7,1.0,1.0,1,1,2.0,2,0,1.778
2008020368,20081204,2008,Andy Hilbert,NYI,WSH,4.665,0,0,0,0,0,0.1121,0.0,2.2,17.7,0.25,3.7,1.7,1.0,2.0,1,2,3.0,3,1,2.676
2008020368,20081204,2008,Trent Hunter,NYI,WSH,10.713,1,1,0,0,0,0.4466,0.5,3.6,17.0,0.417,3.7,1.7,2.0,3.0,2,3,5.0,5,1,1.12
2008020368,20081204,2008,Bill Guerin,NYI,WSH,9.941,0,1,0,0,0,0.2633,0.3,3.8,18.8,0.375,3.7,1.7,1.0,3.0,1,3,4.0,4,0,1.519
2008020368,20081204,2008,Nicklas Backstrom,WSH,NYI,8.626,1,1,1,0,0,0.2954,0.3,2.1,19.6,0.24,3.1,1.9,1.0,2.0,1,2,5.0,5,1,1.693
2008020368,20081204,2008,Tomas Fleischmann,WSH,NYI,9.335,0,1,1,0,0,0.3449,0.4,1.9,16.0,0.4,3.1,1.9,2.0,2.0,2,2,6.0,6,1,1.74
2008020368,20081204,2008,Brooks Laich,WSH,NYI,4.451,0,0,1,0,0,0.1669,0.1,1.5,17.3,0.2,3.1,1.9,0.0,0.0,0,0,2.0,2,0,1.198
2008020368,20081204,2008,Alex Ovechkin,WSH,NYI,11.631,1,1,1,0,0,0.869,1.1,6.3,23.8,0.565,3.1,1.9,1.0,5.0,1,3,9.0,6,0,1.036
2008020368,20081204,2008,Viktor Kozlov,WSH,NYI,5.127,1,0,1,0,0,0.2125,0.0,2.1,18.1,0.2,3.1,1.9,1.0,2.0,1,2,3.0,3,1,1.412
2008020369,20081204,2008,Ray Whitney,CAR,PIT,10.713,0,1,1,0,1,0.461,0.6,3.5,19.1,0.28,2.8,1.9,0.0,0.0,0,0,3.0,2,0,0.651
2008020369,20081204,2008,Rod Brind'Amour,CAR,PIT,5.127,0,0,1,0,1,0.1596,0.1,1.9,20.4,0.28,2.8,1.9,0.0,0.0,0,0,2.0,2,0,1.253
2008020369,20081204,2008,Eric Staal,CAR,PIT,11.047,0,1,1,0,1,0.499,0.4,3.8,20.6,0.32,2.8,1.9,0.0,0.0,0,0,3.0,1,0,0.601
2008020369,20081204,2008,Tuomo Ruutu,CAR,PIT,9.751,1,1,1,0,1,0.4209,0.9,2.7,18.0,0.364,2.8,1.9,1.0,2.0,1,2,3.0,3,0,0.713
2008020369,20081204,2008,Sidney Crosby,PIT,CAR,10.945,0,1,0,1,0,0.5078,0.5,3.9,23.4,0.542,3.0,3.0,5.0,6.0,2,3,10.0,6,0,1.969
2008020369,20081204,2008,Jordan Staal,PIT,CAR,9.549,0,1,0,1,0,0.3403,0.4,2.7,20.2,0.333,3.0,3.0,1.0,1.0,1,1,6.0,3,1,1.763
2008020369,20081204,2008,Evgeni Malkin,PIT,CAR,9.751,0,1,0,1,0,0.3403,0.4,2.8,22.9,0.417,3.0,3.0,0.0,3.0,0,1,6.0,4,0,1.763
2008020369,20081204,2008,Miroslav Satan,PIT,CAR,3.715,1,0,0,1,0,0.2014,0.1,1.7,18.0,0.375,3.0,3.0,0.0,0.0,0,0,1.0,1,0,0.497
2008020370,20081204,2008,Marc Savard,BOS,TBL,8.873,0,1,0,0,0,0.2344,0.3,2.4,18.8,0.348,3.5,2.7,0.0,1.0,0,1,3.0,3,0,1.28
2008020370,20081204,2008,David Krejci,BOS,TBL,3.881,1,0,0,0,0,0.1533,0.2,1.7,16.9,0.304,3.5,2.7,2.0,3.0,2,3,4.0,4,2,2.609
2008020370,20081204,2008,Phil Kessel,BOS,TBL,9.751,1,1,0,0,0,0.3327,0.4,3.4,16.4,0.522,3.5,2.7,3.0,4.0,3,4,5.0,5,3,1.503
2008020370,20081204,2008,Ryan Malone,TBL,BOS,6.164,0,1,1,0,0,0.308,0.5,1.5,16.0,0.35,1.9,2.2,2.0,4.0,2,4,5.0,5,0,1.623
2008020370,20081204,2008,Martin St. Louis,TBL,BOS,7.836,1,1,1,0,0,0.3799,0.4,2.7,21.1,0.208,1.9,2.2,0.0,1.0,0,1,2.0,2,0,0.526
2008020370,20081204,2008,Jussi Jokinen,TBL,BOS,2.567,0,0,1,0,0,0.1134,0.2,1.3,16.6,0.25,1.9,2.2,0.0,0.0,0,0,1.0,1,0,0.882
2008020370,20081204,2008,Vinny Prospal,TBL,BOS,6.44,0,1,1,0,0,0.3183,0.4,2.1,19.9,0.208,1.9,2.2,1.0,1.0,1,1,2.0,2,1,0.628
2008020370,20081204,2008,Mark Recchi,TBL,BOS,3.561,0,0,1,0,0,0.2418,0.3,2.0,17.4,0.25,1.9,2.2,1.0,2.0,1,2,4.0,4,1,1.654
2008020370,20081204,2008,Vincent Lecavalier,TBL,BOS,5.374,0,0,1,0,0,0.2218,0.1,3.4,20.0,0.417,1.9,2.2,1.0,1.0,1,1,4.0,3,0,1.803
2008020371,20081204,2008,Ales Kotalik,BUF,FLA,4.665,1,0,0,0,0,0.2229,0.0,3.6,16.4,0.294,2.4,1.6,0.0,1.0,0,1,1.0,1,0,0.449
2008020371,20081204,2008,Derek Roy,BUF,FLA,7.56,0,1,0,0,0,0.2622,0.1,2.6,20.7,0.25,2.4,1.6,0.0,3.0,0,2,4.0,3,0,1.526
2008020371,20081204,2008,Thomas Vanek,BUF,FLA,9.751,0,1,0,0,0,0.6969,1.0,3.4,18.0,0.75,2.4,1.6,3.0,3.0,2,2,6.0,4,0,0.861
2008020371,20081204,2008,Jason Pominville,BUF,FLA,4.249,0,0,0,0,0,0.2002,0.2,2.6,20.3,0.333,2.4,1.6,0.0,0.0,0,0,4.0,4,0,1.998
2008020371,20081204,2008,Gregory Campbell,FLA,BUF,5.894,1,1,1,0,0,0.2933,0.4,1.8,16.9,0.263,3.8,2.0,2.0,3.0,2,3,5.0,4,2,1.705
2008020372,20081204,2008,Mikael Samuelsson,DET,VAN,2.953,0,0,1,0,0,0.2115,0.2,3.4,16.3,0.208,2.2,2.6,0.0,1.0,0,1,3.0,3,0,1.418
2008020372,20081204,2008,Marian Hossa,DET,VAN,10.285,0,1,1,0,0,0.5782,0.5,4.4,18.1,0.583,2.2,2.6,3.0,3.0,2,2,6.0,4,1,1.038
2008020372,20081204,2008,Johan Franzen,DET,VAN,5.127,0,0,1,0,0,0.335,0.4,2.3,18.8,0.579,2.2,2.6,1.0,2.0,1,2,5.0,5,1,1.493
2008020372,20081204,2008,Pavel Datsyuk,DET,VAN,5.374,0,0,1,0,0,0.3442,0.3,2.9,19.1,0.333,2.2,2.6,0.0,1.0,0,1,4.0,4,0,1.162
2008020372,20081204,2008,Henrik Zetterberg,DET,VAN,9.751,0,1,1,0,0,0.3871,0.3,3.6,20.6,0.5,2.2,2.6,1.0,1.0,1,1,2.0,2,0,0.517
2008020372,20081204,2008,Daniel Sedin,VAN,DET,9.751,0,1,0,0,0,0.4361,0.4,3.3,20.3,0.44,2.4,2.0,1.0,3.0,1,3,6.0,6,0,1.376
2008020372,20081204,2008,Pavol Demitra,VAN,DET,6.164,0,1,0,0,0,0.347,0.4,2.6,17.5,0.467,2.4,2.0,0.0,2.0,0,1,6.0,5,0,1.729
2008020372,20081204,2008,Ryan Kesler,VAN,DET,3.287,0,0,0,0,0,0.2035,0.4,1.8,19.7,0.2,2.4,2.0,0.0,0.0,0,0,1.0,1,0,0.491
2008020372,20081204,2008,Alexandre Burrows,VAN,DET,2.953,1,0,0,0,0,0.1621,0.2,1.7,16.5,0.24,2.4,2.0,0.0,0.0,0,0,2.0,1,0,1.234
2008020373,20081204,2008,Milan Hejduk,COL,NSH,8.873,0,1,0,0,0,0.3028,0.2,2.3,20.5,0.417,2.6,3.9,1.0,1.0,1,1,2.0,2,1,0.661
2008020373,20081204,2008,Ryan Smyth,COL,NSH,6.164,1,0,0,0,0,0.2546,0.2,2.7,20.7,0.292,2.6,3.9,1.0,2.0,1,2,3.0,3,0,1.178
2008020373,20081204,2008,Paul Stastny,COL,NSH,4.249,0,0,0,0,0,0.1881,0.1,2.2,21.6,0.25,2.6,3.9,2.0,2.0,1,1,3.0,2,1,1.595
2008020373,20081204,2008,J-P Dumont,NSH,COL,5.63,0,1,1,0,0,0.3068,0.2,2.1,16.9,0.208,2.6,2.4,1.0,1.0,1,1,3.0,3,1,0.978
2008020373,20081204,2008,Martin Erat,NSH,COL,3.715,0,0,1,0,0,0.0821,0.0,1.9,18.1,0.333,2.6,2.4,0.0,0.0,0,0,1.0,1,0,1.218
2008020373,20081204,2008,Jason Arnott,NSH,COL,8.106,0,1,1,0,0,0.3402,0.3,4.0,18.2,0.619,2.6,2.4,3.0,5.0,3,4,7.0,6,3,2.058
2008020374,20081204,2008,Shane Doan,ARI,TOR,6.44,0,0,1,0,0,0.1916,0.1,2.1,21.2,0.5,3.3,2.4,1.0,1.0,1,1,3.0,3,1,1.566
2008020374,20081204,2008,Peter Mueller,ARI,TOR,4.451,0,0,1,0,0,0.1556,0.2,1.6,16.4,0.208,3.3,2.4,0.0,0.0,0,0,0.0,0,0,0.0
2008020374,20081204,2008,Mikkel Boedker,ARI,TOR,5.127,0,0,1,0,0,0.0711,0.0,1.2,18.1,0.208,3.3,2.4,0.0,0.0,0,0,0.0,0,0,0.0
2008020374,20081204,2008,Nik Antropov,TOR,ARI,10.713,0,1,0,0,0,0.4204,0.5,3.6,17.5,0.375,3.0,2.1,1.0,2.0,1,2,5.0,5,0,1.189
2008020374,20081204,2008,Niklas Hagman,TOR,ARI,7.56,0,0,0,0,0,0.2836,0.4,3.1,18.8,0.333,3.0,2.1,1.0,2.0,1,2,4.0,3,1,1.41
2008020374,20081204,2008,Lee Stempniak,TOR,ARI,6.44,0,0,0,0,0,0.2811,0.2,3.1,18.0,0.211,3.0,2.1,1.0,1.0,1,1,3.0,3,0,1.067
2008020374,20081204,2008,Mikhail Grabovski,TOR,ARI,9.941,0,1,0,0,0,0.3284,0.3,1.7,18.3,0.375,3.0,2.1,1.0,1.0,1,1,3.0,3,0,0.914
2008020374,20081204,2008,Matt Stajan,TOR,ARI,9.109,0,1,0,0,0,0.3697,0.2,1.7,17.1,0.304,3.0,2.1,1.0,1.0,1,1,4.0,4,0,1.082
2008020375,20081204,2008,Rick Nash,CBJ,SJS,5.63,1,0,0,0,0,0.286,0.3,2.6,19.9,0.5,2.5,3.0,2.0,3.0,1,2,7.0,6,0,2.448
2008020375,20081204,2008,Kristian Huselius,CBJ,SJS,9.549,0,1,0,0,0,0.3879,0.3,3.1,18.4,0.391,2.5,3.0,1.0,2.0,1,2,4.0,4,1,1.031
2008020375,20081204,2008,Jason Chimera,CBJ,SJS,2.953,0,0,0,0,0,0.1697,0.1,2.6,18.1,0.25,2.5,3.0,0.0,1.0,0,1,2.0,2,0,1.179
2008020375,20081204,2008,R.J. Umberger,CBJ,SJS,7.56,0,1,0,0,0,0.3046,0.2,3.0,17.5,0.333,2.5,3.0,0.0,1.0,0,1,3.0,2,0,0.985
2008020375,20081204,2008,Milan Michalek,SJS,CBJ,5.374,0,0,1,0,0,0.273,0.1,2.8,18.4,0.304,2.6,1.9,1.0,1.0,1,1,4.0,3,0,1.465
2008020375,20081204,2008,Joe Pavelski,SJS,CBJ,9.941,0,1,1,0,0,0.5044,0.8,3.1,18.9,0.44,2.6,1.9,4.0,4.0,3,3,6.0,4,3,1.19
2008020375,20081204,2008,Ryane Clowe,SJS,CBJ,3.419,0,0,1,0,0,0.1982,0.4,1.6,17.8,0.44,2.6,1.9,0.0,2.0,0,1,3.0,2,0,1.514
2008020375,20081204,2008,Devin Setoguchi,SJS,CBJ,8.873,0,1,1,0,0,0.5837,0.8,4.1,17.1,0.52,2.6,1.9,1.0,2.0,1,2,6.0,5,1,1.028
2008020375,20081204,2008,Patrick Marleau,SJS,CBJ,10.439,1,1,1,0,0,0.3892,0.5,3.7,20.5,0.44,2.6,1.9,0.0,2.0,0,2,4.0,4,0,1.028
2008020375,20081204,2008,Joe Thornton,SJS,CBJ,4.891,1,0,1,0,0,0.3089,0.4,1.8,18.1,0.28,2.6,1.9,1.0,3.0,1,3,5.0,5,1,1.619
2008020376,20081205,2008,Pierre-Marc Bouchard,MIN,VAN,5.63,0,1,1,0,1,0.2335,0.2,2.3,16.5,0.238,2.7,2.5,3.0,3.0,2,2,3.0,2,0,1.285
2008020376,20081205,2008,Owen Nolan,MIN,VAN,7.56,0,1,1,0,1,0.3746,0.3,3.1,16.5,0.312,2.7,2.5,2.0,4.0,2,4,4.0,4,0,1.068
2008020376,20081205,2008,Eric Belanger,MIN,VAN,3.287,0,0,1,0,1,0.2093,0.1,2.1,17.4,0.304,2.7,2.5,2.0,3.0,2,3,4.0,4,1,1.911
2008020376,20081205,2008,Andrew Brunette,MIN,VAN,3.419,0,0,1,0,1,0.1688,0.2,1.3,17.7,0.375,2.7,2.5,2.0,3.0,2,3,3.0,3,1,1.777
2008020376,20081205,2008,Antti Miettinen,MIN,VAN,3.715,0,0,1,0,1,0.1508,0.1,1.7,18.4,0.292,2.7,2.5,1.0,1.0,1,1,1.0,1,1,0.663
2008020376,20081205,2008,Mikko Koivu,MIN,VAN,10.439,1,1,1,0,1,0.3891,0.3,3.8,22.7,0.375,2.7,2.5,3.0,4.0,2,3,7.0,5,0,1.799
2008020376,20081205,2008,Daniel Sedin,VAN,MIN,8.626,0,1,0,1,0,0.4418,0.4,3.5,19.9,0.423,2.5,1.7,0.0,2.0,0,2,6.0,6,0,1.358
2008020376,20081205,2008,Pavol Demitra,VAN,MIN,7.0,0,1,0,1,0,0.3401,0.4,2.6,18.2,0.438,2.5,1.7,0.0,0.0,0,0,5.0,4,0,1.47
2008020376,20081205,2008,Ryan Kesler,VAN,MIN,2.861,0,0,0,1,0,0.1744,0.3,1.7,19.3,0.192,2.5,1.7,0.0,0.0,0,0,1.0,1,0,0.573
2008020376,20081205,2008,Alexandre Burrows,VAN,MIN,2.699,0,0,0,1,0,0.1718,0.2,1.6,16.8,0.269,2.5,1.7,1.0,1.0,1,1,3.0,2,1,1.746
2008020377,20081205,2008,Daymond Langkow,CGY,STL,3.166,0,0,0,0,0,0.1982,0.1,2.2,17.8,0.24,2.5,2.1,1.0,1.0,1,1,2.0,2,0,1.009
2008020377,20081205,2008,Todd Bertuzzi,CGY,STL,3.715,0,0,0,0,0,0.1922,0.0,2.3,18.1,0.28,2.5,2.1,0.0,0.0,0,0,0.0,0,0,0.0
2008020377,20081205,2008,Jarome Iginla,CGY,STL,9.751,1,1,0,0,0,0.3245,0.4,3.7,20.7,0.48,2.5,2.1,0.0,1.0,0,1,3.0,3,0,0.924
2008020377,20081205,2008,Brad Boyes,STL,CGY,10.834,1,1,1,0,0,0.4341,0.6,2.9,19.9,0.522,3.0,1.7,2.0,2.0,2,2,4.0,3,0,0.921
2008020377,20081205,2008,T.J. Oshie,STL,CGY,4.451,0,0,1,0,0,0.1538,0.1,1.3,16.1,0.2,3.0,1.7,1.0,2.0,1,2,2.0,2,1,1.3
2008020377,20081205,2008,Patrik Berglund,STL,CGY,8.106,1,1,1,0,0,0.2409,0.3,2.4,16.6,0.333,3.0,1.7,1.0,1.0,1,1,5.0,5,0,2.076
2008020377,20081205,2008,Keith Tkachuk,STL,CGY,9.109,0,1,1,0,0,0.2639,0.3,2.1,19.1,0.478,3.0,1.7,1.0,2.0,1,2,2.0,2,0,0.758
2008020378,20081205,2008,Milan Hejduk,COL,DAL,9.335,0,1,0,1,0,0.3037,0.2,2.4,20.7,0.4,3.4,2.3,1.0,1.0,1,1,2.0,2,0,0.659
2008020378,20081205,2008,Ryan Smyth,COL,DAL,8.626,0,1,0,1,0,0.2771,0.3,2.6,20.4,0.32,3.4,2.3,1.0,3.0,1,3,4.0,4,1,1.444
2008020378,20081205,2008,Paul Stastny,COL,DAL,4.451,0,0,0,1,0,0.1865,0.1,2.3,21.7,0.24,3.4,2.3,2.0,2.0,1,1,3.0,2,0,1.609
2008020378,20081205,2008,Wojtek Wolski,COL,DAL,6.164,0,1,0,1,0,0.294,0.5,1.7,17.4,0.208,3.4,2.3,3.0,3.0,2,2,4.0,3,1,1.361
2008020378,20081205,2008,James Neal,DAL,COL,7.0,0,1,1,0,1,0.2282,0.3,2.4,17.1,0.3,2.8,2.5,0.0,3.0,0,2,4.0,3,0,1.753
2008020378,20081205,2008,Brad Richards,DAL,COL,7.0,0,1,1,0,1,0.1967,0.0,2.4,21.8,0.25,2.8,2.5,0.0,1.0,0,1,2.0,2,0,1.017
2008020378,20081205,2008,Mike Modano,DAL,COL,8.626,0,1,1,0,1,0.22,0.2,2.9,18.6,0.44,2.8,2.5,3.0,3.0,2,2,6.0,4,1,2.727
2008020378,20081205,2008,Loui Eriksson,DAL,COL,3.715,0,0,1,0,1,0.1312,0.0,1.5,20.1,0.48,2.8,2.5,1.0,3.0,1,3,6.0,5,0,4.573
2008020379,20081205,2008,Shawn Horcoff,EDM,LAK,5.127,0,0,0,0,0,0.1602,0.1,1.8,21.8,0.292,2.8,2.8,2.0,2.0,2,2,3.0,3,1,1.873
2008020379,20081205,2008,Ethan Moreau,EDM,LAK,5.127,1,1,0,0,0,0.1863,0.3,1.8,17.0,0.208,2.8,2.8,0.0,0.0,0,0,1.0,1,0,0.537
2008020379,20081205,2008,Ales Hemsky,EDM,LAK,7.281,0,1,0,0,0,0.3572,0.4,3.0,19.0,0.333,2.8,2.8,2.0,3.0,2,3,3.0,3,2,0.84
2008020379,20081205,2008,Dustin Penner,EDM,LAK,6.719,1,1,0,0,0,0.2258,0.1,1.7,17.8,0.227,2.8,2.8,1.0,1.0,1,1,2.0,2,0,0.886
2008020379,20081205,2008,Anze Kopitar,LAK,EDM,5.63,1,0,1,0,0,0.2844,0.3,2.4,19.2,0.208,2.9,2.4,0.0,2.0,0,2,3.0,3,0,1.055
2008020379,20081205,2008,Dustin Brown,LAK,EDM,10.439,0,1,1,0,0,0.3889,0.3,4.2,19.1,0.333,2.9,2.4,0.0,0.0,0,0,2.0,2,0,0.514
2008020379,20081205,2008,Patrick O'Sullivan,LAK,EDM,9.335,0,1,1,0,0,0.311,0.2,3.2,18.5,0.304,2.9,2.4,1.0,2.0,1,2,4.0,4,0,1.286
2008020379,20081205,2008,Michal Handzus,LAK,EDM,5.63,1,0,1,0,0,0.2682,0.4,2.4,18.1,0.208,2.9,2.4,0.0,0.0,0,0,3.0,3,0,1.119
